url,all_info,Business Category,Booth Number,Brand,Website,Company Profile,Youtube
https://www.secutech.com/26/en/exdetail.aspx?eid=2868,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\t111', 'Brand\t', 'Self-owned：AIRA (Taiwan)', '', 'Website\thttp://www.aira.com.tw', ""Company Profile\tAIRA Corporation is composed of a team of imaging professionals with over 20 years of experience, focusing on research and development in the field of AI. AIRA's mission is to develop applications in various fields using advanced facial and human recognition technology. In 2020, AIRA was honored as an Intel Gold Partner. Our solutions are widely applied in industries such as enterprises, smart buildings, and field management, assisting customers in enhancing safety and management efficiency."", 'Youtube\thttps://www.youtube.com/channel/UCI9-GayeGBcgxfQkcmYDoOg', '']","Physical Security: Surveillance, Access Control, Alarm, Intercom",111,Self-owned：AIRA (Taiwan),http://www.aira.com.tw,"AIRA Corporation is composed of a team of imaging professionals with over 20 years of experience, focusing on research and development in the field of AI. AIRA's mission is to develop applications in various fields using advanced facial and human recognition technology. In 2020, AIRA was honored as an Intel Gold Partner. Our solutions are widely applied in industries such as enterprises, smart buildings, and field management, assisting customers in enhancing safety and management efficiency.",https://www.youtube.com/channel/UCI9-GayeGBcgxfQkcmYDoOg
https://www.secutech.com/26/en/exdetail.aspx?eid=2925,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\tK15', 'Brand\t', 'Website\thttp://www.allis.com.tw', 'Company Profile\tFounded on September 25, 1968. Our products are designed to meet the requirements of renowned corporations around the world, such as Los Angeles Department of Water and Power, Toshiba, Taiwan Semiconductor Manufacturing Company, etc. A successful public offering in 1994 has allowed Allis Electric to continue its steady growth and to venture into the telecommunications and high-tech industries .', '', 'Youtube\thttps://youtu.be/untpfqRt4B0?si=vrvJU95kdRB1dNOP', '']","Physical Security: Surveillance, Access Control, Alarm, Intercom",K15,,http://www.allis.com.tw,"Founded on September 25, 1968. Our products are designed to meet the requirements of renowned corporations around the world, such as Los Angeles Department of Water and Power, Toshiba, Taiwan Semiconductor Manufacturing Company, etc. A successful public offering in 1994 has allowed Allis Electric to continue its steady growth and to venture into the telecommunications and high-tech industries .",https://youtu.be/untpfqRt4B0?si=vrvJU95kdRB1dNOP
https://www.secutech.com/26/en/exdetail.aspx?eid=5245,"['Business Category\tFactory & Environmental Safety and Health', 'Booth Number\t837', 'Brand\t', 'Website\thttp://www.amatg.com.tw', 'Company Profile\t', 'Youtube\t']",Factory & Environmental Safety and Health,837,,http://www.amatg.com.tw,,
https://www.secutech.com/26/en/exdetail.aspx?eid=3148,"['Business Category\tSmart Building/Homes', 'Booth Number\t837', 'Brand\t', 'Other Represented：R-Optimizer (Japan)', 'Other Represented：DENJISAVE (Japan)', '', 'Website\thttp://https://amging.com.tw/', 'Company Profile\tWe offer refrigerant optimization for 24/7 chiller systems across Taiwan, enhancing heat exchange efficiency and cutting power use instantly. Trusted by 2,000+ factories in Japan and top-listed cleanroom electronics plants in Taiwan, our solution addresses the Energy Bureau’s 1% power-saving goal.', 'Key Features:', '', 'No changes to existing HVAC systems', '', 'Live installation without shutdown', '', 'Savings visible in next power bill', '', 'Works only when installed – ROI within 3 years, fastest in the industry', 'Youtube\t']",Smart Building/Homes,837,Other Represented：R-Optimizer (Japan),http://https://amging.com.tw/,"We offer refrigerant optimization for 24/7 chiller systems across Taiwan, enhancing heat exchange efficiency and cutting power use instantly. Trusted by 2,000+ factories in Japan and top-listed cleanroom electronics plants in Taiwan, our solution addresses the Energy Bureau’s 1% power-saving goal.",
https://www.secutech.com/26/en/exdetail.aspx?eid=3189,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t153', 'Brand\t', 'Other Represented：Bubble Shade(by Horse Sheep Monkey Inc.) (Japan)', '', 'Website\thttp://angieglobal.com/', 'Company Profile\tWe specialize in providing on-site support services to Japanese companies in Taiwan, with the mission of “Japan-Taiwan friendship and mutual development,” aiming to become a reliable bridge partner.', '', 'Our core services include:', '1.On-site engineer dispatch and supervision for semiconductor equipment', '2.Procurement and sourcing support (supplier selection, price negotiation, quality control)', '3.Interpretation, negotiation, and on-site coordination', '4.Bridging university research to product commercialization', 'Youtube\thttps://youtu.be/lkXZVHphy1o', '']",Active/Passive Fire Safety,153,Other Represented：Bubble Shade(by Horse Sheep Monkey Inc.) (Japan),http://angieglobal.com/,"We specialize in providing on-site support services to Japanese companies in Taiwan, with the mission of “Japan-Taiwan friendship and mutual development,” aiming to become a reliable bridge partner.",https://youtu.be/lkXZVHphy1o
https://www.secutech.com/26/en/exdetail.aspx?eid=5257,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\tK22', 'Brand\t', 'Website\thttp://www.anytech.co.kr', 'Company Profile\t', 'Youtube\t']","Physical Security: Surveillance, Access Control, Alarm, Intercom",K22,,http://www.anytech.co.kr,,
https://www.secutech.com/26/en/exdetail.aspx?eid=5215,"['Business Category\tSmart Building/Homes', 'Booth Number\t831', 'Brand\t', 'Website\thttp://www.you-lead.com.tw', 'Company Profile\t', 'Youtube\t']",Smart Building/Homes,831,,http://www.you-lead.com.tw,,
https://www.secutech.com/26/en/exdetail.aspx?eid=2148,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t343', 'Brand\t', 'Self-owned：Eco Elephant (Taiwan)', '', 'Website\thttp://www.amp-taiwan.com', 'Company Profile\tAMP was founded in July ,1995, with the collaboration of a well experienced elite team.', 'We devoted ourselves to plastic injection production and mold design/manufacture. Items are included but not limited to auto parts, air conditioning parts, OA accessories, consumer appliances, electronic parts and road safety guardrail. Our business strategies are to dedicate mainly in ODM development/OEM production, also OBM in Auto floor mats, guardrail and Fire Extinguisher.', 'Youtube\thttps://www.youtube.com/watch?v=GlJG-sqJ1c4&t=22s', '']",Active/Passive Fire Safety,343,Self-owned：Eco Elephant (Taiwan),http://www.amp-taiwan.com,"AMP was founded in July ,1995, with the collaboration of a well experienced elite team.",https://www.youtube.com/watch?v=GlJG-sqJ1c4&t=22s
https://www.secutech.com/26/en/exdetail.aspx?eid=5206,"['Business Category\tAI/IoT/Networking/Software & Platform', 'Booth Number\t225', 'Brand\t', 'Self-owned：Aqrose (Taiwan)', '', 'Website\thttp://http://cn.aqrose.com/', 'Company Profile\tFounded in 2017, Aqrose Technology has become a leader in industrial AI, recognized as one of the earliest pioneers in applying AI to industrial scenarios. We combine deep expertise in production, research and application to deliver practical AI solutions that drive real-world results.', 'Youtube\t']",AI/IoT/Networking/Software & Platform,225,Self-owned：Aqrose (Taiwan),http://http://cn.aqrose.com/,"Founded in 2017, Aqrose Technology has become a leader in industrial AI, recognized as one of the earliest pioneers in applying AI to industrial scenarios. We combine deep expertise in production, research and application to deliver practical AI solutions that drive real-world results.",
https://www.secutech.com/26/en/exdetail.aspx?eid=5246,"['Business Category\tFactory & Environmental Safety and Health', 'Booth Number\t837', 'Brand\t', 'Self-owned：亞瑞仕國際驗證股份有限公司 (Taiwan)', '', 'Website\thttp://www.ares-registration.com', 'Company Profile\tFounded in 2003, ARIS International Verification accompanies companies in their international expansion and global integration. Our one-stop service, both domestically and internationally, encompasses research, strategic consulting, verification procedures, technology cross-border operations, and talent training, providing seamless professional support.', 'Youtube\thttps://www.youtube.com/@ares-cert', '']",Factory & Environmental Safety and Health,837,Self-owned：亞瑞仕國際驗證股份有限公司 (Taiwan),http://www.ares-registration.com,"Founded in 2003, ARIS International Verification accompanies companies in their international expansion and global integration. Our one-stop service, both domestically and internationally, encompasses research, strategic consulting, verification procedures, technology cross-border operations, and talent training, providing seamless professional support.",https://www.youtube.com/@ares-cert
https://www.secutech.com/26/en/exdetail.aspx?eid=2179,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t837', 'Brand\t', 'Website\thttp://www.asahi.com.tw', 'Company Profile\t', 'Youtube\t']",Active/Passive Fire Safety,837,,http://www.asahi.com.tw,,
https://www.secutech.com/26/en/exdetail.aspx?eid=3012,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t1124', 'Brand\t', 'Website\thttp://www.apsfe.org', 'Company Profile\t', 'Youtube\t']",Active/Passive Fire Safety,1124,,http://www.apsfe.org,,
https://www.secutech.com/26/en/exdetail.aspx?eid=932,"['Business Category\tSmart Building/Homes', 'Booth Number\t217', 'Brand\t', 'Self-owned：astag (Taiwan)', '', 'Website\thttp://www.astag.com', 'Company Profile\t(Asia Smart Tag Co., Ltd.) was established in 1986 The company started with remote control. It is electric rolling door remote control, remote control copy machine, copy remote control, and rolling code remote control. In 1997, the RFID R & D department was established, RFID manufacturer, RFID Label Manufacturer, dedicated to the development of RFID-related products, including induction buckles, induction tags, induction antennas, RFID card readers / code entry machines, and so on.', 'Youtube\t']",Smart Building/Homes,217,Self-owned：astag (Taiwan),http://www.astag.com,"(Asia Smart Tag Co., Ltd.) was established in 1986 The company started with remote control. It is electric rolling door remote control, remote control copy machine, copy remote control, and rolling code remote control. In 1997, the RFID R & D department was established, RFID manufacturer, RFID Label Manufacturer, dedicated to the development of RFID-related products, including induction buckles, induction tags, induction antennas, RFID card readers / code entry machines, and so on.",
https://www.secutech.com/26/en/exdetail.aspx?eid=5193,"['Business Category\tFactory & Environmental Safety and Health', 'Booth Number\tK31', 'Brand\t', 'Self-owned：ATEN (Taiwan)', '', 'Website\thttp://www.aten.com.tw', 'Company Profile\tAtech Peripherals, Inc. (ATECH), established in 1979, is a Taiwan-based subsidiary of ATEN International. With over 15 years of experience in the smart manufacturing sector, the company specializes in remote centralized control and management solutions, which have been successfully deployed in manufacturing facilities both domestically and internationally, covering a total of more than 26,700 machine ports. We also provide intelligent monitoring and management solutions for control rooms.', 'Youtube\thttps://youtu.be/4zlqenN4QjY', '']",Factory & Environmental Safety and Health,K31,Self-owned：ATEN (Taiwan),http://www.aten.com.tw,"Atech Peripherals, Inc. (ATECH), established in 1979, is a Taiwan-based subsidiary of ATEN International. With over 15 years of experience in the smart manufacturing sector, the company specializes in remote centralized control and management solutions, which have been successfully deployed in manufacturing facilities both domestically and internationally, covering a total of more than 26,700 machine ports. We also provide intelligent monitoring and management solutions for control rooms.",https://youtu.be/4zlqenN4QjY
https://www.secutech.com/26/en/exdetail.aspx?eid=434,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\t925', 'Brand\t', 'Self-owned：ATEIS (Europe)', 'Self-owned：Xavtel (Europe)', 'Self-owned：Penton (Europe)', 'Self-owned：MESSENGER (Europe)', 'Self-owned：TERRACOM (Europe)', '', 'Website\thttp://www.paxproavgroup.com', 'Company Profile\tATEÏS has over 40 years of experience in designing, development and supplying of Public Address and Voice Alarm (PA/VA) Systems. ATEÏS let the PA/VA market with relentless innovation, and provide our customers with EN 54-16 certified, easy-to-use and integrated PA/VA solutions.', 'ATEÏS PA/VA systems protecting the key assets across the world and installed in different sectors including corporate and retail, education and culture, government and institutions, hotels, transportation and so on.', 'Youtube\t']","Physical Security: Surveillance, Access Control, Alarm, Intercom",925,Self-owned：ATEIS (Europe),http://www.paxproavgroup.com,"ATEÏS has over 40 years of experience in designing, development and supplying of Public Address and Voice Alarm (PA/VA) Systems. ATEÏS let the PA/VA market with relentless innovation, and provide our customers with EN 54-16 certified, easy-to-use and integrated PA/VA solutions.",
https://www.secutech.com/26/en/exdetail.aspx?eid=2808,"['Business Category\tDisaster Prevention and Rescue', 'Booth Number\t237', 'Brand\t', 'Self-owned：AVA (Taiwan)', 'Self-owned：AVAMA (Taiwan)', 'Self-owned：AVA PREVENT (Taiwan)', '', 'Website\thttp://www.ava-prevent.com', 'Company Profile\tSpecialized on the designing and manufacturing of Addressable Aspirating Smoke Detection Systems, AVA PREVENT was founded, in 2009. The company is based in New Taipei City, Taiwan, and has offices in Taichung and Kaohsiung, as well as a subsidiary company in Shanghai.', 'Our experienced team is not only responsible for the R&D and manufacture, but also provides technical support, commissioning and maintenance. In the international market we also provide, additionally, OEM and ODM services.', 'Youtube\thttps://www.youtube.com/watch?v=7o_gRhIdYas&t=17s', '']",Disaster Prevention and Rescue,237,Self-owned：AVA (Taiwan),http://www.ava-prevent.com,"Specialized on the designing and manufacturing of Addressable Aspirating Smoke Detection Systems, AVA PREVENT was founded, in 2009. The company is based in New Taipei City, Taiwan, and has offices in Taichung and Kaohsiung, as well as a subsidiary company in Shanghai.",https://www.youtube.com/watch?v=7o_gRhIdYas&t=17s
https://www.secutech.com/26/en/exdetail.aspx?eid=342,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\t527', 'Brand\t', 'Self-owned：AVC (Taiwan)', '', 'Website\thttp://www.avc-corp.com.tw', 'Company Profile\tAVC is a leading manufacturer of wiring accessories since 1973 and is the only one in Asia that can provide well know-how wire protection for outdoor (water, chemical ＆ weather resistant ) applications for electrical/electronic, telecom and networking devices. For details, please visit www.ip68.net.', 'Youtube\t']","Physical Security: Surveillance, Access Control, Alarm, Intercom",527,Self-owned：AVC (Taiwan),http://www.avc-corp.com.tw,"AVC is a leading manufacturer of wiring accessories since 1973 and is the only one in Asia that can provide well know-how wire protection for outdoor (water, chemical ＆ weather resistant ) applications for electrical/electronic, telecom and networking devices. For details, please visit www.ip68.net.",
https://www.secutech.com/26/en/exdetail.aspx?eid=207,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\t505', 'Brand\t', 'Self-owned：AVTECH (Taiwan)', '', 'Website\thttp://www.avtech.com.tw', 'Company Profile\tAVTECH is a Taiwanese CCTV manufacturer with more than 27 years of design and R&D experience in the industry. With our expertise in hardware and software integration we provide a variety of CCTV solutions and offer professional OEM/ODM services to our clients. AVTECH products are designed and manufactured in Taiwan to ensure their quality and reliability.', 'Youtube\thttps://www.youtube.com/watch?v=WzCtwd_YICo', '']","Physical Security: Surveillance, Access Control, Alarm, Intercom",505,Self-owned：AVTECH (Taiwan),http://www.avtech.com.tw,AVTECH is a Taiwanese CCTV manufacturer with more than 27 years of design and R&D experience in the industry. With our expertise in hardware and software integration we provide a variety of CCTV solutions and offer professional OEM/ODM services to our clients. AVTECH products are designed and manufactured in Taiwan to ensure their quality and reliability.,https://www.youtube.com/watch?v=WzCtwd_YICo
https://www.secutech.com/26/en/exdetail.aspx?eid=5237,"['Business Category\tDisaster Prevention and Rescue', 'Booth Number\t837', 'Brand\t', 'Self-owned：AWAREK thermal image AIOT (Taiwan)', '', 'Website\thttp://https://awarek.my.canva.site/dagp-rcpxvk', 'Company Profile\t#1 Resiliene AIOT solution', 'fire safety and Denfence safety', '', '#2 Smart AIOT solution', 'sencing and wirless controll safetyDetect Early, Protect Early', '', 'Detect high temperature before fire occurs', 'Early Fire Thermal image AIoT solution', 'Thermal image contactless', 'AI IoT solution', '', 'service@awarek.com', 'Youtube\thttps://awarek.my.canva.site/dagp-rcpxvk', '']",Disaster Prevention and Rescue,837,Self-owned：AWAREK thermal image AIOT (Taiwan),http://https://awarek.my.canva.site/dagp-rcpxvk,#1 Resiliene AIOT solution,https://awarek.my.canva.site/dagp-rcpxvk
https://www.secutech.com/26/en/exdetail.aspx?eid=1490,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\tK11+K12', 'Brand\t', 'Self-owned：AXIS (Europe)', '', 'Website\thttp://www.axis.com', 'Company Profile\tAxis enables a smarter and safer world by creating solutions for improving security and business performance. As a network technology company and industry leader, Axis offers solutions in video surveillance, access control, intercom, and audio systems. They are enhanced by intelligent analytics applications and supported by high-quality training. Axis has around 5,000 dedicated employees in over 50 countries and collaborates with partners worldwide to deliver customer solutions.', '', '', 'Youtube\thttps://www.youtube.com/@AxisCommunications', '']","Physical Security: Surveillance, Access Control, Alarm, Intercom",K11+K12,Self-owned：AXIS (Europe),http://www.axis.com,"Axis enables a smarter and safer world by creating solutions for improving security and business performance. As a network technology company and industry leader, Axis offers solutions in video surveillance, access control, intercom, and audio systems. They are enhanced by intelligent analytics applications and supported by high-quality training. Axis has around 5,000 dedicated employees in over 50 countries and collaborates with partners worldwide to deliver customer solutions.",https://www.youtube.com/@AxisCommunications
https://www.secutech.com/26/en/exdetail.aspx?eid=2179,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t837', 'Brand\t', 'Website\thttp://www.asahi.com.tw', 'Company Profile\t', 'Youtube\t']",Active/Passive Fire Safety,837,,http://www.asahi.com.tw,,
https://www.secutech.com/26/en/exdetail.aspx?eid=1909,"['Business Category\tActive/Passive Fire Safety', 'Booth Number\t1129', 'Brand\t', 'Website\thttp://www.bangyuan.com.tw', 'Company Profile\t', 'Youtube\t']",Active/Passive Fire Safety,1129,,http://www.bangyuan.com.tw,,
https://www.secutech.com/26/en/exdetail.aspx?eid=2948,"['Business Category\tAI/IoT/Networking/Software & Platform', 'Booth Number\t831', 'Brand\t', 'Self-owned：寶舖建設 (Taiwan)', '', 'Website\thttp://www.baopu.com.tw', ""Company Profile\tBAOPU Development pioneers in 'Fully Transparent Native Health Architecture', merging health and transparency. It stands out with three international certifications, leading Taiwan's SGS project. Notably, it's the first in Taiwan and Asia with BSI ISO19650-2 and -3 certifications, and globally the first awarded the BSI Kitemark™ for BIM excellence, establishing new standards in sustainable, health-focused architecture."", 'Youtube\t']",AI/IoT/Networking/Software & Platform,831,Self-owned：寶舖建設 (Taiwan),http://www.baopu.com.tw,"BAOPU Development pioneers in 'Fully Transparent Native Health Architecture', merging health and transparency. It stands out with three international certifications, leading Taiwan's SGS project. Notably, it's the first in Taiwan and Asia with BSI ISO19650-2 and -3 certifications, and globally the first awarded the BSI Kitemark™ for BIM excellence, establishing new standards in sustainable, health-focused architecture.",
https://www.secutech.com/26/en/exdetail.aspx?eid=2963,"['Business Category\tPhysical Security: Surveillance, Access Control, Alarm, Intercom', 'Booth Number\t317', 'Brand\t', 'Other Represented：BOSCH (Europe)', 'Other Represented：SUPREMA (Korea)', '', 'Website\thttp://www.besenseco.com', 'Company Profile\tBESENSE was founded by a group of engineers whose members possess over a decade of experience in security systems and system integration. Starting from software integration, the company is committed to technological innovation that integrates IT with security monitoring.', 'BESENSE is the Taiwan distributor of South Korea’s Suprema high-end biometric access control solutions.', 'Youtube\t']","Physical Security: Surveillance, Access Control, Alarm, Intercom",317,Other Represented：BOSCH (Europe),http://www.besenseco.com,"BESENSE was founded by a group of engineers whose members possess over a decade of experience in security systems and system integration. Starting from software integration, the company is committed to technological innovation that integrates IT with security monitoring.",
https://www.secutech.com/26/en/exdetail.aspx?eid=3090,"['Business Category\tFactory & Environmental Safety and Health', 'Booth Number\t517', 'Brand\t', 'Other Represented：INDUSVISION (Korea)', '', 'Website\thttp://www.sunkingcctv.com.tw', 'Company Profile\tFounded in 1985, we has been dedicated to the professional sales and CCTV surveillance systems for 40 years. During this period,developing famous enterprises such as CPC, CSC, Taipower,petrochemical industry and so on.', '', 'We are Taiwan exclusive agent of Korean brand INDUSVISION. Its main products are explosion-proof housing/PTZ, stainless steel and underwater cameras. It has won multiple international explosion-proof certifications, technologically advanced, and provides competitive CCTV solutions.', 'Youtube\t']",Factory & Environmental Safety and Health,517,Other Represented：INDUSVISION (Korea),http://www.sunkingcctv.com.tw,"Founded in 1985, we has been dedicated to the professional sales and CCTV surveillance systems for 40 years. During this period,developing famous enterprises such as CPC, CSC, Taipower,petrochemical industry and so on.",
