Company Name,Location,Booth,url,exhibitor_url,Company Background,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Product Strategy,Brand Name,Company Website,HKTDC Events,Certificates,Unnamed: 11,Other Certificates,supplier_url,Booth: 5B-B09   |   Electronics Components   |   ,Booth: 5B-C14   |   Printed Circuit Board & EMS   |   ,Booth: 5B-D01   |   Printed Circuit Board & EMS   |   ,Booth: 5B-C07   |   Electronics Components   |   ,Booth: 5B-C13   |   Electronics Components   |   ,Booth: 5B-D07   |   Printed Circuit Board & EMS   |   ,Booth: 5B-F05   |   Display Technology   |   ,Booth: 5B-B01   |   Electronics Components   |   ,Booth: 5B-A02   |   Electronics Components   |   ,url_L3,Nature of Business_L3,Location_L3,Year of Establishment,Main Categories,Major Markets,Total Employees,Annual Turnover,Brands,Contact Person,Position,Office Address,Country / Region
Surface Mount Technology Ltd.,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006671Q?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006671Q?fairCode=electronicasia&locale=en,,Manufacturer,"Electronic Manufacturing Service, Assembly & Subsystem ( include PCB Assembly )",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Surface-Mount-Technology-Ltd/1X00FM15,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Surface-Mount-Technology-Ltd/1X00FM15,Manufacturer,Hong Kong,1986.0,"Design Services, Industrial Machinery, Parts & Raw Materials, Marketing & Public Relations, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Professional Services, Technology, R&D","Chinese Mainland, Japan, North America, Western Europe",1001 - 2000 ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001 Certification - ISO 9001 - ISO 14001 Certification - ISO 14001 -,,,Mr Lawrence Chan,"General Manager, Corporate Development Dept.","Unit 15-20, 29/F., One Midtown, 11 Hoi Shing Road, Tsuen Wan, NT HK",Hong Kong
Mobicon Holdings Ltd,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0066792?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0066792?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mobicon-Holdings-Ltd/1X04P3N4,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mobicon-Holdings-Ltd/1X04P3N4,"Export Agent, Exporter, Import Agent, Manufacturer",Hong Kong,1983.0,"Homeware & Lifestyle Essentials, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies, Scientific, Testing & Laboratory Equipments","Africa, Chinese Mainland, Eastern Europe, Hong Kong, Southeast Asia, Taiwan, Western Europe, Worldwide ODM OEM View details Factories & Facilities",,,,Ms Beryl Yeung,,"7/F., New Trend Centre, 704 Prince Edward Road East, San Po Kong, Kln., HK",Hong Kong
See-Plus Industrial Limited,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006674H?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006674H?fairCode=electronicasia&locale=en,"The SEE-PLUS was established in 1980 as we mainly manufacture different kinds of Low-Voltage Switches, Jacks, Sockets and USB connectors. Our head office is based in Hong Kong. Also, we have offices in Dongguan and Shanghai, China .The offices cover 8,000 square meters and 12,000 square meter land for plants included. We employ over 600 employees, including more than 50 skillful technicians from different departments. Nowadays at the quality control, we gained ISO 9001 Certification in 1997, and the GMC certification in 2010 which is identified and certify high-quality manufactures in China. In addition, we achieved TS 16949 and USB-IF certification in 2014, and achieved ISO 14001 certification in 2018 as to meet the ISO quality control standard. Moreover, all products have conformed to RoHS since January 2005, and also conformed to REACH, EN71-3 environmental protection requirements of European Union and CPASI of USA. We adhere to our company motto:""High quality and competitive price, punctual delivery and top priority service"". Our aim is to fully meet our customers ""demand with our tenet of striving the perfection and doing our best to advance""",Manufacturer,"Signal Influencing Components, Electrical Plug, Microcontroller, Assemblies for Measurement Applications, Electronic Product Ceramic Part, UPS / Power Supply, Inductor, Information and Communications Technology, Mains Power Appliance Inlets, Mains Power Appliance Outlets, Signal Influencing Components, Electrical Plug, Microcontroller, Assemblies for Measurement Applications, Electronic Product Ceramic Part, UPS / Power Supply, Inductor, Information and Communications Technology, Mains Power Appliance Inlets, Mains Power Appliance Outlets",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/See-Plus-Ind-l-Ltd/1X0009JQ,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/See-Plus-Ind-l-Ltd/1X0009JQ,Manufacturer,Hong Kong,1980.0,"Automobile Parts & Accessories, Consumer Electronics, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies","Africa, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan, Western Europe, Worldwide",501 - 1000,"US$ 5,000,000 - 9,999,999","SEE-PLUS ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO 9001, ISO 14001, IATF 16949, RoHS, GMC - - - View details Factories & Facilities",Mr Billy Law,Business Development Manager,"UNIT D, 15/F, WORLD TECH CENTRE 95 HOW MING STREET KWUN TONG Kowloon, Hong Kong",Hong Kong
Shenzhen HZY Photoelectric Technology Co Ltd,Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0067Y2W?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067Y2W?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-HZY-Photoelectric-Technology-Co-Ltd/1S00O9IWU,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-HZY-Photoelectric-Technology-Co-Ltd/1S00O9IWU,,Chinese Mainland,,"Parts, Components & Raw Materials View details Factories & Facilities",,,,,Mrs Jennifer Chang,,,Chinese Mainland
"Suzhou UIGreen Micro&Nano Technologies Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0067ZY7?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067ZY7?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Suzhou-UIGreen-Micro-Nano-Technologies-Co-Ltd-/1S00PETFY,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Suzhou-UIGreen-Micro-Nano-Technologies-Co-Ltd-/1S00PETFY,"Manufacturer, Wholesaler","Suzhou, Jiangsu, Chinese Mainland",2012.0,"General Industrial Machinery, Parts, Electrical Electronic Supplies, Scientific, Testing & Laboratory Equipments","Chinese Mainland, Japan, Southeast Asia",,,,Miss YI WANG,Marketing Specialist,"No.80, Emeishan Road, New District Suzhou, Jiangsu No.196, Putuoshan Road, New District, Suzhou, Jiangsu, China",Chinese Mainland
Chung Yi Enterprise (H.K.) Company Limited,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006672N?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006672N?fairCode=electronicasia&locale=en,,Manufacturer,"Electrical Wire & Cable, Computer Cable, Electrical Wire & Cable, Computer Cable","We are an ISO certified manufacturer with approximately 40 years of experience in producing cable assemblies, wire harness assemblies and modular jack products.","OEM, ODM",,www.chungyi.com,Exhibited in HKTDC Event(s) in recent years electronicAsia 2026 electronicAsia 2025 electronicAsia 2024 electronicAsia 2019 electronicAsia 2018 electronicAsia 2017 electronicAsia electronicAsia 2015 Show More,,,"UL - COMMUNICATIONS AUDIO/VIDEO-, DATA- AND OTHER SIGNALING-CIRCUIT ACCESSORIES Issued By UL Type - Valid Date (N/A) - (N/A) UL - COMPONENT Issued By UL Type - Valid Date (N/A) - (N/A) Show More",https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chung-Yi-Enterprise-Hong-Kong-Co-Ltd/1X00J3HA,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chung-Yi-Enterprise-Hong-Kong-Co-Ltd/1X00J3HA,Manufacturer,Hong Kong,1990.0,"Consumer Electronics, Parts, Components & Electrical Supplies, Parts, Electrical Electronic Supplies, Telecommunication","Eastern Europe, Japan, North America, Other Asian Countries, Southeast Asia, Western Europe",101 - 200,"US$ 5,000,000 - 9,999,999 CUSTOMIZE OVERMOLDING OEM Certificate Name Issued By Certificate Type Valid Date UL - COMMUNICATIONS AUDIO/VIDEO-, DATA- AND OTHER SIGNALING-CIRCUIT ACCESSORIES UL - - UL - COMPONENT UL - - ISO 9001:2015 SGS ISO 9001 26 Nov 2023 - 02 Oct 2026 ISO 14001:2015 SGS ISO 14001 26 Nov 2023 - 22 Sep 2026 View details Factories & Facilities Research & Development",,Mr Patrick Chan,Sales Executive,"Unit B1, 9/F., Block B, Tonic Industrial Centre, 19 Lam Hing Street, Kowloon Bay, Kowloon, Hong Kong",Hong Kong
Fenghua (Hong Kong) Electronics Limited,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S00667AZ?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00667AZ?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fenghua-Hong-Kong-Electronics-Ltd-/1X00J44K,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fenghua-Hong-Kong-Electronics-Ltd-/1X00J44K,"Exporter, Manufacturer",Hong Kong,1994.0,"Consumer Electronics, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",Worldwide,,"US$ 100,000 - 249,999","FENGHUA, KINGCAP, FEC AEC-Q200 OEM PASSIVE COMPONENTS",Mr Sunny Cheng,Marketing Executive,"Unit 614 Heng Ngai Jewelry Centre No. 4 Hok Yuen Street East, Hung Hom, Kowloon, Hong Kong",Hong Kong
General Circuit International Limited,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S00666Y0?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00666Y0?fairCode=electronicasia&locale=en,"Electro-mechanical technology goes hand in hand with our progress in life. Booming dynamically in an electronic era, General Circuit International Limited (GCI), as a keypad solution provider, has shown marked performance in the creation of unique device and our web of market development has gone international. Founded in 1996, we made our debut as a manufacturer of membrane switch. And now, we have extended multiple services in touch screen, flexible PCB and silicone rubber keypad. In addition, we deliver assembly work as well as keypad solutions featuring latest technologies meeting the ever-changing demands of industrial, medical, automotive and marine controls. Running five factories in Mainland China, which house more than 2,000 people, GCI excels with comprehensive services, strong engineering and production force. To ensure modernized management, our factories are certified with ISO 9001, ISO 14001, ISO 13485 and IATF16949. Together with the sophisticated machinery, we assure you will find GCI your professional partner of human machine interface.",Manufacturer,"Keyboard Panel Membrane, Printed Circuit Board (PCB), Manufacturing & Industrial Engineering, Assembly & Subsystem ( include PCB Assembly ), Assemblies for Measurement Applications, Keyboard Panel Membrane, Printed Circuit Board (PCB), Manufacturing & Industrial Engineering, Assembly & Subsystem ( include PCB Assembly ), Assemblies for Measurement Applications",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/General-Circuit-Int-l-Ltd/1X00JO9R,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/General-Circuit-Int-l-Ltd/1X00JO9R,Manufacturer,Hong Kong,2003.0,"Consumer Electronics, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Telecommunication","Central & South America, Hong Kong, Japan, Scandinavia, Southeast Asia, Worldwide",,"US$ 10,000,000 - 49,999,999 Certificate Name Issued By Certificate Type Valid Date ISO 9001 - - - ISO 14001 - - - TS16949 - - -",,Mr Francis Dow,Sales Manager,"Room 2611-2612, Peninsula Tower, Cheung Sha Wan, Kowloon, Hong Kong",Hong Kong
Golden Resources Metal Industrial Limited,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S00684M2?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00684M2?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Golden-Resources-Metal-Industrial-limited/1X05VOKG,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Golden-Resources-Metal-Industrial-limited/1X05VOKG,Manufacturer,Hong Kong,1998.0,"Building Materials & Supplies, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Professional Services, Real Estate",North America,1 - 5,"US$ 100,000 - 249,999 View details Factories & Facilities",,Ms Pinky Cheng,Sales Manager,"FlatA18, 6/F.,, New East Sun Ind.Bldg.,, 18, Shing Yip St.,, Kwun Tong, KLN.,Hong Kong",Hong Kong
KARSEN TECH LIMITED,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0066VVK?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0066VVK?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/KARSEN-TECH-LIMITED/1S00PBYXB,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/KARSEN-TECH-LIMITED/1S00PBYXB,,Hong Kong,,"Information Technology, Parts, Components & Raw Materials View details Factories & Facilities",,,,,Ms Bessie Wong,,,Hong Kong
Maxtech Circuit HK Limited,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S00666V9?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00666V9?fairCode=electronicasia&locale=en,"We are manufacturer and distributor of Capacitive and Resistive Touchscreens, Membrane Switches, Rubber Keypads, FPC, PCB and other integrated switches . We owned patented technology for LGF . We have exclusive technology for specialized membrane and capacitive switches and also licensee of highly reliable industrial grade switches "" Duraswitch"" . We specialized in integration of both Membrane Switches and Touchscreens product and LCM projects. All of our products are customized industrial grading mostly applied to communication , transportation and medical devices . We are more than 20 years old manufacturer and exporter with proven quality and reliability .","Manufacturer, Exporter","Keyboard Panel Membrane, Prototype Making, Liquid Crystal Display (LCD), Electronic Manufacturing Service",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Maxtech-Circuit-HK-Limited/1X07SZ4Z,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Maxtech-Circuit-HK-Limited/1X07SZ4Z,"Distributor, Exporter, Manufacturer",Hong Kong,2010.0,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials","Eastern Europe, North America, Other Asian Countries, Western Europe, Worldwide",1 - 5,"US$ 1,000,000 - 4,999,999 Certificate Name Issued By Certificate Type Valid Date ISO9001:2000 - ISO 9001 - View details Factories & Facilities Research & Development Quality Control",,Mr Stephen Fong,Director,"Room A, 7/F Queen's Centre 58-64 Queen's Road East Wanchai Hong Kong",Hong Kong
Mecca Electronics Co. Limited,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006670T?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006670T?fairCode=electronicasia&locale=en,"Established in 1993, Mecca was in EMS by setting up SMT and insertion lines at the beginning, then added the metal and plastic parts business.Now Mecca is certified with ISO 9001/ISO 14001, ISO 13485 and IATF 16949, capable for Medical and Automotive parts/products manufacturing. Mecca, as a HK based electronic manufacturing service (EMS) provider since 1993. Beside plastic & metal business, we specialize in PCBA and Electronics Box Build, our product range covers both industrial grade, such as Switching Mode Power Supply, Water leakage detector, Automotive lighting module, Airport/Railway communication/Control systems; and customer grade, such as Smoke detector, Emergency Lighting, Wearable GPS, Medical device. Mecca offers All-Under-One-Roof electronic manufacturing services (EMS), from PCBA to turnkey solutions. With factory in China, our local expertise and resources in key regions can help and provide end-to-end support with design for manufacturing, electromechanical sub-assemblies and so on, to ensure that you as our valuable partner will receive the highest quality products on time and within your budget.",Manufacturer,"Printed Circuit Board (PCB), Assembly & Subsystem ( include PCB Assembly ), Electronic Manufacturing Service","ODM/OEM Electronic Manufacturing Services (EMS) & Customized Product Solutions, Box Builds & Electronics PCB Assemblies, Plastic Injection Parts, Metal Stamping Parts","OEM, ODM",,www.mecca.com.hk,"Exhibited in HKTDC Event(s) in recent years electronicAsia 2026 electronicAsia 2025 HKTDC Hong Kong Electronics Fair (Spring Edition) 2025 electronica - International Trade Fair for Components and Assemblies in Electronics, Munich, Germany electronicAsia 2024 HKTDC Hong Kong Electronics Fair (Spring Edition) 2024 MEDICA, Dusseldorf, Germany electronicAsia 2023 Show More",,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mecca-Electronics-Co-Ltd/1X00CWC0,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mecca-Electronics-Co-Ltd/1X00CWC0,"Exporter, Manufacturer",Hong Kong,1993.0,"Consumer Electronics, Engineering, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",Worldwide,11 - 15,"US$ 10,000,000 - 49,999,999 View details Factories & Facilities Research & Development Quality Control",,Ms Silvia Lee,Assistant Customer Service Supervisor,"Room 406, 4/F Kinox Centre 9 Hung To Road Kwun Tong, Kowloon, Hong Kong",Hong Kong
"Nam Hing Circuit Board Co., Ltd.",Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0066RE3?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0066RE3?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nam-Hing-Circuit-Board-Co-Ltd/1X006H8D,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Nam-Hing-Circuit-Board-Co-Ltd/1X006H8D,Manufacturer,Hong Kong,1977.0,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",Worldwide,201 - 500,"US$ 5,000,000 - 9,999,999",Nam Hing View details Factories & Facilities Quality Control,Ms Lau May,Sales Manager,"Unit 704, Yuen Long Trading Centre, 33 Wang Yip Street West, Yuen Long, Hong Kong.",Hong Kong
SGST (HK) Limited,Hong Kong,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0066778?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0066778?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SGST-HK-LTD/1X05A3ZS,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/SGST-HK-LTD/1X05A3ZS,Manufacturer,Hong Kong,1993.0,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials","Japan, Korea, Taiwan, Western Europe",201 - 500,"US$ 10,000,000 - 49,999,999 ODM OEM View details Factories & Facilities",,Mr Brian Tang,Marketing Manager,"Rm 1505, 15/F Peninsula Tower 538 Castle Peak Road Lai Chi Kok, Kln., HK",Hong Kong
"ABO Electronics (Shenzhen) Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0067ZXA?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067ZXA?fairCode=electronicasia&locale=en,"ABO Electronics (Shenzhen) Co.,Ltd(abbreviated as ""ABO"") is an ISO9001/ISO13485 certified professional EMS provider located in SHENZHEN, China, founded in Year 2004. We have manufactured a lot of electronic product with BT/WIFI/GPS/Wireless charging/Lithium Battery Charging/Sensor technologies/Power management/Solar technologies etc about 20 years. Our products across ranges of Medical Device, Health Care, Industry control , Smart Home , Safety and Security, Communications and Consuming etc. We have strong interest to be your OEM/ODM /EMS service partner in China, not only solving your various electronic product component sourcing and manufacturing, but also the injection tooling fabrication and molding service!","Exporter, Manufacturer","Assembly & Subsystem ( include PCB Assembly ), Electronic Manufacturing Service, Printed Circuit Board (PCB)",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ABO-ELECTRONICS-SHENZHEN-CO-LTD/1X064NTA,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/ABO-ELECTRONICS-SHENZHEN-CO-LTD/1X064NTA,"Exporter, Manufacturer, Service Company","Shenzhen, Guangdong, Chinese Mainland",2004.0,"Bags, Handbags & Accessories, Consumer Electronics, Design Services, Engineering, Internet of Things, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies","Australasia, Central & South America, Hong Kong, Japan, North America, Other Asian Countries, Worldwide",201 - 500,"US$ 10,000,000 - 49,999,999",OEM/ODM/EMS ODM WIFI Bluetooth Power Management GPS Technology Wireless charging /Lithium Battery Charging Solar technologies Sensor technologies Certificate Name Issued By Certificate Type Valid Date ISO9001 Certificate SGS ISO 9001 18 Nov 2020 - 13 Oct 2022 ISO13485 Certificate SGS ISO 13485 18 Nov 2020 - 13 Oct 2022 View details Factories & Facilities Research & Development Quality Control,Mr Share Xia,CEO,"Building J, Shengguang Ind Park, , No.152 Donghuan Road,HuangPu,XinQiao, Baoan , Shenzhen Republic of China",Chinese Mainland
"Anhui Golden Vision Optoelectronic Technology Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006805L?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006805L?fairCode=electronicasia&locale=en,,Manufacturer,"Liquid Crystal Display (LCD), Liquid Crystal Display (LCD)",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Anhui-Golden-Vision-Optoelectronic-Technology-Co-Ltd/1X09RMTD,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Anhui-Golden-Vision-Optoelectronic-Technology-Co-Ltd/1X09RMTD,,Chinese Mainland,,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies Certificate Name Issued By Certificate Type Valid Date IATF USI:LRCSTP NQA IATF16949 18 Jun 2023 - 17 Jun 2026 company profile award produce line Golden Vision Catalogue products",,,,,Kevin Wang,Sales Manager,"Golden-Vision Technology Park, Yao Shun Industrial Area, Xiun, China",Chinese Mainland
Cixi Zhongyi Electronics Factory,Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S00680C0?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S00680C0?fairCode=electronicasia&locale=en,,"Buying Cooperative, Manufacturer, Statutory Body, Buying Office","Assemblies for Measurement Applications, Testing Instrument For Electrical / Electronic Product, Assemblies for Measurement Applications, Testing Instrument For Electrical / Electronic Product",,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-Zhongyi-Electronics-Factory/1X0AO4I6,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-Zhongyi-Electronics-Factory/1X0AO4I6,Manufacturer,"Ningbo, Zhejiang, Chinese Mainland",1990.0,"Consumer Electronics, Parts, Components & Electrical Supplies, Parts, Electrical Electronic Supplies, Scientific, Testing & Laboratory Equipments","Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, North America, Other Asian Countries, Scandinavia, Western Europe, Worldwide",51 - 100,"US$ 1,000,000 - 4,999,999",ZY Certificate Name Issued By Certificate Type Valid Date rohs BST Others 10 Jul 2019 - (N/A),Ms Youdong Du,,"Linxi Yuxiang Road, Xiaolin Town, Cixi City, Zhejiang Provin, China",Chinese Mainland
Dongguan Pinsheng Precision Electronics Co Limited,Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006807F?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006807F?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Pinsheng-Precision-Electronics-Co-Limited/1S00OJMDB,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Pinsheng-Precision-Electronics-Co-Limited/1S00OJMDB,"Manufacturer, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2006.0,"Parts, Components & Electrical Supplies","Australasia, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Taiwan, Western Europe",201 - 500,"US$ 50,000,000 - 99,999,999",Pingsheng PCB manufacturing PCB Assembly Fr-4 PCB Aluminum PCB LED PCB Single Layer PCB Double Layer PCB Multi-layer PCB View details Factories & Facilities Research & Development Quality Control,Ms Yi Huang,,"the third floor,the fourth building,Wanxia industrial park,S",Chinese Mainland
"Ningbo New Sanhe Enclosure Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S006801X?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S006801X?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-New-Sanhe-Enclosure-Co-Ltd-/1X08PP3U,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-New-Sanhe-Enclosure-Co-Ltd-/1X08PP3U,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",1987.0,"Industrial Machinery, Parts & Raw Materials, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies, Plastic Packaging","Chinese Mainland, Eastern Europe, Korea, Middle East, North America, Western Europe",501 - 1000,"US$ 1,000,000 - 4,999,999",Sanhe ODM OEM View details Factories & Facilities,Ms Candy Wang,Sales Manager,"88# Zongxing Road, Development Av., Cixi, Ningbo, Ningbo",Chinese Mainland
"Okystar Technology Co., Ltd.",Chinese Mainland,['Booth: 5B-D08   |   Display Technology   |   '],/event/electronicasia/en/exhibitor/1S0067ZZ4?fairCode=electronicasia&locale=en,https://www.hktdc.com/event/electronicasia/en/exhibitor/1S0067ZZ4?fairCode=electronicasia&locale=en,,,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Okystar-Technology-Co-Ltd/1X09TBHM,,,,,,,,,,https://sourcing.hktdc.com/en/Supplier-Store/Profile/Okystar-Technology-Co-Ltd/1X09TBHM,"Exporter, Wholesaler","Shenzhen, Guangdong, Chinese Mainland",2004.0,"Consumer Electronics, Educational Toys, Gifts, Toys & Sports Supplies, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies, Scientific, Testing & Laboratory Equipments, Toy Vehicles","Australasia, Central & South America, Eastern Europe, North America, Scandinavia",16 - 25,"US$ 1,000,000 - 4,999,999 ODM OEM",,Ms Teng Erica,sales manager,"Room1105, Block B, Chinto Technology Building, Minzhi Main Road, LongHua, ShenZhen,",Chinese Mainland
