"image-container href","img-responsive src","exhibitor-name","exhibitor-info href","wrap-word","title-in-exhibitor-summary","brands href","wrap-word 2","text-left","pps-tags","pps-tags href","directory-stand 2"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20h-color%20new%20materials%20co%20ltd.org-21a882c7-649a-4b21-af5e-fbf97ef08be5.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-8d19362e-c2bd-4147-9cc6-549aa60e3640/desktop-small/de7c185f-cb12-4d7d-bed7-550047fde27a.jpg","DONGGUAN H-COLOR NEW MATERIALS CO., LTD.","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20h-color%20new%20materials%20co%20ltd.org-21a882c7-649a-4b21-af5e-fbf97ef08be5.html","H-COLOR MASTERBATCH is Established in 2018, is a professional manufacturer for Black Masterbatch and Color Masterbatch , widely apply in blown film , jnjection molding , compounding, spinning, food packing  , Pipe , Sheets , Plastic products , etc . 

H-COLOR have advanced production equipment & process , professional technical team and perfect management system provide the guarantee for high quality of stable products , which also approved with ROHS , PAHs, FDA certificate. You can trust us with strong technology and High quality provision as we keep on moving up the first-class products  .","","","","Categories","Pigment & Masterbatch, Manufacturer (Brand Owner), Chemical, Mold & Die, Packaging","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20h-color%20new%20materials%20co%20ltd.org-21a882c7-649a-4b21-af5e-fbf97ef08be5.html","3E33"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hcp%20mould%20technology%20co%20ltd.org-ee8f2eb7-ca19-48f0-9675-37405aaf44ec.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-03d3682f-af00-4dc1-94d4-e3142fe42f79/desktop-small/59ae36c0-2a5d-4ff9-9728-8a9c6d79871e.jpg","HCP MOULD TECHNOLOGY CO., LTD.","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hcp%20mould%20technology%20co%20ltd.org-ee8f2eb7-ca19-48f0-9675-37405aaf44ec.html","HCP Moulds is a globally leading manufacturer of high-end plastic injection molds, specializing in multi-cavity caps & closures, thin-wall packaging, and medical consumables.
Our facility features Kellenberger grinders, Makino CNC & EDM, Mazak & Headman CNC lathes, and Hexagon CMMs—ensuring high precision and long tool life.
And our in-house trial mold workshop is also equipped with Arburg and JSW injection molding machines,so the process parameters can be precisely matched to your machines, and you are welcome to participate in our trial molds at any time.","","","","Categories","CAD/CAM/CAE Software for Plastic Mold, Parts and Components, Manufacturer (Brand Owner), Food & Beverage, Cosmetics / Beauty, Medical Devices, Mold & Die, Packaging","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hcp%20mould%20technology%20co%20ltd.org-ee8f2eb7-ca19-48f0-9675-37405aaf44ec.html","4C12"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20hongye%20packing%20material%20coltd.org-08057205-39c3-4d47-a51b-ae053d84fe99.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","DONGGUAN HONGYE PACKING MATERIAL CO.,LTD.","","","","","","","","","2F38"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20huangyao%20chemical%20co%20ltd.org-74d23be4-6602-47b4-a20b-248ac543a0aa.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-f50f286d-be02-4fff-af42-b688d7243d82/desktop-small/8fc24128-833d-477f-9e3f-b9e6890d3d8d.png","DONGGUAN HUANGYAO CHEMICAL CO., LTD.","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20huangyao%20chemical%20co%20ltd.org-74d23be4-6602-47b4-a20b-248ac543a0aa.html","Founded in 2015, Huang Yao Chemical has grown from a single-product chemical trading company into a comprehensive international plastic solutions provider across the Asian market.
Headquartered in Kaohsiung — one of Asia’s most livable cities — the company focuses on serving the Greater China region, East Asia, and West Asia.
Since 2020, in partnership with its sister companies Pegasus Chemical and Huang Qi Chemical, Huang Yao has proudly represented the TRONOX brand, promoting the application and development of titanium dioxide (TiO₂) across mainland China, Taiwan, and Southeast Asia.","","","","Categories","COMPOSITES & HIGH PERFORMANCE MATERIAL, Distributor/Agent/Importer/Trader/Wholesaler/Retailer, Automotive & Auto Parts, Building & Construction, Chemical, Packaging","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20huangyao%20chemical%20co%20ltd.org-74d23be4-6602-47b4-a20b-248ac543a0aa.html","3D37"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20huazhi%20machinery%20equipment%20co%20ltd.org-d1139cbc-bcc2-49d7-bf6f-ba8e6e77f886.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-249a89c0-c1e4-4b29-907e-4f64b8729707/desktop-small/51e74c4b-ce1f-4856-a4bc-9825b9028c39.jpg","DONGGUAN HUAZHI MACHINERY EQUIPMENT CO., LTD.","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20huazhi%20machinery%20equipment%20co%20ltd.org-d1139cbc-bcc2-49d7-bf6f-ba8e6e77f886.html","Huazhi Machinery is a professional manufacturer of high-quality PET preform molds system, blow molding machines, and blow molds. With over 15 years of experience, we produce multi-cavity molds using premium S136 steel, featuring high precision, excellent wear resistance, and a 5+ million shots lifespan. Our products cover preforms for water, beverages, edible oil, and daily chemical packaging. We provide one-stop solutions including design, manufacturing, testing, and after-sales support, helping customers reduce costs and improve production efficiency.","Brands","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20huazhi%20machinery%20equipment%20co%20ltd.org-d1139cbc-bcc2-49d7-bf6f-ba8e6e77f886.html","HUAZHI Preform & Blow Solutions","Categories","Injection Molding Machine, Plastic Packaging & Blow Molding Machine, Manufacturer (Brand Owner), Food & Beverage, Packaging","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20huazhi%20machinery%20equipment%20co%20ltd.org-d1139cbc-bcc2-49d7-bf6f-ba8e6e77f886.html","3E36"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20jinggong%20automation%20equipment%20co%20ltd.org-23d101e1-09af-4ad2-b56e-6cc1dce5f768.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","DONGGUAN JINGGONG AUTOMATION EQUIPMENT CO., LTD.","","","","","","","","","3A40"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20jinjun%20machinery%20co%20ltd.org-33c94411-824a-423e-8ba3-e2e87362f9bb.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-8dcd12e6-1ac7-409e-ba16-3da146b837fd/desktop-small/f0139acb-bca3-4bc0-af1c-d65c14b3761f.jpg","DONGGUAN JINJUN MACHINERY CO., LTD.","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20jinjun%20machinery%20co%20ltd.org-33c94411-824a-423e-8ba3-e2e87362f9bb.html","Dongguan JinJun Machinery Co.,Ltd. established in 2000. It is a high-tech enterprise integrating R&D, design, manufacturing and sales.The company’s main product include extrusion blow molding machine, back-end automatic production line, blow molding machine related accessories and so on. We have many series of extrusion blow molding machine.The machines blowing molding products include PETG thick bottom bottle, PETG two-color twist bottle , medical TPU balloon, IVD product , gradient bottle, multi-layer high barrier function container, five-layer co-extrusion production and so on.","Brands","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20jinjun%20machinery%20co%20ltd.org-33c94411-824a-423e-8ba3-e2e87362f9bb.html","Superjinjun","Categories","Plastic Packaging & Blow Molding Machine, Manufacturer (Brand Owner), Food & Beverage, Chemical, Cosmetics / Beauty, Medical Devices, Packaging, Stationery & Toy","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20jinjun%20machinery%20co%20ltd.org-33c94411-824a-423e-8ba3-e2e87362f9bb.html","3A17"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20junlong%20plastic%20co%20ltd.org-ce076a02-29eb-4e52-9ada-6eb5587b1d53.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","DONGGUAN JUNLONG PLASTIC CO., LTD.","","","","","","","","","3F15"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20mitex%20machinery%20technology%20co%20ltd.org-80cbe109-68d1-4def-be4d-77df2deefa57.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-9654d3e0-3b6b-4001-8135-7a684c255cac/desktop-small/8e9df51b-9579-4479-85b1-6ad9f700f3b4.jpg","DONGGUAN MITEX MACHINERY TECHNOLOGY CO., LTD.","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20mitex%20machinery%20technology%20co%20ltd.org-80cbe109-68d1-4def-be4d-77df2deefa57.html","MITEX main products including central feeding system, dehumidifying and drying system, gravimetric blender, volumetric doser, plastic mixer, plastic crusher, water chiller and mold temperature controller.","Brands","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20mitex%20machinery%20technology%20co%20ltd.org-80cbe109-68d1-4def-be4d-77df2deefa57.html","MITEX","Categories","Chiller, Blender, Drying, Feeder, Granulator, Manufacturer (Brand Owner), Automotive & Auto Parts, Cosmetics / Beauty","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20mitex%20machinery%20technology%20co%20ltd.org-80cbe109-68d1-4def-be4d-77df2deefa57.html","3E30"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20tianyi%20precision%20mechanical%20%20electric%20co%20ltd.org-e45d3e0a-46e5-4bad-b41c-556ba743aa81.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-b500dcfc-cc9c-4574-85de-78af8c36b5e6/desktop-small/2d7d94a3-a9b8-46dd-ab11-d2942e1813ec.png","DONGGUAN TIANYI PRECISION MECHANICAL & ELECTRIC CO., LTD.","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20tianyi%20precision%20mechanical%20%20electric%20co%20ltd.org-e45d3e0a-46e5-4bad-b41c-556ba743aa81.html","We are a professional precision electromechanical enterprise focusing on R&D, production and global sales of high-speed motors and planetary gear reducers. Our products are widely matched for plastic injection machinery, extrusion equipment and peripheral automation devices in rubber & plastics industry, which perfectly fits the downstream equipment demand of InterPlas Thailand exhibitors. We own independent machining workshop and strict quality inspection system, support customized specification design according to clients’ equipment parameters. With mature Southeast Asia after-sales service","Brands","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20tianyi%20precision%20mechanical%20%20electric%20co%20ltd.org-e45d3e0a-46e5-4bad-b41c-556ba743aa81.html","Tianyi Precision Electromechanical","Categories","OTHERS, Manufacturer (Brand Owner), Machine Building, Packaging","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20tianyi%20precision%20mechanical%20%20electric%20co%20ltd.org-e45d3e0a-46e5-4bad-b41c-556ba743aa81.html","2E35"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20top%20notch%20mold%20%20tool%20co%20ltd.org-01eda990-1cb5-402d-aab8-bfcb43be7363.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","DONGGUAN TOP NOTCH MOLD & TOOL CO., LTD.","","","","","","","","","4A26"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20yanguan%20trading%20co%20ltd.org-208f37ad-3eb9-4e19-a3b9-b7b3992d650d.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","DONGGUAN YANGUAN TRADING CO., LTD.","","","","","","","","","4B11"
"https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20yikeda%20plastic%20technology%20co%20ltd.org-df04001f-412f-4a5c-a0bb-35bca8622e4e.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-0cbfc336-f2f1-4958-9ace-02ded7f201c1/desktop-small/0c0791b7-1eae-436e-b0ed-977150931e55.png","DONGGUAN YIKEDA PLASTIC TECHNOLOGY CO., LTD.","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20yikeda%20plastic%20technology%20co%20ltd.org-df04001f-412f-4a5c-a0bb-35bca8622e4e.html","We can provide prototype making,tooling design and processing,molding plastics. The products are automotive light guides, precision gears,Medical enclosures, cosmetic package etc.","Brands","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20yikeda%20plastic%20technology%20co%20ltd.org-df04001f-412f-4a5c-a0bb-35bca8622e4e.html","Das-auto, Donlim, Itc, TTI","Categories","OTHERS, OEM/Subcontrator, Automotive & Auto Parts, Cosmetics / Beauty, Electrical & Electronics, Medical Devices, Mold & Die","https://www.interplasthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.dongguan%20yikeda%20plastic%20technology%20co%20ltd.org-df04001f-412f-4a5c-a0bb-35bca8622e4e.html","2F34"
