"directory-item-premium-banner-text","image-container href","img-responsive src","exhibitor-name","exhibitor-info href","wrap-word","text-left","pps-tags","directory-stand 2","contact-option href","contact-option","contact-option href 2","contact-option 2","contact-option href 3","contact-option 3","products-title-in-directory","center-block src","documents-title-in-directory","center-block src 2","premium-exhibitor-carousel-clip-text","exhibitor-features","center-block src 3","title-in-exhibitor-summary","brands href","wrap-word 2"
"","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.hytera%20communications%20corporation%20limited.org-2dc2e7e1-1d43-4198-9af3-ee0820cd51b1.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","HYTERA COMMUNICATIONS CORPORATION LIMITED","","","","","8A10","","","","","","","","","","","","New Exhibitor","","","",""
"","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.kenmec%20automation%20thailand%20co%20ltd%20head%20office.org-4e0805f8-ba7b-4c2a-ae93-4fb8d1438c1a.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-22cb1790-33b1-4954-8500-fac9f927e536/desktop-small/1ae4ce45-41eb-4e4b-8721-98a67f792dda.jpg","KENMEC AUTOMATION (THAILAND) CO., LTD. (HEAD OFFICE)","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.kenmec%20automation%20thailand%20co%20ltd%20head%20office.org-4e0805f8-ba7b-4c2a-ae93-4fb8d1438c1a.html","KENMEC's goal is to advance technology by providing innovative automation tools, enabling businesses to achieve higher efficiency, productivity, and sustainability at affordable rates. W specializes in developing cutting-edge automation solutions, integrating the equipment and systems required for smart factories, such as Logistic Centers, AS/RS, SRS, AGV, AMR, Robot Applications, and WCS/WMS.","Categories","AI Manufacturing, Distributor/Agent/Importer/Trader/Wholesaler/Retailer, Building & Construction","8C29","","","","","","","","","","","","","","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.kenmec%20automation%20thailand%20co%20ltd%20head%20office.org-4e0805f8-ba7b-4c2a-ae93-4fb8d1438c1a.html","KENMEC"
"Featured","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.kg%20corporation.org-89a35939-08a5-4458-89df-f7207ad88aca.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-287c7873-fd7e-4126-a799-ebce413405dd/desktop-small/54e3ce1d-8c2a-4a7b-bba2-e75f2e1c4a41.png","KG CORPORATION","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.kg%20corporation.org-89a35939-08a5-4458-89df-f7207ad88aca.html","Solar Cell installation company that can serve you in accordance with international standards ISO 9001:2015 from design to Install solar cell systems in both EPC and PPA (Electricity Sales) models and maintain the system to stay with you for 30 years.","Categories","Energy Safety, Energy Saving, Power Control, Smart Energy Solutions, Solar Batteries, Solar Management, Solar Panel, OTHERS, Others, Building & Construction, Electrical & Electronics","8B11","https://kgsolar.com/","Website","mailto:info@kgcorp.com","Email","tel:+66 9 5947 9000","Phone","Products (1)","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/products/exh-287c7873-fd7e-4126-a799-ebce413405dd/desktop-small-product/4bffc692-c07f-407d-8475-8e50222fed3f.png?1780626165518","Documents (1)","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-287c7873-fd7e-4126-a799-ebce413405dd/thumbnail/6da2b494-f11a-4430-a1cf-b36ef57cee6c.jpg","Other","","","","",""
"","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.kwang%20ill%20engineering%20thai%20co%20ltd.org-e9bd7480-bce9-4265-9ea9-7d0dcc6a11fc.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","KWANG ILL ENGINEERING (THAI) CO., LTD.","","","","","8C34","","","","","","","","","","","","","","","",""
"","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.manwinwin%20software.org-862ac632-2612-4728-9ba9-a73750d720ce.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-f05bc74a-a829-4b0a-846c-56d4f4fc4a92/desktop-small/b45f2682-48cc-4f58-9b7d-c6cea0cdfb9d.png","MANWINWIN SOFTWARE","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.manwinwin%20software.org-862ac632-2612-4728-9ba9-a73750d720ce.html","ManWinWin is a powerful and intuitive CMMS designed to improve maintenance for any industry and any type of asset. With 40+ years of know‑how, we deliver a flexible, multilingual, and user‑friendly solution adopted in more than 120 countries. Our software helps organizations reduce downtime, increase equipment reliability, streamline work orders, and make data‑driven decisions. Trusted worldwide, ManWinWin offers fast implementation, expert support, and real results for maintenance teams of all sizes.","Categories","Digital System, Maintenance Tools & Equipment, Service Providers (e.g., Consultancy, IT Hardware/Software, Legal, Waste Management, etc.), Food & Beverage, Automotive & Auto Parts, Building & Construction, Chemical, Packaging, Plastic & Rubber","8C31","","","","","","","","","","","","New Exhibitor","","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.manwinwin%20software.org-862ac632-2612-4728-9ba9-a73750d720ce.html","ManWinWin Software"
"","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.myhr%20corporation%20limited.org-5e37bbfc-f9f3-4849-966c-8e58e0a5f6c0.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-3b007a3c-ec6a-4506-8cfd-4d42e2418e4c/desktop-small/7c3bd330-feef-4cef-a7a6-b22097772689.jpg","myHR Corporation Limited","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.myhr%20corporation%20limited.org-5e37bbfc-f9f3-4849-966c-8e58e0a5f6c0.html","myHR Corporation Limited is a leading HR solutions provider offering end-to-end services in both HRM and HRD. With 30 years of experience, we deliver powerful solutions—from recruitment and onboarding to employee data management and talent development. Our mission is to equip organizations with tools and strategies to enhance workforce potential and drive sustainable growth through cutting-edge, human-centered innovation.","Categories","Big Data Processing, Cloud Information Technology, Facility Management Software, IoT & Smart Devices for Facility, Mobile Application, Manufacturer (Brand Owner), Electrical & Electronics","8A02","","","","","","","","","","","","","","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.myhr%20corporation%20limited.org-5e37bbfc-f9f3-4849-966c-8e58e0a5f6c0.html","myHR Plus, myHR Lite, ZeeMe Pus, myFace, myLearn, myJob, myDoc, MeePoints, myBox, mySOS"
"","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.naspa%20asia%20co%20ltd.org-991844ba-2f32-42b3-9f53-d818699ba4c7.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-bbf64f62-00a6-463c-a69b-8b14b579c97d/desktop-small/0133680e-b03f-46f2-a4b7-197136c2ae8b.jpg","NASPA ASIA CO., LTD.","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.naspa%20asia%20co%20ltd.org-991844ba-2f32-42b3-9f53-d818699ba4c7.html","For over 30 years, NASPA ASIA has distributed material solutions with high-quality aluminum alloys and special grade steels serving supportive industries, innovative building solutions through cladding materials (roofing, walling ceiling), structural products (decking, purlin) and renewable energy system for construction markets in Thailand and beyond. NASPA ASIA has served all clients successfully and continue to improve skill sets to maintain the position among the leading global professionals. Over 100 staff continually strive to improve their competency to the best fulfill customers.","Categories","OTHERS, Building & Construction","8A05","","","","","","","","","","","","","","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.naspa%20asia%20co%20ltd.org-991844ba-2f32-42b3-9f53-d818699ba4c7.html","BlueScope, Dongkuk, Dongbu, JinKo Solar, JA Solar, GCL Trina Solar, Canadian Solar, Huawei, ABB, Solar Edge"
"","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.rembe%20asia%20pacific%20pte%20ltd.org-efa886f6-6aa1-4319-852a-490f80f10592.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-210c0651-7e22-4590-854c-fd23cb228769/desktop-small/5f19626e-96fa-4608-8690-4cf003d9d76a.png","REMBE® ASIA PACIFIC PTE. LTD.","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.rembe%20asia%20pacific%20pte%20ltd.org-efa886f6-6aa1-4319-852a-490f80f10592.html","Operational safety is an important responsibility. In fact, it’s a mission to which we’ve dedicated ourselves wholeheartedly since 1973 German company. Throughout the world our experts have a single aim – to provide the best possible protection for your systems and processes. (Dust Explosion Safety and Process Relieving safety Solutions), A decision for REMBE® means opting for perfect safety.","Categories","Sensing Device, OTHERS, Manufacturer (Brand Owner), Food & Beverage, Aerospace, Chemical, Electrical & Electronics, Machine Building, Plastic & Rubber","8A09","","","","","","","","","","","","New Exhibitor","","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.rembe%20asia%20pacific%20pte%20ltd.org-efa886f6-6aa1-4319-852a-490f80f10592.html","REMBE GMBH Safety + Control"
"","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.rx%20bitec.org-ad0101d5-0e2c-44ee-ad01-5f44a59f7d96.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-95150ca8-1e72-4ff0-bdab-6d69e9965329/desktop-small/218b2e96-6e35-4718-ac1f-5f88020d5634.jpg","RX BITEC","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.rx%20bitec.org-ad0101d5-0e2c-44ee-ad01-5f44a59f7d96.html","RX BITEC is ASEAN's leading exhibition organizer. We are a member of RX, the world’s leading events organizer who creates high profile, targeted industry events where buyers and suppliers come together to do business. Our global portfolio includes over 350 events serving 41 industries in 25 countries. In Thailand, we organize 12 strong brands of international exhibitions and conferences.","Categories","AI Manufacturing, Manufacturer (Brand Owner), Automotive & Auto Parts","RX03","","","","","","","","","","","","","","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.rx%20bitec.org-ad0101d5-0e2c-44ee-ad01-5f44a59f7d96.html","RX BITEC"
"Featured","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.ryosho%20thailand%20co%20ltd.org-9d57f5f2-924f-4346-affb-7c7224c2df24.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-46a4f965-8162-4036-a89a-6c00e03adb97/desktop-small/f5757a03-e9ed-4d5d-9890-151a67d9c2c9.jpg","RYOSHO (THAILAND) CO., LTD.","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.ryosho%20thailand%20co%20ltd.org-9d57f5f2-924f-4346-affb-7c7224c2df24.html","Since our founding in 2008, we have delivered state-of-the-art semiconductor and electronic device products and technologies to customers in Thailand. Additionally, in 2013, we established an Ecology and Facilities division and an FA systems division. In 2014, we opened the Sriracha branch. In 2016, we established RYOSHO ENGINEERING to assist customers with “housing air conditioning” and “production facilities,” helping them solve a variety of problems with Kubota and Mitsubishi air conditioners.","Categories","RHVAC System and Control (Refrigeration, Heating, Ventilation and Air-Conditioning Solution), OTHERS, Distributor/Agent/Importer/Trader/Wholesaler/Retailer, Electrical & Electronics","8B09","https://ryosho.co.th/ryosho/","Website","mailto:support@ryosho.co.th","Email","tel:+66-2670-0385","Phone","Products (3)","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/products/exh-46a4f965-8162-4036-a89a-6c00e03adb97/desktop-small-product/c2d8e4e8-a68b-40d5-a18b-377411929c0e.png?1780626165521","Documents (1)","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-46a4f965-8162-4036-a89a-6c00e03adb97/thumbnail/90dc1bbe-9b26-4e90-a3f5-ce00a9d787d7.jpg","Brochure","","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/products/exh-46a4f965-8162-4036-a89a-6c00e03adb97/desktop-small-product/ab31bf6e-73c2-4b01-b0db-cfac4255611e.png?1780626165521","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.ryosho%20thailand%20co%20ltd.org-9d57f5f2-924f-4346-affb-7c7224c2df24.html","KUBOTA Air conditioner, KUBOTA drain tank, RYOSHO UFB"
"","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.scg%20roofing%20co%20ltd.org-3eb95c92-0c4c-4ed1-aff5-118917d10930.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-38d9cf70-0719-4f10-9862-b391d9d3c72a/desktop-small/930f97f9-b75f-467f-a459-f7e61f67c79a.jpg","SCG ROOFING CO., LTD.","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.scg%20roofing%20co%20ltd.org-3eb95c92-0c4c-4ed1-aff5-118917d10930.html","SCG Roofing Co., Ltd. (SCG), a leader in construction materials and comprehensive installation services related to buildings, provides consulting services to manufacturers in the industrial sector with a variety of solutions to meet their specific needs.","Categories","AI Manufacturing, IoT & Smart Devices for Facility, Monitoring and Measurement, Electric & Lighting, Energy Efficiency Technologies, Energy Safety, Energy Saving, Solar Management, Solar Panel, Green Facility Technology & Equipment, Facility and Construction Materials & Systems, Turnkey Construction Services, Service Providers (e.g., Consultancy, IT Hardware/Software, Legal, Waste Management, etc.), Building & Construction, Building Management, Electrical & Electronics","8B29","","","","","","","","","","","","New Exhibitor","","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.scg%20roofing%20co%20ltd.org-3eb95c92-0c4c-4ed1-aff5-118917d10930.html","SCG UPVC Roof, SCG Metal Roof, Onnex by SCG, ZYCODA"
"Featured","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.taipei%20computer%20association%20tca.org-52b80c68-2b0e-41a0-9605-53ac91473735.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-7c809773-afda-48d1-8488-7f58a9e09a71/desktop-small/c730d416-9f41-426a-a549-5f02a8de6d89.png","TAIPEI COMPUTER ASSOCIATION (TCA)","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.taipei%20computer%20association%20tca.org-52b80c68-2b0e-41a0-9605-53ac91473735.html","We are the TCA Pavilion! Aetina  offers high-performance GPU-powered Edge AI systems. DataXquad provides an AI Water Operator to save energy and reduce leakage. eCloudEdge offers the NeoEdge platform for IT/OT data orchestration. Galaxy Software delivers AI-powered ESG tools for automated carbon accounting. QUALI Technology provides specialized SaaS ERPII Cloud solutions. SMANEX focuses on 5G edge computing gateways for industrial data. TAC Dynamics offers smart logistics including AMRs and warehouse task coordination. Yenprotek AIoT uses AI recognition to digitize data from mechanical meters.","Categories","OTHERS, Government/State Enterprise/NGO/Institutions, Property Management","8D23","https://www.linkedin.com/company/taibond/?viewAsMember=true","Website","mailto:garyc@mail.tca.org.tw","Email","tel:+886 2 25774249","Phone","Products (1)","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/products/exh-7c809773-afda-48d1-8488-7f58a9e09a71/desktop-small-product/bfb19666-3f2a-4e69-b972-7ba0ccd2bdb8.png?1780626165522","Documents (1)","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-7c809773-afda-48d1-8488-7f58a9e09a71/thumbnail/22e968bf-599f-4e5e-ae1b-b62184184b6f.jpg","Other","","","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.taipei%20computer%20association%20tca.org-52b80c68-2b0e-41a0-9605-53ac91473735.html","Aetina Corporation, DataXquad, eCloudEdge, Galaxy Software Services, QUALI Technology, SMANEX, TAC Dynamics, Yenprotek AIoT"
"","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.telenet%20co%20ltd.org-d7f67672-8688-45bb-89e8-5ba54b536fca.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-124e5fb7-97d1-4c75-8823-febdef67712a/desktop-small/7db253e6-a527-49f4-97d0-bb892c29f455.png","TELENET CO., LTD.","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.telenet%20co%20ltd.org-d7f67672-8688-45bb-89e8-5ba54b536fca.html","A Japan-based company specializing in disaster prevention and safety solutions, widely trusted by government agencies, infrastructure operators, and private enterprises across Japan.
　At the exhibition, we will showcase our latest technologies, including flame detection solutions, earthquake early warning systems, and advanced communication systems.
　Our solutions are designed to protect lives, assets, and critical infrastructure by enabling faster response in emergency situations.
　We would be delighted to welcome you to our booth and discuss how our solutions can support your business.","Categories","IoT & Smart Devices for Facility, Mobile Application, Monitoring and Measurement, Fire Alarm System, Sensing Device, Building Automation Systems, Monitoring and Measurement, Manufacturer (Brand Owner), Automotive & Auto Parts, Building Management, Chemical, Electrical & Electronics, Machine Building, Property Management","8A04","","","","","","","","","","","","","","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.telenet%20co%20ltd.org-d7f67672-8688-45bb-89e8-5ba54b536fca.html","Hazard Pro with Flame detector, Hazard Talk, Hazard View"
"Featured","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.thai-lian%20forklift%20co%20ltd.org-fad387a8-9e48-44c8-bc9f-d682d861bd61.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-616546e5-2f00-4b5e-b84f-b9e5a4a2c1f6/desktop-small/ecebf60c-294b-47a9-87de-710a775c80f4.jpg","THAI-LIAN FORKLIFT CO., LTD.","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.thai-lian%20forklift%20co%20ltd.org-fad387a8-9e48-44c8-bc9f-d682d861bd61.html","We are a leading importer and distributor of material handling tools and equipment used in factories and warehouses. We also offer rentals, maintenance, and after-sales services in more than 18 branches throughout Thailand. We are highly experienced in forklift trucks as it has been our main product and service since the start of the business. This over 36 years of experience enable us to be an outstanding expert in the forklift market.","Categories","OTHERS, Distributor/Agent/Importer/Trader/Wholesaler/Retailer, Automotive & Auto Parts, Building & Construction, Machine Building","8C21","https://www.thailian.com/","Website","mailto:sales@thailian.com","Email","tel:+66 2747 3999","Phone","Products (5)","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/products/exh-616546e5-2f00-4b5e-b84f-b9e5a4a2c1f6/desktop-small-product/0e283dad-1b04-444b-8320-33c39d304158.jpg?1780626165523","Documents (1)","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-616546e5-2f00-4b5e-b84f-b9e5a4a2c1f6/thumbnail/160c393b-85e9-4443-ab9c-92ba13f69dbb.jpg","Brochure","","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/products/exh-616546e5-2f00-4b5e-b84f-b9e5a4a2c1f6/desktop-small-product/4f3f746c-9762-4f1d-ba4e-fe45d6d67ed9.jpg?1780626165523","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.thai-lian%20forklift%20co%20ltd.org-fad387a8-9e48-44c8-bc9f-d682d861bd61.html","Heli Forklift"
"Featured","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.wattana%20industrial%20co%20ltd.org-76c49565-ac5d-4b63-ab93-7652be2f7551.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-2080faf1-bc31-4bc6-ab48-389f2bf1ee9b/desktop-small/d52b4ac3-0fb9-4dc3-aa00-a5c45c3fd663.jpg","WATTANA INDUSTRIAL CO., LTD.","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.wattana%20industrial%20co%20ltd.org-76c49565-ac5d-4b63-ab93-7652be2f7551.html","“We specialize in intralogistics solutions, covering  Electric forklifts, X-Lift equipment, and complete warehouse material handling systems. 
We provide end-to-end services — including sales, rental, maintenance, spare parts, service, and financing.
With our long industry experience, we are confident in helping our customers solve operational challenges, reduce costs, and improve productivity and business growth.
We also support warehouse automation solutions such as AGV and AMR to optimize efficiency.”","Categories","OTHERS, Distributor/Agent/Importer/Trader/Wholesaler/Retailer, Food & Beverage, Automotive & Auto Parts, Chemical, Electrical & Electronics, Packaging, Plastic & Rubber","8B21","https://wattana-industrial.co.th/","Website","mailto:info@wattana-group.com","Email","tel:02 453 2180","Phone","Products (1)","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/products/exh-2080faf1-bc31-4bc6-ab48-389f2bf1ee9b/desktop-small-product/1482b119-c984-4234-a223-fc97ff37abe7.jpg?1780626165524","Documents (2)","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-2080faf1-bc31-4bc6-ab48-389f2bf1ee9b/thumbnail/dc1f7bf6-4776-4f9f-9010-811bcbf63b16.jpg","Brochure","New Exhibitor","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/document/exh-2080faf1-bc31-4bc6-ab48-389f2bf1ee9b/thumbnail/17130a6a-26eb-4cf4-8d69-2d04e542d545.jpg","Brands","https://www.factech-expo.com/en-gb/visitor-info/search-for-exhibitors/exhibitor-profile.wattana%20industrial%20co%20ltd.org-76c49565-ac5d-4b63-ab93-7652be2f7551.html","Hangcha Brand"
