"image-container href","img-responsive src","exhibitor-name","exhibitor-info href","wrap-word","text-left","pps-tags","pps-tags href","directory-stand 2","title-in-exhibitor-summary","brands href","wrap-word 2"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.axoncables%20%20connectors.org-46d02182-580f-4653-9aea-5f6a52d1068c.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-46547182-e86b-4513-b529-e96689bcc3d3/desktop-small/e5ccc5f8-3050-4e75-a49e-8ac91ee95299.png","AXON’CABLES & CONNECTORS","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.axoncables%20%20connectors.org-46d02182-580f-4653-9aea-5f6a52d1068c.html","The AXON’ group with headquarters in  France offer high technology interconnect solutions such as high speed links, databus harnesses, lightweight microwave coaxial assemblies and miniaturized Micro-D harnesses  to various industries including aeronautics, space、medical、oil&gas、energy、automotive、scientific research. The Chinese factory created in 2000 is situated in Shunde, Guangdong.","Categories","Connector & Cable, Manufacturer (Brand Owner), Aerospace, Audio / Visual Equipment, Automotive Electronics, Industrial Automation, Machine Building, Medical Devices, Mobile Communication System Equipment, PCB Manufacturing, Semiconductor Manufacturing","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.axoncables%20%20connectors.org-46d02182-580f-4653-9aea-5f6a52d1068c.html","9F25","Brands","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.axoncables%20%20connectors.org-46d02182-580f-4653-9aea-5f6a52d1068c.html","Axon' Cabels & Connectors"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.beijing%20ruizhiaoheng%20vision%20technology%20co%20ltd.org-89fdf7be-ad1b-4684-a00f-22eafd433892.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-700c509f-17a2-413f-880e-352d2d040fb4/desktop-small/9d2bf877-d992-4a7c-a3c8-edf6f3e6f623.png","BEIJING RUIZHIAOHENG VISION TECHNOLOGY CO., LTD.","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.beijing%20ruizhiaoheng%20vision%20technology%20co%20ltd.org-89fdf7be-ad1b-4684-a00f-22eafd433892.html","Beijing Ruizhi Aoheng Vision Technology Co., Ltd. (abbreviated as ""Ruizhi Vision"") traces its development back to 2006. As a high-tech enterprise focusing on design, R&D, manufacturing and technical services, it is recognized as a Beijing-level Specialized, Refined, Differential and Innovative Small & Medium-sized Enterprise and a Beijing Science and Technology-based Small and Medium-sized Enterprise.","Categories","Inspection Equipment, Machine Vision/CCD Cameras, Measurement Equipment, Manufacturer (Brand Owner), Industrial Automation, Optical Instrument, Machine Building, Medical Devices","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.beijing%20ruizhiaoheng%20vision%20technology%20co%20ltd.org-89fdf7be-ad1b-4684-a00f-22eafd433892.html","0A16","Brands","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.beijing%20ruizhiaoheng%20vision%20technology%20co%20ltd.org-89fdf7be-ad1b-4684-a00f-22eafd433892.html","睿智图像（RZIMAGE）"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.brady%20thailand%20co%20ltd.org-4240af3c-b0d7-4d95-8099-d231b96f5746.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-8e9f3423-d662-4cd6-a836-c013ac27a3be/desktop-small/b4e5f357-d211-4ae2-b533-8550babaff14.png","BRADY (THAILAND) CO., LTD.","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.brady%20thailand%20co%20ltd.org-4240af3c-b0d7-4d95-8099-d231b96f5746.html","Brady is a global leader in industrial identification and safety. We provide durable labels, printers, and software that perform in tough environments to support compliance and safety. Backed by global expertise, we help customers meet regulatory requirements, improve operational visibility, and maintain a safe, efficient workplace. Visit our booth to explore our innovative labeling solutions and see how we can optimize your manufacturing processes.","Categories","OTHERS, Manufacturer (Brand Owner), Aerospace, Automotive Electronics, Industrial Automation, Medical Devices, PCB Manufacturing, Semiconductor Manufacturing","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.brady%20thailand%20co%20ltd.org-4240af3c-b0d7-4d95-8099-d231b96f5746.html","0Z07","Brands","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.brady%20thailand%20co%20ltd.org-4240af3c-b0d7-4d95-8099-d231b96f5746.html","Brady"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.buckingham%20industrial%20corporation.org-71d26c2c-8438-483f-ba39-af147648328e.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-386687ec-c021-4c1c-82a6-aef47e2e6ccf/desktop-small/7f308d6e-e340-4746-99ee-0bac0beb9b63.jpg","BUCKINGHAM INDUSTRIAL CORPORATION","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.buckingham%20industrial%20corporation.org-71d26c2c-8438-483f-ba39-af147648328e.html","Our success has evolved to enable us to diversify to include industrial manufacturing of consumer goods. This is to include electric power generators, solar, automotive, electronic, healthcare, telecom, electrical systems, consumer lifestyle and household products, industrial components and housings.","Categories","EMS/Contract Manufacturing Services, Built-up PCBs, Fine/Precision Sheet-metal Processing, Cutting/Drilling, SMDs (Capacitor/Diode/Resister/Transistor/IC/etc.), Power Supplies, IC, Smart Lighting/LEDs/OLED, Thermal Solutions, OEM/Subcontrator, Automotive Electronics, Home Appliance, Machine Building, Medical Devices, PCB Manufacturing","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.buckingham%20industrial%20corporation.org-71d26c2c-8438-483f-ba39-af147648328e.html","0C15","Brands","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.buckingham%20industrial%20corporation.org-71d26c2c-8438-483f-ba39-af147648328e.html","Buckingham"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cangzhou%20hande%20hardware%20manufacturing%20co%20ltd.org-c756f0aa-a353-4c21-b2c4-67aafbca263c.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","Cangzhou Hande Hardware Manufacturing Co., LTD","","","","","","0E38","","",""
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.changzhou%20ctw%20electronics%20co%20ltd.org-17d2eda1-c1bf-403d-86ba-044309475c67.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","CHANGZHOU CTW ELECTRONICS CO., LTD.","","","","","","0B36","","",""
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.chaozhou%20three-circle%20group%20co%20ltd%20cctc.org-d75d1a03-baaa-4028-8c9a-cc83c5e839e4.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-90a567d8-ddfc-4f76-9734-c724c8d90ebd/desktop-small/dc37810e-858e-4088-a247-23e9290400be.png","CHAOZHOU THREE-CIRCLE (GROUP) CO., LTD. (CCTC)","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.chaozhou%20three-circle%20group%20co%20ltd%20cctc.org-d75d1a03-baaa-4028-8c9a-cc83c5e839e4.html","CCTC is a leading manufacturer specializing in advanced ceramic materials and electronic components over 56 years. Product range includes multilayer ceramic capacitor (MLCC), optical fiber ferrule & sleeve, ceramic substrate, ceramic package, ceramic capillary and so on.

Leveraging strong material expertise and manufacturing capabilities, CCTC provides reliable solutions widely used in consumer electronics, automotive, industrial, AI, datacenter, power supply, IoT and semiconductor, delivering consistent quality and continuous innovation.","Categories","Packaging Materials/Components, SMDs (Capacitor/Diode/Resister/Transistor/IC/etc.), Optical Components/Materials, Manufacturer (Brand Owner), Audio / Visual Equipment, Automotive Electronics, Home Appliance, Industrial Automation, Mobile Communication System Equipment, Personal Computer Peripheral, Semiconductor Manufacturing","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.chaozhou%20three-circle%20group%20co%20ltd%20cctc.org-d75d1a03-baaa-4028-8c9a-cc83c5e839e4.html","9E19","Brands","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.chaozhou%20three-circle%20group%20co%20ltd%20cctc.org-d75d1a03-baaa-4028-8c9a-cc83c5e839e4.html","CCTC"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.ching%20cheng%20wire%20material%20thailand%20co%20ltd.org-562f9447-7c4b-491c-a9e7-1b1c2ee8d500.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","CHING CHENG WIRE MATERIAL (THAILAND) CO., LTD.","","","","","","0Z11","","",""
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.chyao%20shiunn%20electronic%20industrial%20ltd.org-134578e3-56cb-4281-9a14-73859ef20676.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-2fe7af9c-5b5d-41b9-9d16-689e40256d42/desktop-small/cf9b6c43-9586-422b-bb19-108ec7555c2d.png","CHYAO SHIUNN ELECTRONIC INDUSTRIAL LTD.","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.chyao%20shiunn%20electronic%20industrial%20ltd.org-134578e3-56cb-4281-9a14-73859ef20676.html","Chyao Shiunn Electronics is a professional connector manufacturer, offering reliable, high-quality solutions for automotive, industrial, medical care equipment and consumer applications.","Categories","Connector & Cable, Manufacturer (Brand Owner), Automotive Electronics, Home Appliance, Medical Devices","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.chyao%20shiunn%20electronic%20industrial%20ltd.org-134578e3-56cb-4281-9a14-73859ef20676.html","0B11","Brands","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.chyao%20shiunn%20electronic%20industrial%20ltd.org-134578e3-56cb-4281-9a14-73859ef20676.html","CS"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cleanera%20malaysia%20sdn%20bhd.org-50c1f270-7f68-4be3-b076-5c2de1fc1bc1.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-3e184b05-4b2d-4d7d-aac4-a0426d364c05/desktop-small/3ba3a127-87e4-4902-b455-24a242b1a185.jpg","CLEANERA (MALAYSIA) SDN BHD","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cleanera%20malaysia%20sdn%20bhd.org-50c1f270-7f68-4be3-b076-5c2de1fc1bc1.html","SHIRUDO, a brand of Cleanera (Malaysia) Sdn Bhd. A subsidiary of KOSSAN group, specializes in cleanroom gloves and PPE products. SHIRUDO cleanroom gloves are designed to meet the stringent requirements of industries such as microelectronics, pharmaceuticals, and medical device production. SHIRUDO cleanroom safety products prioritize the well-being of workers. From cleanroom specialty gloves to PPE, solutions create a safer working environment, minimizing the risk of exposure to hazardous materials and ensuring compliance with industry regulations and trusted by industry leaders.","Categories","Clean/ESD Protection Products, Clean Room & Consumer Equipment, Manufacturer (Brand Owner), Automotive Electronics, Home Appliance, Mobile Communication System Equipment, PCB Manufacturing, Semiconductor Manufacturing","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cleanera%20malaysia%20sdn%20bhd.org-50c1f270-7f68-4be3-b076-5c2de1fc1bc1.html","9D15","Brands","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cleanera%20malaysia%20sdn%20bhd.org-50c1f270-7f68-4be3-b076-5c2de1fc1bc1.html","SHIRUDO, CLEANERA"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cleanstat%20thailand%20co%20ltd.org-857044b9-9893-48ff-af6f-36f578f6637c.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-edb9ad63-ff8c-47f7-b3b2-b8fb8888ee38/desktop-small/ca1d7aa7-27be-4426-830a-b89070b0a16d.png","CLEANSTAT (THAILAND) CO., LTD.","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cleanstat%20thailand%20co%20ltd.org-857044b9-9893-48ff-af6f-36f578f6637c.html","Cleanstat (Thailand) Co., Ltd. is a leading provider of comprehensive cleanroom solutions. With over 20 years of experience and strong industry expertise, we deliver high-quality products and services through partnerships with trusted global suppliers. We serve customers across various industries, including electronics, semiconductor, pharmaceutical, and medical sectors, both locally and internationally.

Our commitment is to maintain strict contamination control and the highest cleanliness standards. With our end-to-end solutions and ability to meet specific customer needs, we are a trusted","Categories","OTHERS, Manufacturer (Brand Owner), Automotive Electronics, Industrial Automation, Medical Devices, Semiconductor Manufacturing","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cleanstat%20thailand%20co%20ltd.org-857044b9-9893-48ff-af6f-36f578f6637c.html","9E29","Brands","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cleanstat%20thailand%20co%20ltd.org-857044b9-9893-48ff-af6f-36f578f6637c.html","Sonix, Achilles, Ansell, MEC"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.coca%20enterprise%20co%20ltd.org-8966f61f-73af-44df-b22c-d41fc2cffb27.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-0619f21b-177f-465a-bd1f-0ef98fc05e3d/desktop-small/936ec8ca-a081-47d9-a719-72e9a0b73367.png","COCA ENTERPRISE CO., LTD.","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.coca%20enterprise%20co%20ltd.org-8966f61f-73af-44df-b22c-d41fc2cffb27.html","e-tan has over 25 years of experience in electronic enclosures and boxes. Our plastic enclosures are good at ingress protection, and all series of enclosures comply with IP68 (IEC 60529). We can offer weather-resistant enclosures for harsh environments, such as coast, marine, renewable energy, or water treatment on request.","Categories","OTHERS, Manufacturer (Brand Owner), Industrial Automation, Machine Building, Mobile Communication System Equipment, PCB Manufacturing, Semiconductor Manufacturing","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.coca%20enterprise%20co%20ltd.org-8966f61f-73af-44df-b22c-d41fc2cffb27.html","0B13","Brands","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.coca%20enterprise%20co%20ltd.org-8966f61f-73af-44df-b22c-d41fc2cffb27.html","e-tan"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.codaca%20electronic%20co%20ltd.org-0458eb15-4533-46fc-82fd-dbff1cefd84c.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-52e59293-4b55-4150-a1d8-c79a961387f5/desktop-small/851244e9-8807-4332-b3ac-301bc4b42806.png","CODACA ELECTRONIC CO., LTD.","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.codaca%20electronic%20co%20ltd.org-0458eb15-4533-46fc-82fd-dbff1cefd84c.html","Codaca is supported by a global network of authorized distributors and sales representatives across North America, Europe, and Asia, ensuring timely technical support, efficient communication, and reliable local service for our customers worldwide. We also collaborate with international Tier-1 companies, demonstrating our capabilities in meeting the high standards required by leading global clients.
Our main products include high current power inductors, molded power chokes, SMD inductors, and common mode chokes, covering a wide range of  power and EMI solutions.","Categories","SMDs (Capacitor/Diode/Resister/Transistor/IC/etc.), Manufacturer (Brand Owner), Audio / Visual Equipment, Automotive Electronics, Industrial Automation, Medical Devices","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.codaca%20electronic%20co%20ltd.org-0458eb15-4533-46fc-82fd-dbff1cefd84c.html","0D33","Brands","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.codaca%20electronic%20co%20ltd.org-0458eb15-4533-46fc-82fd-dbff1cefd84c.html","CODACA"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cognex%20vision%20thailand%20limited%20head%20office.org-5f4e97b2-e689-4b70-8640-ac8eef5a3343.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-c58914ac-873c-40e9-b5cb-c47891a6bc3e/desktop-small/4c88dc65-464b-4d7b-a7ed-ca93ce821238.jpg","COGNEX VISION (THAILAND) LIMITED (HEAD OFFICE)","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cognex%20vision%20thailand%20limited%20head%20office.org-5f4e97b2-e689-4b70-8640-ac8eef5a3343.html","Cognex Corporation is the world’s leading provider of vision systems, software, sensors, and industrial barcode readers used in manufacturing automation. Cognex vision helps companies improve product quality, eliminate production errors, lower manufacturing costs, and exceed consumer expectations for high quality products at an affordable price. Typical applications for machine vision include detecting defects, monitoring production lines, guiding assembly robots, and tracking, sorting and identifying parts.","Categories","Inspection Equipment, Machine Vision/CCD Cameras, Smart Factory/Manufacturing Process, Industrial Automation, Optical Instrument, PCB Manufacturing","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cognex%20vision%20thailand%20limited%20head%20office.org-5f4e97b2-e689-4b70-8640-ac8eef5a3343.html","9E15","Brands","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.cognex%20vision%20thailand%20limited%20head%20office.org-5f4e97b2-e689-4b70-8640-ac8eef5a3343.html","COGNEX"
"https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.comet%20yxlon.org-d91ed613-2b3f-4a5f-acc2-0c51651773b2.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-c7c06bec-9095-4c43-8e61-fa5d8d6fd836/desktop-small/5c3f3df5-1533-464b-8bde-263914116f42.jpg","COMET YXLON","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.comet%20yxlon.org-d91ed613-2b3f-4a5f-acc2-0c51651773b2.html","Comet Yxlon is a leading global provider of high-end X-ray-based system solutions for non-destructive materials testing in the semiconductor, electronics, automotive industries, as well as for research facilities and scientific institutions. With a focus on easy operation and high throughput, the robust systems can get operated manually, semi-, or full-automatically in production environments. The high-precision computed tomography systems for use in the laboratory support research and development and enable detailed structural analysis, metrology applications, and simulation models.","Categories","X-Ray Inspection Equipment, Manufacturer (Brand Owner), Aerospace, Automotive Electronics, Industrial Automation, PCB Manufacturing, Semiconductor Manufacturing","https://www.nepconthailand.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.comet%20yxlon.org-d91ed613-2b3f-4a5f-acc2-0c51651773b2.html","0F44","","",""
