"image-container href","img-responsive src","exhibitor-name","exhibitor-info href","wrap-word","title-in-exhibitor-summary","brands href","wrap-word 2","text-left","pps-tags","pps-tags href","main-stand-holder-name-prefix","main-stand-holder-name","main-stand-holder-name href"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jeol%20ltd.org-02ea70a7-5f8b-4a61-92a5-91f6f5f1f1f7.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-f9ce5787-1c33-4001-8ca3-a83a4568a0c8/desktop-small/c7d8964b-baaa-4830-a33d-76b5d809db3b.png","JEOL Ltd.","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jeol%20ltd.org-02ea70a7-5f8b-4a61-92a5-91f6f5f1f1f7.html","Using technology of the world's highest level performance electron microscope and electron beam lithography system for semiconductor manufacturing, JEOL has developed an ""Electron Beam Metal AM Machine"" that can produce high-density, high-strength parts with high-power and high-speed electron beam. It allows for cost savings and design freedom through increased productivity.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jeol%20ltd.org-02ea70a7-5f8b-4a61-92a5-91f6f5f1f1f7.html","JEOL","Categories","Metal 3D Printers, AM","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jeol%20ltd.org-02ea70a7-5f8b-4a61-92a5-91f6f5f1f1f7.html","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jian%20hwa%20enterprise%20co%20ltd.org-1c0d04b2-f2cd-4157-8bb5-3adabb34525d.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-4277a3ee-dbbf-4d55-bd08-9a4fdbc9bff0/desktop-small/7f1c49f8-716d-4c6f-8ffe-a508ad733506.jpg","JIAN HWA ENTERPRISE CO., LTD.","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jian%20hwa%20enterprise%20co%20ltd.org-1c0d04b2-f2cd-4157-8bb5-3adabb34525d.html","Since the establishment of Jian Hwa in 1979, we focused on tapping and assembly machines developing. We design and produce exclusive products tailored to each customer’s needs. With our multi-production capabilities, we provide flexible adjustments and continuous support.
Today, Jian Hwa’s products are trusted worldwide, reaching the United States, Europe, and the Asia-Pacific region. This global presence reflects our strong reputation and commitment to quality.
At Jian Hwa, innovation and customer satisfaction remain our core values.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jian%20hwa%20enterprise%20co%20ltd.org-1c0d04b2-f2cd-4157-8bb5-3adabb34525d.html","Jian Hwa","Categories","Automation Products/Technology, Taiwan","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jian%20hwa%20enterprise%20co%20ltd.org-1c0d04b2-f2cd-4157-8bb5-3adabb34525d.html","Stand shared with","International Taipei Bearing & Transmission Association","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-e5ba22b0-43db-464f-b2f9-863dde96feb4.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jiangnan%20yifan%20motor%20co%20ltd.org-fd4ee4c7-1cc8-4b06-9f95-6ceae5299d3b.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-78fa97de-a6e6-469a-abe4-4f7c270e6886/desktop-small/80e85a3a-67f3-48d6-be0e-2afaf8e9296c.png","JIANGNAN YIFAN MOTOR CO., LTD","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jiangnan%20yifan%20motor%20co%20ltd.org-fd4ee4c7-1cc8-4b06-9f95-6ceae5299d3b.html","Yifan Motors specializes in precision transmission components, including brushed and brushless motors, gearboxes, drive systems, and customized mechanical solutions for industrial automation and machinery applications.
Holysys Motors focuses on the design and manufacture of motors, such as servo motors, stepper motors, and integrated motion control solutions, widely used in automation, robotics, and intelligent equipment.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jiangnan%20yifan%20motor%20co%20ltd.org-fd4ee4c7-1cc8-4b06-9f95-6ceae5299d3b.html","Yifan Motor, Syn-Tron","Categories","Motors, Drivers, Gears, Transmissions, Other Motion Products, Mechanical Parts, North China, East China","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jiangnan%20yifan%20motor%20co%20ltd.org-fd4ee4c7-1cc8-4b06-9f95-6ceae5299d3b.html","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jiaxing%20chuangli%20hardware%20coltd.org-8b2f0bda-bbdb-4008-b70e-173647793b6d.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-4f0f13b4-f219-4060-89a8-859eb4855aaf/desktop-small/7917828f-7ff9-45be-835c-5ed8e04907a4.jpg","JIAXING CHUANGLI HARDWARE CO.,LTD.","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jiaxing%20chuangli%20hardware%20coltd.org-8b2f0bda-bbdb-4008-b70e-173647793b6d.html","The company specializes in producing threaded rods,studs,nuts and various kind of nonstandard fasteners","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jiaxing%20chuangli%20hardware%20coltd.org-8b2f0bda-bbdb-4008-b70e-173647793b6d.html","N/A","Categories","Mechanical Parts, East China","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.jiaxing%20chuangli%20hardware%20coltd.org-8b2f0bda-bbdb-4008-b70e-173647793b6d.html","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.k-roadrobotics.org-fc446a97-9164-47b0-b619-550875772a22.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-72acd579-9b35-4046-9ea1-8b7e201bbd59/desktop-small/4c3d9bc5-32b7-4768-964e-d4f1c19c433b.png","K-ROADROBOTICS","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.k-roadrobotics.org-fc446a97-9164-47b0-b619-550875772a22.html","K-ROAD ROBOTICS is Korea's first developer and manufacturer of Tailor Welded Blank laser welding production systems, with over 20 years of expertise in factory automation. Our TWB systems feature high-power fiber laser technology with real-time seam tracking, automatic gap compensation, and online weld inspection, supporting both linear and non-linear welding across a wide range of material thicknesses. We provide Hot Formed TWB solutions with laser ablation pre-processing for coated boron steel. Our service spans from blanking through laser welding, quality inspection, and on-time delivery.","","","","Categories","Factory Automation & Control Systems, Industrial & Collaborative Robots, AGV、AMR, South Korea","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.k-roadrobotics.org-fc446a97-9164-47b0-b619-550875772a22.html","Stand shared with","ULJU GUN","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-11fa9311-4abb-4085-b5c8-a43a2677b2a1.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kato%20precision%20viet%20nam.org-7dd2d7c5-d0e8-4cdf-bf13-9764cfb34469.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","KATO PRECISION VIET NAM","","","","","","","","","Stand shared with","EIFEC Company Limited","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-436ebfd5-5a09-4779-bfc9-8822a0e9f502.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kexcelled.org-a8485609-6243-4219-a293-bd5ef8c4d49e.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-f41e1e06-8a7d-4765-a27d-9302d08854fd/desktop-small/6347aed9-2ce7-45b9-8d6e-7aa54e33a4eb.png","Kexcelled","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kexcelled.org-a8485609-6243-4219-a293-bd5ef8c4d49e.html","Kexcelled is a leading manufacturer of high-quality 3D printing materials,dedicated to providing innovative solutions that empower creators and drive advancements in additive manufacturing.

Vision
To advance 3D printing through innovative materials and cutting-edge technology.
Mission
Provide high-quality,reliable 3D printing materials that empower creators and industries.

At Kexcelled,we firmly believe that the core of successful 3D printing lies in the choice of material.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kexcelled.org-a8485609-6243-4219-a293-bd5ef8c4d49e.html","Kexcelled","Categories","Resin 3D Printers, AM, Materials, Components, Southeast Asia, Others","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kexcelled.org-a8485609-6243-4219-a293-bd5ef8c4d49e.html","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.king%20forging%20co%20ltd.org-8238280b-be90-445c-b25c-9a5852dc842b.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-24d60515-a0dd-47dc-9773-7a32c9fe5497/desktop-small/7b71ea7a-af65-4f47-9091-7a9c1a54a463.jpg","KING FORGING CO., LTD.","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.king%20forging%20co%20ltd.org-8238280b-be90-445c-b25c-9a5852dc842b.html","We earn client trust through comprehensive expertise covering materials, plastic forming, machining, post-processing, and design.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.king%20forging%20co%20ltd.org-8238280b-be90-445c-b25c-9a5852dc842b.html","Copper alloy, aluminum alloy, iron, and stainless steel products.","Categories","Drawing/Document Management Systems, Production Management Systems, ERP, Core Systems, AI-OCR, Knowledge Search, Mechanical Parts, Tube Components, Forging, Measurement, Measuring Technology, Disaster Prevention Equipment, 3D Measuring Instruments, Scanners, Measuring Instruments, Testing Instruments, Automation Products/Technology, Factory Automation & Control Systems, Taiwan","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.king%20forging%20co%20ltd.org-8238280b-be90-445c-b25c-9a5852dc842b.html","Stand shared with","TAIWAN MOLD & DIE INDUSTRY ASSOCIATION","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-3f0a2c92-6ba4-4e84-9530-22590b8d1925.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kitagawa%20corporation.org-32a7d8ca-554e-400a-85a1-ca2f58330730.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-587526e3-1ed2-4cb4-b391-1eb2f52a321e/desktop-small/11ccdb64-8ee3-40ee-a8cc-0ba7adfd4062.jpg","Kitagawa Corporation","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kitagawa%20corporation.org-32a7d8ca-554e-400a-85a1-ca2f58330730.html","1918年の創業以来、独自の技術力を発揮しながら、日本の、世界のものづくりを支えてきました。素材開発から鋳造、機械加工に取り組む金属素形材事業、旋盤用チャックやNC円テーブルなどを手がけ、パワーチャックで圧倒的なシェアを占める工作機器事業、ビル建設用タワークレーン、コンクリートプラント、立体駐車場などを生み出す産業機械事業。これら３つの分野を核にkitagawaは事業を展開しています。","","","","Categories","Casting, Saitama, Aichi, Osaka, Hiroshima, Others","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kitagawa%20corporation.org-32a7d8ca-554e-400a-85a1-ca2f58330730.html","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.korea%20simulator%20co%20ltd.org-1a88d632-d98e-41ad-91d1-0047f43956ea.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-550bfbcd-338b-471a-880a-40254769af8b/desktop-small/dcba89d8-c3e7-4f5b-99fb-8b1e26f69e0b.png","KOREA SIMULATOR Co., LTD.","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.korea%20simulator%20co%20ltd.org-1a88d632-d98e-41ad-91d1-0047f43956ea.html","コリアシミュレーターは、現代自動車をはじめとする主要完成車メーカーおよび部品メーカーのEV部品開発・検証プロジェクトに必要なカスタム試験装置を開発・製作する韓国のエンジニアリング企業です。モーターダイナモメーター、バッテリー充放電試験装置、アクチュエーター性能評価装置、ベアリング接地部品評価装置など、多様な試験ソリューションを通じて、EV部品の性能、耐久性、信頼性を定量的に評価できる試験環境を提供しています。お客様の試験条件や開発目的に合わせた設計・制御・計測システムを基盤に、EV部品の品質検証と技術開発を支援します。

Korea Simulator is a Korean engineering company that develops and manufactures customized test equipment for EV component development and verification projects with Hyundai Motor Company and other major automakers and component manufacturers.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.korea%20simulator%20co%20ltd.org-1a88d632-d98e-41ad-91d1-0047f43956ea.html","ベアリング電食試験機、 接地部品性能評価装備、双方向充放電装置","Categories","Measuring Instruments, Test Equipment, Factory Automation & Control Systems, South Korea","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.korea%20simulator%20co%20ltd.org-1a88d632-d98e-41ad-91d1-0047f43956ea.html","Stand shared with","Korea Bearing Industry Association","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-aa060a93-c52a-402f-913b-66b2019d63d2.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kossan%20industries%20sdn%20bhd.org-391a307d-f524-4309-b474-8a1e3434d1af.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-2b41a1f6-9c0d-4039-988b-ba1b8dd3351b/desktop-small/2bd75c23-d88e-4659-9e8b-20fa18f9b260.jpg","Kossan Industries Sdn. Bhd.","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kossan%20industries%20sdn%20bhd.org-391a307d-f524-4309-b474-8a1e3434d1af.html","We provide Contract Manufacturing solution, capability to design rubber material meeting ASTM, SAE, JIS specifications, own mixing facility and Certified Testing Laboratory supporting material developments and testing capabilities. 
We are currently serving OEM Automotive thru our Tiered partners,  Aerospace, Flow Control, Infrastructure & Construction, and many other applications including Rubber Rollers servicing for Industrial applications and machineries.","","","","","","","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kotra.org-b3d3bf86-4287-4cf2-bd34-c1b2448039e3.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-95ba13a1-d1c9-41f1-9706-9a74fb5c8fec/desktop-small/e84726c4-aca1-44bb-80b2-e0868b8d0a85.png","KOTRA","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kotra.org-b3d3bf86-4287-4cf2-bd34-c1b2448039e3.html","< 海外調達 > 日本企業のニーズに合わせた韓国中小・中堅企業のご紹介、ビジネスを支援（輸入相談） 
< 海外投資 > 日本企業の韓国への投資、法人設立を支援
< 人材採用 > 韓国人材の採用を支援 
< 展示商談会 > 日本・韓国にて韓国の優秀な企業をご紹介する展示商談会を企画・運営","","","","","","","Stand shared with","Korea Bearing Industry Association","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-aa060a93-c52a-402f-913b-66b2019d63d2.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%B1%E3%83%BC%E3%82%A8%E3%82%B9%E3%82%A8%E3%82%B9%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-612f43b8-962d-4f53-a1cb-fac0cf17d275.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-278da0c7-2c43-4df1-926d-4622f442e986/desktop-small/342c4660-c247-4652-9b72-6358f2b01838.jpg","ケーエスエス 株式会社","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%B1%E3%83%BC%E3%82%A8%E3%82%B9%E3%82%A8%E3%82%B9%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-612f43b8-962d-4f53-a1cb-fac0cf17d275.html","KSS is a Ball Screw manufacturer specialized in Miniature Ball Screws (16mm shaft dia. or less) with world's top-class technology of making the smallest Ball Screw with 1.8mm shaft dia. & 0.5mm lead. With our Miniature Ball Screw manufacturing technique & experiences, we also have variety sizes of compact Actuators and unique applications.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%B1%E3%83%BC%E3%82%A8%E3%82%B9%E3%82%A8%E3%82%B9%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-612f43b8-962d-4f53-a1cb-fac0cf17d275.html","KSS","Categories","Bearings, Ball Screws, Tokyo, Niigata","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%B1%E3%83%BC%E3%82%A8%E3%82%B9%E3%82%A8%E3%82%B9%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-612f43b8-962d-4f53-a1cb-fac0cf17d275.html","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E9%BB%92%E7%94%B0%E7%B2%BE%E5%B7%A5%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-095805e8-098a-4cf3-8552-323f96706548.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-6bc1dc2f-20ff-46c8-bbd2-615219f01020/desktop-small/c6c7cce8-1e68-4990-84cd-12783cacbd99.png","黒田精工 株式会社","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E9%BB%92%E7%94%B0%E7%B2%BE%E5%B7%A5%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-095805e8-098a-4cf3-8552-323f96706548.html","Since 1925, KURODA Precision Industries has provided high-end motion control solutions based on ultra-precision machining technologies rooted in gauge manufacturing. Our Drive Systems Division specializes in JIS Grade 0 precision ball screws and compact actuators for semiconductor, medical, and robotic applications. We offer customized linear motion units tailored to specific customer needs, enabling equipment downsizing and high performance. We go beyond standard components to provide integrated solutions that solve complex motion challenges and enhance reliability for our global clients.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E9%BB%92%E7%94%B0%E7%B2%BE%E5%B7%A5%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-095805e8-098a-4cf3-8552-323f96706548.html","KURODA","Categories","Bearings, Ball Screws, Other Motion Products, Gunma, Chiba, Tokyo, Kanagawa, Nagano, Aichi, Kyoto, Osaka, East China, South China, South Korea, Europe and America","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E9%BB%92%E7%94%B0%E7%B2%BE%E5%B7%A5%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-095805e8-098a-4cf3-8552-323f96706548.html","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kuzumi%20electronics%20inc.org-d46d523d-849e-4fcd-8c56-d44ed0fc700f.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-60f4e67b-f107-43db-8d16-09e30e3fd5e7/desktop-small/fdfa20c1-5027-405b-a3b4-bb5aa7efea0c.png","Kuzumi Electronics, Inc.","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kuzumi%20electronics%20inc.org-d46d523d-849e-4fcd-8c56-d44ed0fc700f.html","※At the exhibition venue, we are showcasing the circuit boards we have developed.
To fully meet our customers’ requirements, we strive to understand their entire system and provide the most suitable proposals.

With in‑house manufacturing facilities, we offer a fully integrated production process—from component procurement to manufacturing, adjustment, and inspection.
By handling both design and manufacturing internally, we feed manufacturing‑floor expertise back into the design process, enabling us to deliver high‑quality products across all aspects of QCD.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kuzumi%20electronics%20inc.org-d46d523d-849e-4fcd-8c56-d44ed0fc700f.html","OEM, EMS","Categories","EMS (Electronics Manufacturing Services), ODM/Contract Development & Manufacturing, Assembly & Inspection Contract, Disaster Prevention Equipment, Factory Facilities & Equipment, Kanagawa, Southeast Asia","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kuzumi%20electronics%20inc.org-d46d523d-849e-4fcd-8c56-d44ed0fc700f.html","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.kyodai%20precision%20mechanical%20company%20limited.org-da1645fa-40e7-4aac-8028-1cdd5e2cfd9f.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","KYODAI PRECISION MECHANICAL COMPANY LIMITED","","","","","","","","","Stand shared with","EIFEC Company Limited","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-436ebfd5-5a09-4779-bfc9-8822a0e9f502.html"
