"canzhan-item href","images src","fs24","fs24 2","desc"
"https://www.elexcon.com/en/zsxq?id=388","https://szdzz.zbase.cn//File/huikan/202608121702524563.png","长江存储科技有限责任公司","16C61","长江存储为全球合作伙伴提供3D NAND闪存晶圆及颗粒， 嵌入式存储芯片以及消费级、企业级固态硬盘等..."
"https://www.elexcon.com/en/zsxq?id=381","https://szdzz.zbase.cn//File/huikan/202608101012489725.png","武汉锦久微技术有限公司","16C33","公司核心产品聚焦热工学监测、干法清洗及半导体返修三大专业领域，主要涵盖以下产品系列：一、热工学监测设..."
"https://www.elexcon.com/en/zsxq?id=387","https://szdzz.zbase.cn//File/huikan/202608111633566912.png","深圳市连接器行业协会","16D65","深圳市连接器行业协会成立于2015 年7月，是连接器互连领域非营利性行业组织。协会汇聚产业链上下游企..."
"https://www.elexcon.com/en/zsxq?id=386","https://szdzz.zbase.cn//File/huikan/202608111518329234.jpg","中山市擎钢不锈钢制品有限公司","16D06","精密圆管、异形钢管非标定制; 电子元器件套管; 温控管, 海波管等"
"https://www.elexcon.com/en/zsxq?id=350","https://szdzz.zbase.cn//File/huikan/202608041056467743.jpg","东莞精途实业有限公司","16A02","专业生产各类低压电子开关,插座及USB连接器：USB母座，拨动开关，迷你开关，底柄开关，推动开关，按..."
"https://www.elexcon.com/en/zsxq?id=279","https://szdzz.zbase.cn//File/huikan/202607071135304251.png","台懋半导体（无锡）有限公司","16D01","中低压MOS管"
"https://www.elexcon.com/en/zsxq?id=329","https://szdzz.zbase.cn//File/huikan/202507291620120882.png","武汉喻芯半导体股份有限公司","16C70","嵌入式存储-eMMC、闪存颗粒-Raw NAND、内存颗粒-DDR3L、内存颗粒-LPDDR4x、移..."
"https://www.elexcon.com/en/zsxq?id=385","https://szdzz.zbase.cn//File/huikan/202608111120300650.jpg","北京中电华大电子设计有限责任公司","14A52","华大电子安全MCU业务板块重点布局了超低功耗CIU32L0、超值CIU32F0和高性能CIU32F4..."
"https://www.elexcon.com/en/zsxq?id=384","https://szdzz.zbase.cn//File/huikan/202508051554482228.png","云汉芯城（上海）互联网科技股份有限公司","16B02","云汉芯城是中国电子产业互联网知名企业，国内电子制造业供应链数字化和信息数据服务商。公司重点面向电子产..."
"https://www.elexcon.com/en/zsxq?id=383","https://szdzz.zbase.cn//File/huikan/202608101522416573.png","广州市鸿利光显科技有限公司","16D56","一、核心 LED 全系列封装元器件贴片 SMD LED：CHIP 系列、TOP 系列、EMC 大功率..."
"https://www.elexcon.com/en/zsxq?id=382","https://szdzz.zbase.cn//File/huikan/202608101348146071.png","深圳市晟天维科技有限公司","16B06","车载移动终端（V7S，Q777，M876, DT-8, SYVR10R）床旁信息娱乐终端（MT156..."
"https://www.elexcon.com/en/zsxq?id=379","https://szdzz.zbase.cn//File/huikan/202608101027180393.jpg","百度爱采购","16B21","百度爱采购——百度旗下的企业一站式采销平台，旨在帮助用户直达全网商品信息并触达优质商家，平台提供在线..."
"https://www.elexcon.com/en/zsxq?id=380","https://szdzz.zbase.cn//File/huikan/202608101032319950.jpg","珠海博雅科技股份有限公司","16B04","NOR FLASH, EEPROM存储芯片"
"https://www.elexcon.com/en/zsxq?id=378","https://szdzz.zbase.cn//File/huikan/202608100958381264.png","湖北长江万润半导体技术有限公司","16B50","主要涵盖：SSD、PSSD、eMMC、UFS、DDR、LPDDR等产品，可广泛应用于电脑、手机、智能..."
"https://www.elexcon.com/en/zsxq?id=377","https://szdzz.zbase.cn//File/huikan/202608100942540648.png","威刚科技股份有限公司","14B63","威刚科技深耕存储行业多年，核心主营消费级、企业级全品类存储硬件，同时依托高端电竞子品牌 XPG 布局..."
"https://www.elexcon.com/en/zsxq?id=376","https://szdzz.zbase.cn//File/huikan/202507141513328980.png","珠海市东恒电子有限公司","16D18","巴伦变压器、混频变压器、射频扼流圈、双平衡混频器、定向耦合器、空心线圈、高Q值电感、灌胶线圈、方孔线..."
"https://www.elexcon.com/en/zsxq?id=314","https://szdzz.zbase.cn//File/huikan/202607291719511982.png","江苏芯声微电子科技有限公司","16C13","积层陶瓷贴片电容（MLCC）产品系列包含一般品，工规品，车规品"
"https://www.elexcon.com/en/zsxq?id=324","https://szdzz.zbase.cn//File/huikan/202507311122450531.png","东莞福顺电子科技有限公司","16C15","轻触开关,带灯轻触开关,防水轻触开关,按键开关,键盘开关,拨动开关,拨码开关,光纤插座,红外线接收头..."
"https://www.elexcon.com/en/zsxq?id=357","https://szdzz.zbase.cn//File/huikan/202506271527583273.pdf","富致科技股份有限公司/苏州富鼎商贸有限公司东莞分公司","16E23","富致科技之可复式保险丝具有可重复使用、小尺寸、多变的型态、极低的热发散以及极具竞争性的价格等特性，最..."
"https://www.elexcon.com/en/zsxq?id=375","https://szdzz.zbase.cn//File/huikan/202608071132127745.png","博雷（中国）控制系统有限公司","16B45","蝶阀、球阀、刀闸阀、控制阀、执行机构、控制附件、低温阀"
"https://www.elexcon.com/en/zsxq?id=374","https://szdzz.zbase.cn//File/huikan/202508051549199776.jpg","优利德科技（中国）股份有限公司","16D20","测试仪器、电子电工测试仪表、温度及环境测试仪表、电力及高压测试仪表和测绘测量仪表等。测试仪器先后推出..."
"https://www.elexcon.com/en/zsxq?id=370","https://szdzz.zbase.cn//File/huikan/202608061538094983.png","海阳潼源凯新材料科技有限公司","16D28","潼源凯微晶复合板，是针对电子制造波峰焊工艺专属研发的铝基新型合金材料，依托微晶合金改性技术，兼具耐高..."
"https://www.elexcon.com/en/zsxq?id=372","https://szdzz.zbase.cn//File/huikan/202608062052108743.png","东莞市军康电子科技有限公司","16C28","铝电解电容器"
"https://www.elexcon.com/en/zsxq?id=371","https://szdzz.zbase.cn//File/huikan/202608061648055540.jpg","深圳豪杰创新电子有限公司","16A16","全系列NAND FLASH 闪存产品：专业存储系列（M.2 NVMe PCIe Gen 5×4 SS..."
"https://www.elexcon.com/en/zsxq?id=332","https://szdzz.zbase.cn//File/huikan/202608031022047418.png","安徽华迅科技有限公司","16B08","安徽华迅科技有限公司消费级存储产品涵盖SSD、TF卡及LPDDR4三大类。SSD按接口分为SATA和..."
"https://www.elexcon.com/en/zsxq?id=369","https://szdzz.zbase.cn//File/huikan/202608051544539144.png","深圳市庭锋五金制品有限公司","16D37","五金螺丝、弹簧、车削件、冲压弹片、压铆系列等紧固件"
"https://www.elexcon.com/en/zsxq?id=368","https://szdzz.zbase.cn//File/huikan/202608051514482066.png","珠海凌烟阁芯片科技有限公司","16B20","1. 芯片设计服务；2. 芯片量产服务；3. AI场景方案落地服务"
"https://www.elexcon.com/en/zsxq?id=367","https://szdzz.zbase.cn//File/huikan/202508061521162107.jpg","深圳中电港技术股份有限公司","16C62","BMS、工业电子解等决方案"
"https://www.elexcon.com/en/zsxq?id=365","https://szdzz.zbase.cn//File/huikan/202608051004377535.jpg","东晶电子金华有限公司","16C05","东晶电子石英谐振器、石英振荡器、热敏晶体、差分晶振、音叉晶振等晶体系列产品应用在汽车电子低空飞行 、..."
"https://www.elexcon.com/en/zsxq?id=302","https://szdzz.zbase.cn//File/huikan/202607241616135755.png","东莞市盟拓智能科技有限公司","14C85","前一：Mini&Micro-LED检测设备系列前二：SMT专用检测设备系列前三：泛用视觉方案"
"https://www.elexcon.com/en/zsxq?id=366","https://szdzz.zbase.cn//File/huikan/202508131339046657.jpg","上海贺利氏工业技术材料有限公司","14C50","先进印刷方案实现晶圆凸点工艺Flip-Chip & 2.5DD 互连应用支持面向5G射频电磁屏蔽应..."
"https://www.elexcon.com/en/zsxq?id=364","https://szdzz.zbase.cn//File/huikan/202506121014379427.png","深圳市芯控源电子科技有限公司","16D49","硅基功率MOSFET、IGBT/FRD、SiC MOSFET"
"https://www.elexcon.com/en/zsxq?id=356","https://szdzz.zbase.cn//File/huikan/202608041352189622.png","深圳市拓普微科技开发有限公司","16A01","液晶显示模块，TFT彩屏，智能显示模块"
"https://www.elexcon.com/en/zsxq?id=363","https://szdzz.zbase.cn//File/huikan/202608041721586793.png","岑科科技（深圳）集团有限公司","16E15-A2","一体成型电感，组装大电流，POC电感，铜瓷共烧、网络变压器 、绕线共模电感"
"https://www.elexcon.com/en/zsxq?id=355","https://szdzz.zbase.cn//File/huikan/202608041319073038.png","万芯半导体（宁波）有限公司","16D26","主营：晶圆和功率器件。选型推荐：典型应用-BMS选型推荐 ：3~8串 ——WX012N04LL、WX..."
"https://www.elexcon.com/en/zsxq?id=362","https://szdzz.zbase.cn//File/huikan/202608041710312833.png","深圳市捷龙存储科技有限公司","16B33","主营 CAPLINK 捷龙品牌全系列存储产品，包含：2.5 英寸固态硬盘、M.2 NVMe/SATA..."
"https://www.elexcon.com/en/zsxq?id=352","https://szdzz.zbase.cn//File/huikan/202608041135449042.png","愛浦(香港)電子科技有限公司","16D36","AC-DC模块电源，DC-DC模块电源，砖型模块电源，隔离收发模块电源"
"https://www.elexcon.com/en/zsxq?id=360","https://szdzz.zbase.cn//File/huikan/202507281048437001.png","湖南华晟电通科技有限公司","16C46","扁线一体成型电感，双拼一体数字功放电感，转移注塑成型电感，高频绕线电感，贴片共模电感，铜铁共烧电感，..."
"https://www.elexcon.com/en/zsxq?id=359","https://szdzz.zbase.cn//File/huikan/202608041615250293.png","深圳市模量科技有限公司","16E27","MoGlo数采手套：模量科技全新自研数采手套，感知点覆盖手掌及五指关键区域，凭借超高空间分辨率与灵敏..."
"https://www.elexcon.com/en/zsxq?id=313","https://szdzz.zbase.cn//File/huikan/202506261208560730.png","广州市星翼电子科技有限公司","16D30","STM32系列开发板、Linux开发板、FPGA开发板、智能烙铁、示波器、电源、焊台、热风枪、加热台..."
"https://www.elexcon.com/en/zsxq?id=358","https://szdzz.zbase.cn//File/huikan/202608041558579911.png","韬睿（上海）计算机科技有限公司","16A06","嵌入式处理器模块、单板计算机、相关的载板和外围配套设备"
"https://www.elexcon.com/en/zsxq?id=295","https://szdzz.zbase.cn//File/huikan/202607170944410456.png","进工贸易（上海）有限公司","16A71","1.高精度薄膜贴片电阻器 URG系列、RG系列、RGT系列、RGV系列、RS系列、PRG系列、HRG..."
"https://www.elexcon.com/en/zsxq?id=315","https://szdzz.zbase.cn//File/huikan/202607290853265620.png","苏州苏纳光电股份有限公司","16C02","硅透镜、硅电容、光栅、硅IPD"
"https://www.elexcon.com/en/zsxq?id=354","https://szdzz.zbase.cn//File/huikan/202608041411584885.png","广州立功电子科技有限公司","16C25","公司拥有芯片增值分销、软硬件定制解决方案两大核心业务：一方面提供 MCU、电源、传感等全品类元器件分..."
"https://www.elexcon.com/en/zsxq?id=340","https://szdzz.zbase.cn//File/huikan/202608031147376791.png","芯驿电子科技（上海）有限公司","16A49","主营FPGA技术方案和车载智能产品，拥有ALINX、EYEX、AUMO三大品牌。ALINX 品牌专注..."
"https://www.elexcon.com/en/zsxq?id=348","https://szdzz.zbase.cn//File/huikan/202608041007177997.png","无锡舜铭存储科技有限公司","16C16","公司主营各种FRAM产品，包括独立式I2C、SPI接口的FRAM存储器产品和FRAM IP产品。FR..."
"https://www.elexcon.com/en/zsxq?id=353","https://szdzz.zbase.cn//File/huikan/202507101514444734.png","广州圣科萨防雷科技有限公司","16A03","电源浪涌保护器、通信浪涌保护器、雷电研究设备、雷电预警、陶瓷气体放电管、接地关联产品、航空障碍灯、防..."
"https://www.elexcon.com/en/zsxq?id=351","https://szdzz.zbase.cn//File/huikan/202508041919100513.jpg","速显微电子科技有限公司","16C40","液晶显示控制芯片及系统"
"https://www.elexcon.com/en/zsxq?id=305","https://szdzz.zbase.cn//File/huikan/202507141600340863.png","宇瞻科技股份有限公司","16B25","工业级内存条、工业级固态硬盘、工业级存储卡"
"https://www.elexcon.com/en/zsxq?id=346","https://szdzz.zbase.cn//File/huikan/202507281129455194.jpg","深圳市科达嘉电子有限公司","16D21","公司自主研发生产的大电流电感、一体成型电感、数字功放电感、共模电感等产品广泛应用于汽车电子、工业控制..."
"https://www.elexcon.com/en/zsxq?id=347","https://szdzz.zbase.cn//File/huikan/202608040957580275.jpg","安徽省富捷电子科技有限公司","16A17","核心主营：贴片电阻、合金电阻、MOSFET、二极管、三极管、 MLCC电容等的全系列产品矩阵。"
"https://www.elexcon.com/en/zsxq?id=345","https://szdzz.zbase.cn//File/huikan/202608031949593163.png","芯北电子科技（南京）有限公司","16A13","芯北电子科技（南京）有限公司是一家专注电力领域市场的芯片研发及销售的公司，深耕电力领域市场多年，专注..."
"https://www.elexcon.com/en/zsxq?id=344","https://szdzz.zbase.cn//File/huikan/202608032007058646.png","深圳市永诚创科技有限公司","16E30","散热风扇 高防护风扇 车规风扇 超静音风扇 定制风扇 无刷直流风扇 IP68风扇 鼓风机 离心风扇"
"https://www.elexcon.com/en/zsxq?id=343","https://szdzz.zbase.cn//File/huikan/202608031800468508.jpg","广东中科微精光子制造科技有限公司","16D60","连接器激光精密焊接设备，连接器精密切割设备，PCB分板设备，光模块PCB精密切割设备"
"https://www.elexcon.com/en/zsxq?id=342","https://szdzz.zbase.cn//File/huikan/202608031703023501.jpg","东莞市金华电子有限公司","16D03","保险丝，气体放电管，TVS，ESD"
"https://www.elexcon.com/en/zsxq?id=330","https://szdzz.zbase.cn//File/huikan/202608031030427192.jpg","武汉三乐益电子有限公司","16A07","本公司专注于电子磁性元器件的研发、制造与销售，核心产品包括模压功率电感、共模电感、表面贴装型铁氧体扼..."
"https://www.elexcon.com/en/zsxq?id=341","https://szdzz.zbase.cn//File/huikan/202506121607039278.png","研华科技","16A42","边缘智能和研华工业云平台为核心的物联网软硬件解决方案包括但不限于工业板卡、工控机、边缘AI推理系统、..."
"https://www.elexcon.com/en/zsxq?id=339","https://szdzz.zbase.cn//File/huikan/202608031615151895.png","上海鸫善电源技术有限公司","16D19","AC-DC电源模块；DC-DC转换器；AC-DC PFC模块"
"https://www.elexcon.com/en/zsxq?id=297","https://szdzz.zbase.cn//File/huikan/202607171412495891.png","深圳华强实业股份有限公司","16B16","综合性电子元器件交易及交易服务平台"
"https://www.elexcon.com/en/zsxq?id=338","https://szdzz.zbase.cn//File/huikan/202508011623328378.png","南京江智科技有限公司","16B22","工规、车规功率MOS、IGBT、SIC MOS、SJ MOS，分立器件：二极管ESD、TVS、三极管"
"https://www.elexcon.com/en/zsxq?id=337","https://szdzz.zbase.cn//File/huikan/202608031450174064.png","比昂芯科技","16E06","BSim系统级电路仿真软件BSim 是比昂芯科技自主研发的高精度电路仿真工具，内置增强版SPICE与..."
"https://www.elexcon.com/en/zsxq?id=336","https://szdzz.zbase.cn//File/huikan/202608031337071126.jpg","璞致电子科技（上海）有限公司","16A20","FPGA核心板，FPGA开发板，软件无线电，配件子卡，射频子卡,国产FPGA核心板，国产FPGA开发..."
"https://www.elexcon.com/en/zsxq?id=335","https://szdzz.zbase.cn//File/huikan/202608031359089913.png","北京理工雷科电子信息技术有限公司","16B19","智算平台业务聚焦智能计算、信号处理与信息采集三大方向：智能计算：基于国产化技术，以“打造自主可控的算..."
"https://www.elexcon.com/en/zsxq?id=334","https://szdzz.zbase.cn//File/huikan/202608031351520079.png","深圳市奥宇达电子有限公司","16D45","CCTA品牌专业从事生产销售-石英晶振、谐振器、有源钟振、声表晶振、时钟晶振的国家高新技术企业。公司..."
"https://www.elexcon.com/en/zsxq?id=300","https://szdzz.zbase.cn//File/huikan/202607230852399674.png","功得电⼦工业股份有限公司","16D13","芯片熔断器/表面贴装式熔断器/超小型熔断器/轴向引线&管式熔断器/电力熔断器"
"https://www.elexcon.com/en/zsxq?id=333","https://szdzz.zbase.cn//File/huikan/202608031139327927.png","深圳市京泉华科技股份有限公司","16E25","磁性器件，车载器件，电源类产品"
"https://www.elexcon.com/en/zsxq?id=311","https://szdzz.zbase.cn//File/huikan/202607291140177450.png","东莞艾芙司电子有限公司","16B03","保险丝、PPTC自恢复保险丝、 热敏电阻、"
"https://www.elexcon.com/en/zsxq?id=331","https://szdzz.zbase.cn//File/huikan/202507271038203477.png","广东厚为电子有限公司","16B18","公司主要汽车、通讯、轨道交通、医疗器械等领域提供精密冲压产品和精密注塑产品以及成品的装配。"
"https://www.elexcon.com/en/zsxq?id=328","https://szdzz.zbase.cn//File/huikan/202608031016454583.png","广州市九芯电子科技有限公司","16C72","语音芯片，MP3音乐芯片，语音识别芯片"
"https://www.elexcon.com/en/zsxq?id=327","https://szdzz.zbase.cn//File/huikan/202507291427471119.jpg","广东微容电子科技股份有限公司","14A60","超微型、高耐温、高耐压、射频类、车规级、高容量贴片陶瓷电容器"
"https://www.elexcon.com/en/zsxq?id=326","https://szdzz.zbase.cn//File/huikan/202508011358497642.jpg","安勤计算机应用科技（上海）有限公司","16D55","单板计算机、计算机用功能测试电路板及其零组件与系统产品、计算机平板电脑、嵌入式电脑、电子设备……"
"https://www.elexcon.com/en/zsxq?id=325","https://szdzz.zbase.cn//File/huikan/202508011106124076.png","广东今凯电子科技有限公司","16C07","功率电感：NR系利磁胶功率电感、NRS系列合金磁胶功率电感、MD系列一体成型功率电感、CKD贴片功率..."
"https://www.elexcon.com/en/zsxq?id=323","https://szdzz.zbase.cn//File/huikan/202607311816336645.png","西普尔电子（东莞）有限公司","16C19","主营业务：磁性元件、EMC电磁兼容元件、高频变压器及无线电力传输解决方案的研发、制造与销售。产品介绍..."
"https://www.elexcon.com/en/zsxq?id=322","https://szdzz.zbase.cn//File/huikan/202607311747353074.png","厦门码灵半导体技术有限公司","16D39","公司致力于工业级嵌入式处理器、微控制器及工业以太网EtherCAT芯片的开发和销售。产品主要面向工业..."
"https://www.elexcon.com/en/zsxq?id=321","https://szdzz.zbase.cn//File/huikan/202607311728006737.png","深圳市亿卓电子有限公司","16D61","工控类PCB电路板、医疗器材类PCB电路板、FPC柔性电路板、通信类PCB电路板、汽车类PCB电路板..."
"https://www.elexcon.com/en/zsxq?id=320","https://szdzz.zbase.cn//File/huikan/202507281140193534.jpg","东莞市宇熙精密连接器有限公司","16A46","排针 排母 简牛 牛角 汽车连接器 wafer连接器 圆孔排针排母 POGOPIN连接器 IDC 等"
"https://www.elexcon.com/en/zsxq?id=319","https://szdzz.zbase.cn//File/huikan/202607311720112188.png","深圳市德明利技术股份有限公司","16A50","AI算力存储：企业级SSD、企业级DIMM等嵌入式存储：eMMC、UFS、LPDDR、ePOP等AI..."
"https://www.elexcon.com/en/zsxq?id=318","https://szdzz.zbase.cn//File/huikan/202508051831568409.jpg","上海灵动微电子股份有限公司","16C36","32位MCU产品及解决方案"
"https://www.elexcon.com/en/zsxq?id=317","https://szdzz.zbase.cn//File/huikan/202507161640474469.png","上海贝岭股份有限公司","16E03","上海贝岭产品涵盖电源管理、功率与驱动、智能计量及系统集成类产品、高端模拟、标准品等产品类别。"
"https://www.elexcon.com/en/zsxq?id=298","https://szdzz.zbase.cn//File/huikan/202607171539034469.png","深圳市金胜电子科技有限公司","16D40","深圳市金胜电子科技有限公司依托自主研发能力、智能制造体系及全流程质量管控，支持OEM/ODM定制，为..."
"https://www.elexcon.com/en/zsxq?id=316","https://szdzz.zbase.cn//File/huikan/202607301430214849.png","深圳市新永利电子有限公司","16C13-A","公司主营MLCC多层片式陶瓷电容，拥有多家国产品牌正规代理资质，代理品牌包括芯声、信维、昀冢等优质国..."
"https://www.elexcon.com/en/zsxq?id=312","https://szdzz.zbase.cn//File/huikan/202506251024227711.png","深圳扬兴科技有限公司","16D62","公司主营产品包括晶振、可编程振荡器、（VC）TCXO、三级钟、锁相环芯片、实时时钟芯片、时钟发生器和..."
"https://www.elexcon.com/en/zsxq?id=310","https://szdzz.zbase.cn//File/huikan/202607281552288569.png","深圳市新瑞科技有限公司","16D27","线束、连接器、定制五金件"
"https://www.elexcon.com/en/zsxq?id=307","https://szdzz.zbase.cn//File/huikan/202506201511055612.jpg","创意电子有限公司","16A43","KOA精密电阻、CHEMI-CON铝电解电容、iC-haus编码器iC及激光驱动iC、TE工业连接器..."
"https://www.elexcon.com/en/zsxq?id=309","https://szdzz.zbase.cn//File/huikan/202507291708034232.png","深圳市步步精科技有限公司","16B70","USB Type- C 连接器、I/O 连接器、开关、线对板连接器、板对板连接器、汽车线束、集成线束..."
"https://www.elexcon.com/en/zsxq?id=308","https://szdzz.zbase.cn//File/huikan/202607281342364526.png","中山市汉仁电子有限公司","16C01","RJ45连接器，网络变压器，变压器，电感，DC/DC电源模块等磁性元器件"
"https://www.elexcon.com/en/zsxq?id=306","https://szdzz.zbase.cn//File/huikan/202607271803337326.png","青岛本原微电子有限公司","16C71","基于RISC-V架构开展DSP内核、SoC芯片和解决方案设计，面向工业控制、新能源、电动汽车、家电和..."
"https://www.elexcon.com/en/zsxq?id=303","https://szdzz.zbase.cn//File/huikan/202607271435550916.png","东莞市纳百智造技术有限公司","15B91","钣金件，机加件"
"https://www.elexcon.com/en/zsxq?id=301","https://szdzz.zbase.cn//File/huikan/202507231607512765.jpg","深圳市硕凌电子科技有限公司","16B17","排针排母、航空连接器、车载专用接插件、板对板/线对板连接器、定制线束等系列产品"
"https://www.elexcon.com/en/zsxq?id=299","https://szdzz.zbase.cn//File/huikan/202607211440576825.jpg","深圳市迈德迩半导体有限公司","16B35","eMMC , 2.5"" SATA 固态硬盘， PCIe 3.0 SSD 2242&2280,PCIe..."
"https://www.elexcon.com/en/zsxq?id=291","https://szdzz.zbase.cn//File/huikan/202607151351533245.png","深圳市宇阳科技发展有限公司","16A45","【宇阳科技通用型C系列MLCC】【宇阳科技通用型HQC系列MLCC】【宇阳科技低损耗U系列MLCC】..."
"https://www.elexcon.com/en/zsxq?id=292","https://szdzz.zbase.cn//File/huikan/202508011710595732.png","深圳华芯星半导体有限公司","16B30","eMMC、UFS、TF卡、工业级SSD 、工业级和企业级BGA颗粒"
"https://www.elexcon.com/en/zsxq?id=296","https://szdzz.zbase.cn//File/huikan/202607171137434591.png","深圳市荣和美科技有限公司","16C85","电子元器件，集成电路"
"https://www.elexcon.com/en/zsxq?id=294","https://szdzz.zbase.cn//File/huikan/202607161325291489.jpg","深圳市信安半导体有限公司","16A48","场效应管"
"https://www.elexcon.com/en/zsxq?id=293","https://szdzz.zbase.cn//File/huikan/202506201109434410.png","东芯半导体股份有限公司","16C50","公司主营业务涵盖利基型存储芯片，包括SLC NAND Flash、NOR Flash 和DRAM 等..."
"https://www.elexcon.com/en/zsxq?id=290","https://szdzz.zbase.cn//File/huikan/202607131838329366.png","深圳市灿昇科技有限公司","14A61","电阻、电容、电感、电解电容、固态电容、超级电容、钽电容、分立器件、芯片、保护器件、压敏热敏、 晶体晶..."
"https://www.elexcon.com/en/zsxq?id=289","https://szdzz.zbase.cn//File/huikan/202607131155519898.png","东莞市五盈电子有限公司","16D48","带灯轻触开关、金属开关、按钮开关、按键开关、轻触开关、插座"
"https://www.elexcon.com/en/zsxq?id=287","https://szdzz.zbase.cn//File/huikan/202506241636308265.png","广东伊帕思新材料科技有限公司","16E05","IC封装基板、LED封装基板、Mini&Micro LED显示类基板、高速FR4基板、FR4基板、E..."
"https://www.elexcon.com/en/zsxq?id=285","https://szdzz.zbase.cn//File/huikan/202607091034235710.png","深圳市江山来电子制造有限公司","16B01","直流风扇，直流鼓风机，增压风扇及非标风扇"
"https://www.elexcon.com/en/zsxq?id=286","https://szdzz.zbase.cn//File/huikan/202507031539302737.jpg","深圳市创豪欣电子科技有限公司","16B09","排针、排母、USB、TYPE-C、开关、针座、POGO-PIN等"
"https://www.elexcon.com/en/zsxq?id=284","https://szdzz.zbase.cn//File/huikan/202607090835460825.png","厚声电子工业有限公司","16A15","集团总部位于江苏昆山，在昆山、深圳、厦门与东南亚（泰国）等地拥有专业的电阻研发团队、制造工厂及响应国..."
