"card-image href","logourl src","card-title","card-title 3","ExhList_Desc","info-item 2","info-item 3","info-item 4","info-item 5","info-item 6","info-item 7","info-item 8","info-item 9","info-item 10"
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/485982/century-food-company-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260187620260715095109053Company.png","Century Food Company Limited","Century Food Company Limited","Century Food Company Limited is a wholly owned subsidiary of a Canadian company listed on the TSX. We are keen on sourcing Quality food products from around the world for Hong Kong, Macau, and the Asia Pacific. We are currently carrying No.1 Egg & Sausage from Australia, Iberico and Olive Pork from Spain and Processed Foods from Taiwan.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-B01","Category:","Eggs / Egg Products, Canned / Processed Meat, Chilled / Frozen Meat, Eggs / Egg Products, Canned / Processed Meat,","Chilled / Frozen Meat, Beef & Beef Products, Pork & Pork Products","etc..."
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/490635/champion-group-international-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260025920260724162021278Company.jpg","Champion Group International Limited","Champion Group International Limited","Champion Group, established in 1994, is a Hong Kong-based provider of integrated cleaning and hygiene solutions with over 30 years of experience. Serving sectors such as F&B, hospitality, property management, healthcare, and education, the Group operates two international production facilities and delivers end-to-end services from R&D to after-sales support.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5F-D21","Category:","Cleaning / Maintenance Equipment","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/485999/charming-international-(hk)-group-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260359220260708160041944Company.jpeg","Charming International (HK) Group Limited","長明國際（香港）集團有限公司","Hidee under Changming Int'l boasts 31 years in aquaculture with a full industrial chain & 3,000-acre farms. HACCP certified, we supply seafood & ready meals exported to 50+ countries, welcoming global partners for cooperation.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-D21","Category:","Juices & Concentrates, Health / Organic Drinks, Frozen Seafood, Tartlet / Pastry / Pie / Pastry Products, Soup,","Beans & Bean Products, Fresh Fruits & Vegetables, Organic Fruits & Vegetables, Noodles, Health / Natural / Organic Food, Abalone, Beef & Beef Products, Pork & Pork Products, Poultry & Poultry Products","etc..."
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486024/cheung-tai-hong-foods-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK2026017252026071316184476Company.JPG","Cheung Tai Hong Foods Limited","祥泰行食品有限公司","Established in 1948, Cheung Tai Hong Foods Limited aims to provide quality food stuff and service to food caterers, wholesalers and retailers. Apart from our private  brands “Unique Taste” MSG, we are the official partners of Singaporean” Tee Yih Jian” and “Ajinomoto”. Furthermore, we now provide the high-quality  Korean  Frozen Seafood and Grocery.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-A21","Category:","Canned / Processed Meat, Canned / Processed Seafood, Chilled / Frozen Meat, Frozen Seafood, Herbs / Spices / Seasonings,","Sauces / Dressings, Bread & Pizzas, Cakes & Waffles, Instant Food, Noodles, Abalone, Chilled / Frozen Meat, Pork & Pork Products, Poultry & Poultry Products, Japanese Wine","etc..."
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486022/continental-clean-tech-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK2026033482026072210302641Company.png","Continental Clean Tech Limited","Continental Clean Tech Limited","CCTL 洗碗博士 professional Commercial DishWashing Manufacturer designs-manufactures: Under-Counter, Door, Basic Conveyor, and Conveyor with built-in Pre-wash Dishwashers in CCTL’s quality DongGuan factory. 
CCTL Dishwashers hold international patents for Energy Saving, Iot, Intelligent Control, Safety design… and are approved by the Hong Kong Government HKFED. We OEM, ODM, manufacture, sell, and lease Commercial DishWashers.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5F-F15","Category:","Dishwasher","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486045/cooking-mission","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260460620260711110238579Company.jpg","Cooking Mission","Cooking Mission","Cooking Mission specializes in high-quality pastry, semi-finished, and ready-to-eat foods, operating under ISO-22000 and HACCP standards. With expertise across Asian and Western cuisines, we provide Central Kitchen, OEM, and ODM services. Our certified Hong Kong facility delivers innovative, safe, and delicious products, helping partners save costs, streamline operations, and enhance hospitality.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-E13","Category:","Canned / Processed Meat, Sauces / Dressings, Biscuits & Crackers, Cakes & Waffles, Tartlet / Pastry / Pie / Pastry Products,","Ready Meals, Soup, Pasta","etc..."
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486040/delta-pyramax-company-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK2026016432026070312534475Company.png","DELTA PYRAMAX COMPANY LIMITED","佳澤科技有限公司","Delta Pyramax promotes sustainability with eco-friendly kitchen equipment. They focus on energy efficiency, reducing waste, and using sustainable materials. Their innovative technologies include effective ""Green Kitchen"" food waste management, biological FOG (Fat, Oil, and Grease) solutions, and advanced hot food holding equipment like Flexeserve, which maintains consistent temperatures and reduces food waste, making kitchens greener and more efficient.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5F-F16","Category:","Extractors, Food Holding & Warming Equipment, Buffet & Display Equipment, Cleaning / Maintenance Equipment, Waste Management,","Buffet & Display Equipment, Cleaning Products and Accessories, Cleaning / Maintenance Equipment, Environmental Protection Engineering & Waste Reduction, Housekeeping Supplies & Services, Laundry Equipment & Supplies, Furniture and Fittings (Outdoor), Furniture and Fittings (Indoor), Access Management & Supplies","etc..."
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486037/easy-printing-network-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260346720260724145001423Company.png","Easy Printing Network Limited","Easy Printing Network Limited","PackLab by JoinPrint aims to provide custom eco-friendly takeaway packaging and other printing services to restaurants, brands, and groups of all sizes.
Packlab owns and runs their factory in Dongguan, headquarted in Hong Kong.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5F-E11","Category:","Packaging Equipment / Materials, Coffee Supplies & Accessories, Disposables, Tabletop, Data Processing,","Accounting / Billing Systems, Retail Solutions, Flatware, Silverware, Biodegradable Kitchenware, Sustainable Products","etc..."
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/493847/easystore-commerce-sdn-bhd--taiwan-branch","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260463620260724100633834Company.png","EasyStore Commerce Sdn Bhd, Taiwan Branch","馬來西亞商易市多有限公司台灣分公司","We are passionate about helping businesses achieve their full potential. Our solution unifies your online and offline business, increasing efficiency and reducing cost.","TAIWAN,CHINA","Hall No.:","Hall 5FG","Stand No.							 	:","5F-C16","Category:","Point-of-Sales and Related Systems, Retail Solutions, Mobile Apps & Website Solutions, E-Commerce Solution","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/485997/eat-the-kiwi","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260217420260716103136061Company.png","EAT THE KIWI","EAT THE KIWI","Eat The Kiwi focused on finding the freshest and finest ingredients from across New Zealand, a country with a  worldwide reputation for its unspoilt natural environment, pure water supply, fertile soils, clean air and lush  pastures. Its ability to grow and nourish premium ingredients is something we are tremendously proud of.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-D28","Category:","Juices & Concentrates, Frozen Seafood, Sauces / Dressings, Jams & Spreads, Soup,","Yoghurt, Eggs / Egg Products, Dried Fruits, Cereals & Cereal Products, Fresh Seafood, Chilled / Frozen Meat, Beef & Beef Products, Wagyu, Lamb & Lamb Products, Poultry & Poultry Products","etc..."
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/485981/eats365-hong-kong-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260319120260707161533184Company.png","Eats365 Hong Kong Limited","Eats365 Hong Kong Limited","Founded in 2014, Eats365 is a leading cloud-based F&B technology platform serving over 10,000 restaurants across 34 markets with a scalable iPad POS and modular ecosystem. From self-ordering modules to integrated local payment gateways, their comprehensive solutions empower restaurants to build tailored solution that completely streamline operations, eliminate human errors, and scale effortlessly as business grows.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5F-D01","Category:","Point-of-Sales and Related Systems, Retail Solutions, Mobile Apps & Website Solutions","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486054/ebara-foods-hong-kong-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260178620260710145659703Company.jpg","Ebara Foods Hong Kong Limited","荏原食品香港有限公司","We have a long history of reading people's needs accurately, and developing highly original products using modern technology and fresh perspectives to bring you new meal ideas.
At Ebara foods, we will continue to provide a new kind of goodness that supports the foundations of the food service industry with the kind of ""exciting taste sensation"".","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-D15","Category:","Sauces / Dressings","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/485995/eco-park-holdings-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260040320260714114205131Company.jpg","Eco-Park Holdings Limited","Eco-Park Holdings Limited","Established in 2005, Eco-Park own a 600,000 sq. ft facility. We wholesale and supply high-quality Water-based coating and Bagasse takeaway tableware. All goods can meet the recyclability percentage standard require by the HKSAR Green Platform. ISO, FSC, GB and EU。","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5F-C21","Category:","Packaging Equipment / Materials, Disposables, Biodegradable Kitchenware, Recycled Papers, Compostable Bowls / Cutlery / Plates","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/493849/elite-fresh-food-company-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260239720260729124311961Company.png","Elite Fresh Food Company Limited","Elite Fresh Food Company Limited","Since 1985, Elite Fresh Food Co. Ltd has been Hong Kong's trusted partner in food. Now family-run across three generations, we import and distribute premium Beef, Seafood, Dairy, and Pork worldwide, with exclusive partnerships including SRF, JA Wagyu, Hanwoo Korean Beef, and Isigny Ste Mère. Guided by trust, integrity, and quality, food is our passion and quality is our promise.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-A11","Category:","Coffee Beans / Grounds, Canned / Processed Seafood, Chilled / Frozen Meat, Frozen Seafood, Canned / Processed Meat,","Chilled / Frozen Meat, Beef & Beef Products, Wagyu, Cold Cut / Dried / Preserved Meat, Foie Gras, Lamb & Lamb Products, Pork & Pork Products, Poultry & Poultry Products, Cheese","etc..."
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486003/jit-foods-company-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260459620260731164243212Company.png","JIT Foods Company Limited","JIT Foods Company Limited","JIT Foods is a frozen food import company in Hong Kong. We import frozen meat and processed food directly from overseas origins and distribute in HK and Macau market.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-F16","Category:","Canned / Processed Meat, Canned / Processed Vegetables, Chilled / Frozen Fruits & Vegetables, Chilled / Frozen Meat, Instant Food,","Canned / Processed Meat, Chilled / Frozen Meat, Beef & Beef Products, Pork & Pork Products, Poultry & Poultry Products","etc..."
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/485989/kanezen-hong-kong-company-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260080220260703113136694Company.jpg","Kanezen Hong Kong Company Limited","Kanezen Hong Kong Company Limited","Kanezen Hong Kong Company Limited was established in July 2011.
Over the past 15 years, we have been committed to promoting Japanese food culture and bringing a variety of high-quality Japanese ingredients into Hong Kong to serve customers from all over Hong Kong.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-D01","Category:","Instant Coffee / Tea, Sauces / Dressings, Instant Food","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/487875/karoo-south-africa-(hk)-pty-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260400520260708124032145Company.png","Karoo South Africa (HK) PTY Limited","Karoo South Africa (HK) PTY Limited","","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-E01","Category:","Chilled / Frozen Meat, Beef & Beef Products, Wagyu, Lamb & Lamb Products","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/493846/king-sun-industrial-co---ltd-","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260082220260801123312777Company.jpeg","King Sun Industrial Co., Ltd.","King Sun Industrial Co., Ltd.","As one of Hong Kong’s leading disposable food container producers, The King Sun Industrial Company has operated successfully in Hong Kong for more than forty-six years. It offers a broad product range, including lunch and breakfast boxes, bowls, trays, and plant bagasse tableware, suited to all customer needs.","Hong Kong,S.A.R.,China","Stand No.							 	:","5F-E21","Category:","Disposables, Tabletop, Environmental Protection Engineering & Waste Reduction","","","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/503282/kolb-life-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260465620260817225037695Company.png","KOLB Life Limited","網煮有限公司","As a social enterprise, KOLB·LIFE upholds a production philosophy of no additives and implements strict quality control measures, producing over a hundred product skus. The products include Chinese and Western soups, care food, pet food, non-herbal beverages, and other food items.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5F-A25","Category:","Ready Meals, Soup, Health / Natural / Organic Food, Herbs & Herbal Products, Consultancy & Management,","Education / Institution / Training, Sustainable Products, Functional Foods & Drinks, Functional Drinks / Foods, Health Beverage","etc..."
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486039/lam-kie-yuen-tea-company-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260085520260618095343966Company.png","Lam Kie Yuen Tea Company Limited","林奇苑茶行有限公司","Lam Kie Yuen Tea Company was established in 1955 as a retailer, wholesaler of tealeaves. The shop endeavours to promote Chinese tea culture. It believes in making friends through tea gatherings and encourages customers to taste the tea before making any purchase. We also provide one-stop OEM service, which is suitable for suppliers of various catering groups.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-E07","Category:","Tea Bags, Tea Leaves, Tea Equipment,  Supplies & Accessories","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486020/lbs-corporation-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260366720260624174353202Company.png","LBS Corporation Limited","史偉莎集團","Founded in Hong Kong in 1998, LBS Group introduced professional restroom hygiene management concepts and technology to elevate hygiene standards. Now operating in over 30 cities across the Cross-strait four regions and Southeast Asia. We listen and analyze customer needs, continuously innovate, and provide “Total Hygiene Solutions” that meet diverse customer needs.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5F-E15","Category:","Cleaning / Maintenance Equipment, Waste Management, Cleaning Products and Accessories, Pest Control Services","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486050/long-river-seafood-trading-company-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260460420260727153040562Company.png","Long River Seafood Trading Company Limited","Long River Seafood Trading Company Limited","Long River is Hong Kong's newly established seafood supplier based in Aberdeen. Leveraging our direct global sourcing network, we continuously expand our horizons to deliver an exceptionally cost-effective line of premium products to restaurants and hospitality groups across the city.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-B06","Category:","Canned / Processed Seafood, Frozen Seafood, Abalone, Fresh Seafood","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486007/longo-enterprises-company-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260088320260618100433344Company.png","Longo Enterprises Company Limited","盈豐企業有限公司","Longo Enterprises leads the market, supplying premium beverage and baking ingredients. We closely track trends to source competitive, emerging products across Asia, including Taiwan, Japan, Korea, China, Thailand, Malaysia, and the Philippines. We also tailor bespoke, customized products for our clients.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5G-F26","Category:","Baking Supplies & Accessories, Tea Bags, Tea Leaves, Juices & Concentrates, Canned / Processed Fruits","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486027/luoxie-food-trading-(shanghai)-co---ltd-","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260460920260730160557943Company.jpg","Luoxie Food Trading (Shanghai) Co., Ltd.","Luoxie Food Trading (Shanghai) Co., Ltd.","Russian Crab (Vladivostok) harvests king & snow crab, a major live crab supplier to China.","CHINA","Hall No.:","Hall 5FG","Stand No.							 	:","5G-F01","Category:","Frozen Seafood, Fresh Seafood","",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486033/man-sang-envelope-manufacturing-company-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK2026035472026072212391692Company.jpg","Man Sang Envelope Manufacturing Company Limited","Man Sang Envelope Manufacturing Company Limited","Packaging Taste, Elevating Brands - Man Sang, established in 1981, transforms ideas into packaging that elevates the F&B experience. With dual production bases, we provide complete solutions - design, prototyping, printing, and logistics, ensuring every box, label, and gift set reflects innovation, taste, and trust.","Hong Kong,S.A.R.,China","Hall No.:","Hall 5FG","Stand No.							 	:","5F-E23","Category:","Packaging Equipment / Materials, Packaging Equipment / Materials, Gifts & Souvenirs, Hotel & Guestroom Amenities, Commercial Design,","Stationery made from Recycled materials, Design / Project Management","etc..."
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/502530/master-concept-(hong-kong)-limited","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260465420260818100905412Company.png","Master Concept (Hong Kong) Limited","思想科技（香港）有限公司","","Hong Kong,S.A.R.,China","Stand No.							 	:","5F-B21","Category:","Automation, Data Processing, Retail Solutions, Consultancy & Management, E-Commerce Solution,","","Business Intelligence / Business Analytics / Management System, Communication & Information Technology Equipment & Supplies, Database Management / Database Marketing, Digital Marketing / Solution","etc...",""
"https://exhibitors.informamarkets-info.com/event/RBHK2026/en-US/exhibitor/486740/matterport-pte-ltd","https://oemfile.informamarkets-info.com/FileUpload/RBHK2026_44490/RBHK20260461620260624154701506Company.png","Matterport Pte Ltd","Matterport Pte Ltd","Matterport, a CoStar Group company, is the global leader in 3D spatial data and digital twin technology. Its AI-powered platform transforms physical spaces into immersive, dimensionally accurate virtual experiences — helping retailers enhance remote store design, operations management, and customer engagement. With over 41 billion square feet digitized across 178 countries, Matterport is redefining how retail spaces are experienced.","SINGAPORE","Hall No.:","Hall 5FG","Stand No.							 	:","5F-C26","Category:","Automation, Retail Solutions, Computer Hardware / Technology Services, Commercial Design, Advertising / Branding,","Design / Project Management, Display / Visual Merchandising / POP Marketing, Shop Fitting / Fixture, Communication & Information Technology Equipment & Supplies, Digital Marketing / Solution, Inventory / Logistic / Supply Chain Management","etc..."
