"col-md-3 href","product-imgSize src","titleHover","col-3","text-dark","text-muted","text-dark 2","text-muted 2","text-dark 3","mb-2","ellipsis2","Border_fav"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213485","https://www.chanchao.com.tw/exhibitorservicefiles/logo/130048_213485_B.jpg","TAIWAN ORIENTAL MOTOR CO., LTD.","10
                          Product(s)","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","N414","Oriental Motor began with handmade motors in 1885 and we aim to carry on working on all kinds of ""Motion"" in the world, such as AC Motors, Speed Control, Position Control, Mechanical Motion and Thermal Management requirements.Oriental Motor's sales and service network is international, with offices throughout North America, Europe and Asia.","5"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=216031","https://www.chanchao.com.tw/exhibitorservicefiles/logo/110471_216031_B.jpg","AUROTEK CORPORATION.","","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","M204","Leader in Automation and Robotics Solutions Integration
With years of experience in automation integration, Aurotek specializes in the precision technology industry, focusing on cross-brand intelligent integration. By combining world-class robotic technologies from multiple countries, we provide customized end-to-end solutions spanning manufacturing, logistics, and service sectors. Our solutions address the pain points of various industries, empowering businesses to achieve efficient automation.","10"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213423","https://www.chanchao.com.tw/exhibitorservicefiles/logo/131345_213423_B.jpg","TAIWAN CHELIC CO., LTD.","","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","J606","Founded in 1986 and celebrating 40 years in 2026, CHELIC specializes in fluid technology, automation, and pneumatic components. 
We provide solutions for semiconductor, AI server, electronics manufacturing, automation equipment, and smart factory applications.
CHELIC develops smart fluid sensing and energy-saving technologies to improve productivity and support sustainable manufacturing. With overseas subsidiaries and global service networks, we provide OEM/ODM services worldwide.","2"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213426","https://www.chanchao.com.tw/exhibitorservicefiles/logo/249438_213426_B.jpg","THK TAIWAN CO., LTD.","","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","M136","Our company name ""THK"" stands for "" Toughness,"" "" High Quality,"" and "" Know-how."" We aim to contribute to the improvement of society and development of industry by focusing on these three principles in our technology development and product manufacturing processes. On this site, we will take the opportunity to introduce a variety of technologies and products that we have developed.","3"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213521","https://www.chanchao.com.tw/exhibitorservicefiles/logo/112387_213521_B.webp","TOYO AUTOMATION CO., LTD.","6
                          Product(s)","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","M120","Founded in 2000, TOYO Automation Co., Ltd. is a Taiwan-based automation solution provider specializing in linear motion and smart automation applications. Its product portfolio includes linear motion modules, electric actuators, linear motor modules, Cartesian robots, humanoid robot joint modules, muscle actuators, and nano air-bearing positioning systems. TOYO also represents industrial and collaborative robots, offering customers one-stop automation solutions. With in-house capabilities in key components such as motor drivers, motion controllers, guide rails, ball screws, and nano air-bearing systems, the company enhances cost control, delivery efficiency, and customization flexibility. In addition to its Taiwan production base, TOYO has manufacturing sites in Fukuoka, Suzhou, and Korea, with production lines in Thailand and Sweden to strengthen global supply chain responsiveness.","8"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=214166","https://www.chanchao.com.tw/exhibitorservicefiles/logo/290404_214166_B.jpg","NEXAIOT CO., LTD.","10
                          Product(s)","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","M220","NexAIoT Co., Ltd. was incorporated in 2014 and is a subsidiary of NEXCOM Group to commit to delivering Industry 4.0 total solutions to clients globally, which includes iAutomation (Level 1), M2M Gateway (Level 2), IoT Edge (Level 3) and Cloud-based Enterprise War Room (Level 4) of the Industrial IoT ecosystem which is a total solution for Industry 4.0 based on an open architecture and industry cloud-based SCADA System.","12"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=215274","https://www.chanchao.com.tw/exhibitorservicefiles/logo/267080_215274_B.webp","MOXA INC.","10
                          Product(s)","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","M106","Moxa is a leading provider of edge connectivity, industrial computing, and network infrastructure solutions for enabling connectivity for the Industrial Internet of Things. With over 35 years of industry experience, Moxa has connected more than 118 million devices worldwide and has a distribution and service network that reaches customers in more than 87 countries.","5"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213500","https://www.chanchao.com.tw/exhibitorservicefiles/logo/110511_213500_B.jpg","ADVANTECH CO., LTD.","8
                          Product(s)","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","L418","Advantech’s corporate vision is to enable an intelligent planet. The company is a global leader in the fields of IoT intelligent systems and embedded platforms. To embrace the trends of IoT, big data, and artificial intelligence, Advantech promotes IoT hardware and software solutions with the Edge Intelligence WISE-PaaS core to assist business partners and clients in connecting their industrial chains.","11"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213424","https://www.chanchao.com.tw/exhibitorservicefiles/logo/211024_B.jpg","SYNTEC TECHNOLOGY CO., LTD.","","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","M236","Under the global industry 4.0 trend, LEANTEC comes into being in response to the high-mix low-volume production mode! As SYNTEC's subsidiary, LEANTEC features robotic arm and cloud service as the core competency. Conforming to the ever-changing situation of the global industry, LEANTEC develops multi-functional intelligent products and application services, which aims at providing complete solutions and realizes the vision of intelligent manufacture and smart factory.","4"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213429","https://www.chanchao.com.tw/exhibitorservicefiles/logo/133663_213429_B.jpg","O-DEAR INTERNATIONAL CORP.","9
                          Product(s)","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","N406","O-DEAR products
  1. Supports five types of network communication - five-network terminals
      a.CC-Link IE Field Basic
      b.Profinet
      c.EtherCAT
      d.EtherNet/IP
      e.MODBUS-TCP/IP and other functions.
  2.CC-LINK communication terminal
  3. Magic colorometer concept, speed up wiring to save man-hours
  4.RELAY output terminal
  5. Power management series (power distributor, power management system)
  6. Servo, motor connection wire and terminal table","3"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213480","https://www.chanchao.com.tw/exhibitorservicefiles/logo/112288_213480_B.jpg","MACNICA GALAXY INC.","8
                          Product(s)","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","L810","茂綸股份有限公司宣布將參與「2026台北自動化工業大展」！今年，茂綸將首度與安馳科技以Macnica集團名義聯合參與展出。聚焦智慧製造與AI雲端運算領域，於8/19至8/22南港展覽館一館4樓L810攤位攜手亮相。
茂綸近年從半導體代理商逐步轉型為AI平台整合商，積極布局 AI、雲端運算、自動化與資安領域。以Semiconductor、System、Software、Security（4S）為核心業務架構，協助企業建構導入AI所需的基礎能力與應用環境。
歡迎貴賓蒞臨現場參觀，茂綸專業團隊皆能為您提供即時諮詢與深入介紹，共同探索產業自動化升級的新可能。","1"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213494","https://www.chanchao.com.tw/exhibitorservicefiles/logo/278709_213494_B.jpg","MACNICA ANSTEK INC.","","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","L810","Macnica Anstek Inc. (TWSE: 3528) as a professional electronic components distributor. Our distribute product line include ADI (Analog Device Inc.), AMD (FPGA), ITE, Mini-Circuits, Bourns, SiMA.ai, etc. The products applications cover AIoT, Smart medical, Automation Energy, Network Communication, Aerospace, Smart buildings, Instruments, Consumer, etc. We provide technical supporting for customers, therefore, Anstek is leading in industrial fields more than 20 years and focus on demand creation.","1"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=219725","https://www.chanchao.com.tw/exhibitorservicefiles/logo/213693_219725_B.jpg","JIDIEN CO., LTD.","","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","L408","Morden manufacturing isn't powered by a single technology.
It succeeds when motion control, machine vision, robotics, AI, and industrial software work together as one. 
JIDIEN brings togetther the right technologies to create complete automation solutions designed around your production process.
Because the true value of automation isn't found in individual products.
It's found in how they work together to create new possibilities.","6"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213483","https://www.chanchao.com.tw/exhibitorservicefiles/logo/291972_213483_B.jpg","KINGPRO-TECH CO., LTD.","","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","I332","Automated production line
Packing system
Automated packaging production line","0"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213434","https://www.chanchao.com.tw/exhibitorservicefiles/logo/172251_B.jpg","KEYENCE TAIWAN CO., LTD.","","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","","KEYENCE has steadily grown since 1974 to become an innovative leader in the development and manufacturing of industrial automation and inspection equipment worldwide. Our products consist of code readers, laser markers, machine vision systems, measuring systems, microscopes, sensors, and static eliminators.

Our innovative products not only meet current needs but also future customer requirements in the manufacturing and R&D sectors. We strive to anticipate the market’s future goals to provide tomorrow’s solution today.

At KEYENCE, we pride ourselves not only on our products, but on our support as well. Our customers benefit from working directly with our highly knowledgeable sales engineers who can help them solve applications and answer technical product questions quickly.","7"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213895","https://www.chanchao.com.tw/exhibitorservicefiles/logo/216020_213895_B.jpg","VST TAIWAN LTD.","","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","K616","We believe that it’s important to have a go for it attitude and try to catch the good waves of fortune in our lives.We specialize in developing and designing optical components in order to provide expert solutions for machine vision systems.Our client’s trust and satisfaction inspire our strive for continuous improvement.VST is situated in 15 overseas locations including America, Southeast Asia, and East Asia alongside 9 bases in Japan which makes it possible for our Speedy technical proposal.","2"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213973","https://www.chanchao.com.tw/exhibitorservicefiles/logo/108421_213973_B.jpg","SANYO DENKI TAIWAN CO., LTD.","3
                          Product(s)","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","I132","1. SANMOTION：Servo motor, Stepping motor, Closed Loop Stepping Systems, Linear Servo Systems, Motion Controller, Servo Systems with Industrial networks。
2. San Ace：DC Cooling Fan, High Static Pressure Fan, Wide Temperature Range Fan, Long Life Fan, Splash Proof Fan, Oil Proof Fan, Counter Rotating Fan, Blower, Centrifugal Fan, Reversible Flow Fan, ACDC Fan (Low Power Consumption & Long Life AC Fan), PWM controller, Pump
3. SANUPS：Uninterruptible Power Supply (UPS)","3"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=213974","https://www.chanchao.com.tw/exhibitorservicefiles/logo/250722_213974_B.jpg","QUADREP ELECTRONICS (TAIWAN) LTD.","4
                          Product(s)","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","I132","AI-Powered Smart Factory Solutions

Intelligent Drone Inspection
AI recognition, RGB/IR/LRF Multi-sensor perception, Edge AI computing, target tracking, and smart inspection.

Automated Warehousing & Smart Logistics
End-to-end automation from receiving and palletizing to picking and shipping.

AI Vision Automation
Object detection, localization, segmentation, tracking for intelligent factory decision-making.

Transforming manufacturing with AI, computer vision, robotics, and intelligent sensing.","2"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=214746","https://www.chanchao.com.tw/exhibitorservicefiles/logo/111188_B.jpg","MEDICAL INTUBATION TECHNOLOGY CORPORATION","","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","K616","Mitcorp embodies a passion for innovation and has accumulated over 200 patents since becoming independent of the Taiwan Chung Shan Institute of Science and Technology. Certified by the well-known vehicle brands,Mitcorp has proven to be a reliable partner with a strong focus on end users. With a highly agile approach to business and a reputation for the highest levels of quality and dependability among our key distributors, we seek leadership within non-destructive inspection providers worldwide.","0"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=215348","https://www.chanchao.com.tw/exhibitorservicefiles/logo/250265_215348_B.webp","OPTICKS TECHNOLOGY CO., LTD.","","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","K616","As a top AOI vision distributor (such as Allied Vision, iRAYPLE, and euresys), OPTICKS TECHNOLOGY delivers global inspection tech. Breaking from hardware-only sales, we offer an integrated [AOI One-Stop Solution]:
• Imaging: Premium cameras & custom lenses;
• Environment: Pro lighting & noise mitigation;
• Integration: Seamless HW/SW control.
From design to after-sales, we enable seamless upgrades and faster development. OPTICKS TECHNOLOGY is your partner in overcoming production bottlenecks!","1"
"https://tairos.chanchao.com.tw/en/VisitorExhibitor/Detail?regNo=215777","https://www.chanchao.com.tw/exhibitorservicefiles/logo/241535_215777_B.jpg","FROMM ASIA LIMITED TAIWAN BRANCH(H.K)","10
                          Product(s)","Area:","Nangang Exhibition Hall 1","Country:","Taiwan","Booth No:","I332","The FROMM Group designs, develops and produces a wide variety of systems for unitizing and palletizing goods for transport: strapping machines and systems, pallet stretch wrapping machines, the  Airpad system, together with all necessary consumables. Established in 1947, the Swiss company pursues a policy of logical vertical integration while upholding traditional values such as proximity to customers, quality consciousness and environmental awareness, which are the reasons for success.","1"
