"image-container href","img-responsive src","exhibitor-name","wrap-word","title-in-exhibitor-summary","brands href","wrap-word 2","pps-tags","main-stand-holder-name-prefix","main-stand-holder-name","main-stand-holder-name href"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E5%86%A8%E5%A3%AB%E7%B2%BE%E5%AF%86%E5%B7%A5%E6%A5%AD%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-3062969b-6d19-4688-b7ae-e16e19507cf7.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-edac21e1-12b8-4e8a-b2f8-6bbd97dc97f9/desktop-small/703a3615-7b47-4270-8ba9-a18d17e4143c.jpg","冨士精密工業株式会社","Our company performs photo-etching processing and electroforming processing. By using a photomask, it is possible to produce precise thin plate punching such as metal masks, lead frames, encoders, etc. without using expensive molds.","","","","Pressing, Sheet Metal, Laser Processing, Prototype Production, Medical Device Parts, Osaka","Stand shared with","東大阪商工会議所","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-bb724814-6509-4ae3-91f1-3e1e3c572c24.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.fujitec%20coltd.org-2b5dc2da-0948-45c8-b2c1-97eb96b2a188.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-ddf7834b-4cab-4014-8a1e-06545bb6d238/desktop-small/1d4db0e7-3f00-4a7a-8c95-f70ddd98a0a1.png","FujiTec Co.,Ltd.","We started out as a can manufacturer in 1963, and based on the technology and experience we have accumulated over more than half a century, we are now a manufacturer specializing in the R-bending of various steel materials. We boast one of the largest numbers of bending machines in eastern Japan, and we can produce products on order from a single piece. Our products are widely used in cutting-edge medical equipment, construction and civil engineering components, and various plants, and our technologies and products are involved in various buildings such as the Tokyo Sky Tree and Roppongi Hills","","","","Pressing, Sheet Metal, Laser Processing, Saitama","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.fukui%20industrial%20support%20center.org-19a9992c-40e4-4dc3-9093-404fa4188e32.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-ab0257ac-6090-43da-9db8-17d3516946f1/desktop-small/3e7a1256-c8e6-45c9-a28d-f7160995e650.jpg","Fukui Industrial Support Center","Our center is a member of the Fukui Open Innovation Promotion Organization (FOIP), which is responsible for its operation. Through a research and development support system that leverages collaboration among industry, academia, government, and finance, we support innovative research, product development, and the creation of new businesses.","","","","Surface Treatment, Joining/Welding/Cutting, Materials, Medical Device Parts, Electronics Products, Medical Device Materials, Fukui","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E7%BE%A4%E9%A6%AC%E5%90%88%E9%87%91%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-fb7d31b7-8821-4ba2-b2d0-21e874d9bba3.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-fd7e1d59-9e5e-48c8-b585-72fb1fd47bfa/desktop-small/d00cc365-d4b7-4fff-a6ab-3b058e1153d8.png","群馬合金株式会社","We achieve high quality and short delivery lead times through integrated production of aluminum die cast products, from mold design and manufacturing to casting, finishing, machining and assembly. We manufacture various aluminum products for two-wheeled and four-wheeled vehicles, especially functional parts for steering and visibility systems and we have received patronage from customers all over the world.","","","","Cutting, Casting, Gunma, Southeast Asia","Stand shared with","伊勢崎市","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.org-a4a15a0a-49b8-4966-b3e1-559dbf3bd5bb.html"
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%20%20hacarus.org-6820c743-1b1a-493e-8983-720c68d01315.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-c88589e8-827e-4072-b0df-819e3e2721e8/desktop-small/27b7d4cf-2d56-461f-87cf-773eb38248a0.jpg","株式会社  HACARUS","HACARUS is on a mission to build the next generation of tools for those shaping the future with its proprietary AI core - built to provide big insights from small data. Since 2014 it has helped companies solve problems in manufacturing, construction and infrastructure, among other industries. HACARUS is especially good at turning human expertise into digital instruments, to streamline operations and save on labor. By providing a full suite of services, from support of data acquisition to integration with existing systems, the company is committed to create a future where humans and AI coexist.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%20%20hacarus.org-6820c743-1b1a-493e-8983-720c68d01315.html","HACARUS Check","Generative AI, Testing Instruments, Physical AI, Tokyo, Kyoto","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%83%98%E3%83%83%E3%83%89%E3%82%A2%E3%82%B3%E3%83%BC%E3%82%B9%E3%83%86%E3%82%A3%E3%82%AF%E3%82%B9%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-96cd284f-cdd7-4e88-a5bb-23d63ee7d605.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-127d674a-75e6-4fdc-b51e-18378a43f265/desktop-small/67238e04-131e-4f9c-8ad1-2ed16a2c3360.png","ヘッドアコースティクスジャパン 株式会社","Since foundation in 1986, HEAD acoustics has been a reliable partner wherever acoustics, vibrations, or speech, audio and sound quality play an important role. We are one of the world’s leading companies in the comprehensive analysis of sound and vibration. Our customers value the combination of cutting-edge measurement technology with decades of experience in an industrial setting. With our hardware and software, we offer scalable solutions for the specific problems posed by a wide variety of applications. As a service, our experts develop acoustic optimization approaches.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%83%98%E3%83%83%E3%83%89%E3%82%A2%E3%82%B3%E3%83%BC%E3%82%B9%E3%83%86%E3%82%A3%E3%82%AF%E3%82%B9%E3%82%B8%E3%83%A3%E3%83%91%E3%83%B3%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-96cd284f-cdd7-4e88-a5bb-23d63ee7d605.html","HEAD acoustics, HEAD VISOR, ArtemiS SUITE, SQuadriga III, SQobold, SQope, SQala","Measurement, Measuring Technology, Measuring Instruments, Kanagawa","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E5%BB%A3%E7%80%AC%E3%83%90%E3%83%AB%E3%83%96%E5%B7%A5%E6%A5%AD%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-f0216f50-28b8-45f4-8dc9-3c6439f777c0.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-34bc9508-69a5-45eb-a637-3f0cb974d03f/desktop-small/7d1dc879-cd15-478b-9dc6-b9a8a613f782.jpg","廣瀬バルブ工業 株式会社","Our suppliers are steel plants, power plants, ship machinery, machine tools, and medical equipment and etc. New product water hydraulics drive device and sell it as a catalog product. Water hydraulics power unit is exhibiting.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E5%BB%A3%E7%80%AC%E3%83%90%E3%83%AB%E3%83%96%E5%B7%A5%E6%A5%AD%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-f0216f50-28b8-45f4-8dc9-3c6439f777c0.html","Water pressure valve, water pressure unit, oil hydraulic valve","Hydraulic Equipment, Pumps, Energy-saving and Decarbonization Products, Disaster Prevention Equipment, Test Equipment, Tokyo, Shiga, Osaka","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.hirota%20seisakusho%20limited.org-f3bcfea0-9b59-408e-a964-36bfadb717ca.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-6c915054-57b1-4d06-bf29-4cb0316f0c36/desktop-small/2a9f64fc-8bc7-424d-95f4-7ccda6381e47.png","HIROTA SEISAKUSHO LIMITED","With ODM/EMS as our core business, we provide total support for our customers' products, from development (design) to manufacturing and shipping. 
We can flexibly respond to design support (software/hardware) due to resource shortages, contract manufacturing and high-mix low-volume production.
We can also handle EOL, PCN management, and various environmental directives.
Furthermore, for customers who are having trouble with general-purpose inverters, we propose customized inverters and provide the optimal solution.","","","","EMS (Electronics Manufacturing Services), ODM/Contract Development & Manufacturing, Design Contracting, Assembly & Inspection Contract, Nagano, Southeast Asia","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%83%9B%E3%83%83%E3%83%86%E3%82%A3%E3%83%BC%E3%83%9D%E3%83%AA%E3%83%9E%E3%83%BC%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-ec4c74b3-20a5-4fdc-83c3-1e56c67b9e1a.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-669be2e1-20f6-4bc5-a2e9-44ebab224358/desktop-small/cdfe46d9-409f-411d-96b8-73931248bb14.jpg","ホッティーポリマー 株式会社","We are a ""polymer solution expert company"" that proposes rubber and resin molded products with various materials and molding methods.
We develop and sell 3D printers, including the LAM-type 100% silicone rubber 3D printer “SILICOM,” develop and manufacture filaments for MEX-type 3D printers, and undertake commissioned processing using 3D printers. We also operate a “design factory” using 3D printer molds that enable injection molding in short delivery times and in small lots.
Our overseas bases include a Thai factory, which mainly manufactures resin extrusion products.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%83%9B%E3%83%83%E3%83%86%E3%82%A3%E3%83%BC%E3%83%9D%E3%83%AA%E3%83%9E%E3%83%BC%20%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-ec4c74b3-20a5-4fdc-83c3-1e56c67b9e1a.html","HOTTY POLYMER, Satt systems, RAISE3D, INTAMSYS, BambuLab, WASP","Resin 3D Printers, AM, Materials, Components, 3D Printing Outsourcing, Mechanical Parts, Prototype Production, Medical Device Parts, Saitama, Tokyo, Kyoto, Southeast Asia","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%20%E4%B8%80%E5%AE%AE%E9%9B%BB%E6%A9%9F.org-ab95924a-66bc-4881-ba1e-8421a1b60d95.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-d9675539-cd84-4cdc-870f-fb3e0e8b21b4/desktop-small/dd720d3e-126d-49ae-a201-e1f016058b0c.png","株式会社 一宮電機","■ Development, manufacturing, and sales of industrial and automotive brushless motors
 (general-purpose motors, small brushless motors, automotive motors, small generators, etc.) 
■ Development, manufacturing, and sales of resolver sensors 
(for automotive, industrial, construction, and agricultural machinery)
■ Manufacturing and sales of motor-related components 
(core press, shafts, resin molding, powder coating, stator winding, HDD winding, etc.)
■ Production systems in the Philippines and Thailand for motor components
■ Technical support from design to mass production""","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%20%E4%B8%80%E5%AE%AE%E9%9B%BB%E6%A9%9F.org-ab95924a-66bc-4881-ba1e-8421a1b60d95.html","ICHINOMIYA DENKI（各種モータ/レゾルバセンサー）","Bearings, Ball Screws, Motors, Drivers, Gears, Transmissions, Cutting, Pressing, Sheet Metal, Laser Processing, Resin Processing, Polishing, Surface Finishing, Prototype Production, Materials, Hyogo, Tottori","","",""
"https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%A2%E3%82%A4%E3%83%97%E3%83%A9%E3%82%B9%E3%83%A2%E3%83%9C%E3%83%83%E3%83%88%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-6dbcc025-6f1f-4ca7-b003-edf930950daf.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-73b33fe3-f1dc-45f1-8568-07d441098e3f/desktop-small/27bd8520-0ec0-4a08-b824-d780b5461423.jpg","アイプラスモボット株式会社","IPLUSMOBOT is one of the global leading companies in the autonomous mobile robot field, ranking the first of China industrial logistics natural navigation AMR market occupancy.IPLUSMOBOT was founded in 2016, whose headquarter is in Hangzhou and its subcompany have been established in Tokyo and Shenzhen. It provides logistics automatic, digital and intelligentized products to manufacturing industry, and helps enterprises increase the configuration efficiency of production and circulation resources, and integrated operation efficiency and benefits.","Brands","https://www.manufacturing-world.jp/tokyo/en-gb/search/2026mto0701/directory/directory-details.%E3%82%A2%E3%82%A4%E3%83%97%E3%83%A9%E3%82%B9%E3%83%A2%E3%83%9C%E3%83%83%E3%83%88%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE.org-6dbcc025-6f1f-4ca7-b003-edf930950daf.html","IPLUSMOBOT","AGV、AMR, Tokyo, East China","","",""
