"ExhibitorLogo src","ExhibitorListCompanyName","ExhibitorBooth","ExhibitorImg src","ExhibitorImg src 2","ExhibitorTextContent","ExhibitorImg src 3","ExhibitorImg src 4","ExhibitorImg src 5","ExhibitorImg src 6","ExhibitorTextContent 2","CompanyProfileContent","ExhibitorTextContent 3","ExhibitorTextContent 4","ExhibitorTextContent 5","ExhibitorTextContent 6"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250621/449079_logo_en_1750479548685686.jpg?v=1750479548","SHANGHAI GOKAI INDUSTRY CO., LTD.","Booth W1 B55b","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230724/449079_1690179005578295.png?v=1690179005","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230724/449079_1690178999648643.jpg?v=1690179002","Advertising, Sign","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230724/449079_1690179004227634.png?v=1690179005","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230724/449079_1690179002467487.jpg?v=1690179004","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230724/449079_1690179005578295.png?v=1690179005","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230724/449079_1690178999648643.jpg?v=1690179002","PVC foam board","Shanghai Gokai Industry Co., Ltd. is specialized in researching, developing, manufacturing PVC foam board, Acrylic Sheet mainly. The Company was founded in 2009, there are 2 factories, 10 production lines, the headquarters is located in Shanghai, China. We introduced advanced production equipment and processing technology, also the world-leading equipment and rich experience with this process. All these enable Gokai to produce PVC foam board, acrylic sheet, with excellent quality. It is perfectly matched to the requirements of the market.","Advertising: For sign, furniture,printing","Acrylic sheet","Advertising, Sign","PVC foam board"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241204/447052_logo_en_1733294156229594.jpg?v=1733294156","JIANGSU MINYANG SYNTHETIC RESIN TECHNOLOGY CO., LTD.","Booth W1 A05","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/447052_anli_2_img_1736133752686247.jpg?v=1736133752","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/447052_product_1_img_1736133732462234.jpg?v=1736133732","Vacuum-formed light boxe","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/447052_anli_1_img_1736133745452329.jpg?v=1736133745","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/447052_product_2_img_1736133739548597.jpg?v=1736133739","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/447052_anli_2_img_1736133752686247.jpg?v=1736133752","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/447052_product_1_img_1736133732462234.jpg?v=1736133732","PET sheet","Jiangsu Minyang was founded in 2004, mainly produce PET sheet, PETG sheet, PE film. It totally has 14 production lines with capacity over 80 tons per day.","Crystal sheet","PETG sheet","Vacuum-formed light boxe","PET sheet"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241212/441388_logo_en_1733970439878266.jpg?v=1733970439","FOSHAN GAOMING AIBO ADVERTISING AND DECORATION MATERIAL CO., LTD.","Booth W1 A23","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/441388_anli_2_img_1735277997982657.jpg?v=1735277998","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/441388_product_1_img_1736128538945656.jpg?v=1736128538","Polystyrene KT Boards","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/441388_anli_1_img_1735277981953353.jpg?v=1735277981","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230705/441388_1688550614833444.jpg?v=1688550615","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/441388_anli_2_img_1735277997982657.jpg?v=1735277998","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/441388_product_1_img_1736128538945656.jpg?v=1736128538","PVC Foam Board","Aibo Group was founded in 2003 and has established eight production bases in China with advertising boards, quartz and decorative boards.","Paint Free Colored PVC Boards","KT Board","Polystyrene KT Boards","PVC Foam Board"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250714/463566_logo_en_1752472894552556.jpg?v=1752472895","ZHEJIANG SHAWEI DIGITAL TECHNOLOGY CO., LTD.","Booth W1 A63","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230808/463566_anli_2_img_1691458506695744.png?v=1691458509","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240506/463566_product_1_img_1714975776842987.jpg?v=1714975776","DTF Films are applied to Garments","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230808/463566_anli_1_img_1691457526862562.png?v=1691457526","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240506/463566_product_2_img_1714975742562899.jpg?v=1714975742","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230808/463566_anli_2_img_1691458506695744.png?v=1691458509","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240506/463566_product_1_img_1714975776842987.jpg?v=1714975776","printable canvas","SHAWEI DIGITAL TECHNOLOGY Co. Ltd. is located in Zhejiang Province, China, and has been committed to producing environmental solutions since 1998.
It specialized in advertising printing materials with over 15 branches all over China, such as Shanghai, Guangzhou, Wuhan etc. and created varieties of functional items such as, Non-PVC flex banner, Non-PVC Adhesive sticker, fire resistant Backlit PET film, Digital printing topcoating products and large format 5M width rolls. It covered light boxes, display props, wall signage, flag, and car wrapping advertising applications.","light box","DTF Film","DTF Films are applied to Garments","printable canvas"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260403/447399_logo_en_1775204871628946.jpg?v=1775204871","ZHEJIANG DONGYANG GAOKE ELECTROMAGNETISM EQUIPMENT CO., LTD.","Booth W1 C67","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260722/447399_anli_2_img_1784708459758923.jpg?v=1784708460","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260722/447399_product_1_img_1784706715456682.jpg?v=1784706716","Home & Living, Cultural Creatives, Toys","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260722/447399_anli_1_img_1784708022866596.jpg?v=1784708022","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260722/447399_product_2_img_1784707164699336.jpg?v=1784707164","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260722/447399_anli_2_img_1784708459758923.jpg?v=1784708460","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260722/447399_product_1_img_1784706715456682.jpg?v=1784706716","Rubber magnetic roll","Zhejiang Dongyang Gaoke Electromagnetic Equipment Co., Ltd was founded in 1999. We are a professional manufacturer of flexible rubber magnet, injection magnet, digital ferrous sheet and magnetic printing materials.

Equipped with complete production lines and strong technical capability, we supply wide rubber magnet rolls (max width 1300mm, thickness 0.2–10mm), magnetic sheets, extruded magnetic strips, motor magnet strips and magnetic compound. Our material can be coated with adhesive, PET, PVC, PP film, compatible with UV, solvent and water-based ink printing. We also produce ferrite permanent magnets including block magnet, arc speaker magnet and radial ring magnet.

Over 90% of our products are exported to more than 30 countries worldwide. We have complete test certificates including ROHS, REACH, EN71, ASTM, and can provide non-rare earth test report and low residual magnetism certificate for land transportation to Russia and Europe. Adhering to integrity, we have kept stable cooperation with overseas customers for decades.","Home & Living, Cultural Creatives, Toys","Rubber magnetic roll","Ferrous sheet (roll)","Advertising & Graphic Industry"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250903/4437175_logo_en_1756892502956639.jpg?v=1756892502","SUQIAN LITAI TEXTILE CO., LTD","Booth W1 B23","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250903/4437175_anli_2_img_1756892325577393.jpg?v=1756892325","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250903/4437175_product_1_img_1756892392337566.jpg?v=1756892393","","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250903/4437175_anli_1_img_1756892335344858.jpg?v=1756892335","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250903/4437175_product_2_img_1756892408389834.jpg?v=1756892408","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250903/4437175_anli_2_img_1756892325577393.jpg?v=1756892325","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250903/4437175_product_1_img_1756892392337566.jpg?v=1756892393","Polyester canvas","Litai Textiles, based in Jiangsu Province, is atrusted supplier of premium inkjet canvas rolls and media, serving both domesticand international markets. We offer durable ipoly polyester canvas with fast-drying coatings and crack-resistant printing,as well as traditional cotton canvas, ideal for photographic reproduc-tions and innovative framing methods. Our canvas rolls, available in various sizes and lengths, are compatible with a wide range of printers and inks.
With a complete production line, including 6 coating lines and 800 water jet looms, our strong R&D capabilities enable us to efficiently handle diverse orders. Litai is committed to quality, timely delivery, and continuous innovation, earning the trust of our customers worldwide.","","Cotton-Linen Canvas","","Polyester canvas"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/file/upload/20230803/667_1691048945499773.jpg","HAINING SHINING CENTURY BANNER MATERIAL CO., LTD.","Booth W1 A31","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230802/448439_anli_2_img_1690938839842773.jpg?v=1690938840","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230802/448439_product_1_img_1690939022476434.jpg?v=1690939022","","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230802/448439_anli_1_img_1690938649259788.jpg?v=1690938649","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230802/448439_product_2_img_1690939068497799.jpg?v=1690939068","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230802/448439_anli_2_img_1690938839842773.jpg?v=1690938840","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230802/448439_product_1_img_1690939022476434.jpg?v=1690939022","","We have been R&D and producing direct printing fabric for 14 years. Since 2009, we have accumulated distributors in over 6 countries around the world.

Our idea is simple. We make only direct printing fabric, which is our only product. We specially do R&D of coatings of direct printing fabrics. We are a professional supplier of digital direct printing fabric. Our products range from flag fabric, display fabric, backlit fabric, stretch fabric and blockout fabric.

Our company is located in Haining, Zhejiang Province, China. We have British R&D staff and German engineers who provide fine categorization and adjustment for coatings, supplying stably and leading the industry standard in the rapidly growing direct printing fabric market. We have been in exhibitions in over 15 countries. What we are thinking is to let the world know that we are making the best direct printing fabric in China.","","","",""
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/file/upload/20230728/65_1690512820762587.jpg","GUANGZHOU JIANGLAI GUMMY PRODUCT CO., LTD.","Booth W1 A11","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/475104_anli_2_img_1735271123649629.jpg?v=1735271123","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/475104_product_1_img_1735271088276793.jpg?v=1735271088","jianglai uv printing glue","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/475104_anli_1_img_1735271109523928.jpg?v=1735271109","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/475104_product_2_img_1735271099882762.jpg?v=1735271099","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/475104_anli_2_img_1735271123649629.jpg?v=1735271123","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20241227/475104_product_1_img_1735271088276793.jpg?v=1735271088","OK201 super glue","Its famous brands Tongqing, Mengniu, Ginger, new three seconds, etc., is a domestic production, processing and sales of adhesives as the main company, long-term sales in China and the Middle East","new generation acrylic glue","pvc glue","jianglai uv printing glue","OK201 super glue"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/file/upload/20230721/65_1689929956676432.jpg","SUI TONG HARDWARE TOOLS FACTORY","Booth W1 F16","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/446024_anli_2_img_1736133583477863.jpg?v=1736133583","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/446024_product_1_img_1736133559396964.jpg?v=1736133559","Quick hand tool utility knife series products","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/446024_anli_1_img_1736133576258454.jpg?v=1736133576","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/446024_product_2_img_1736133568386778.jpg?v=1736133568","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/446024_anli_2_img_1736133583477863.jpg?v=1736133583","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250106/446024_product_1_img_1736133559396964.jpg?v=1736133559","Advertising scrapers, car beauty tools","Factory direct sales Sidley Express brand hand tools, pulled saw blades, hook knives, hook blades, utility knives, blades, manual nail guns, manual nails, hot glue guns, rubber strips, car advertising film decoration tools, all kinds of advertising scrapers, engraving knives, angle pliers, undertake plastic incoming production, processing, all kinds of hardware stamping processing, OEM production and processing, welcome to order!","Quick-range hand tool scraper products","Quick hand tool utility knife series products","Advertising scrapers, car beauty tools","Advertising scrapers, car beauty tools"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260324/4438029_logo_en_1774324695486744.jpg?v=1774324695","EACHSIGN NEW MATERIAL CO., LTD.","Booth W2 E41","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260813/4438029_anli_2_img_1786582797297234.jpg?v=1786582797","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260415/4438029_product_1_img_1776225161688359.jpg?v=1776225161","Plastic Sheet","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260813/4438029_anli_1_img_1786582655623474.jpg?v=1786582655","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260415/4438029_product_2_img_1776233262376253.jpg?v=1776233262","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260813/4438029_anli_2_img_1786582797297234.jpg?v=1786582797","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260415/4438029_product_1_img_1776225161688359.jpg?v=1776225161","Flex Banner","Jiaxing EachSign New Material Co., Ltd. is a specialist supplier of digital printing and advertising signage materials, based in Nanhu District, Jiaxing City, Zhejiang Province, China. Our materials are compatible with all four mainstream printing technologies — solvent, eco-solvent, UV and latex — and span six product categories: self adhesive vinyl, flex banner, canvas and sublimation textiles, PVC and PE tarpaulins, plastic sheets, and advertising display systems. These products serve a wide range of applications across visual communication, sign making, interior and exterior decoration, and construction.

We offer custom specifications and OEM/ODM services, together with free samples and expert guidance on material selection. Our products reach customers in more than 90 countries across six continents, including advertising producers, print service providers and material distributors worldwide. With consistent quality, competitive pricing and attentive service, EachSign builds long-term partnerships with clients around the globe.","Canvas","Self Adhesive Vinyl","Plastic Sheet","Flex Banner"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260131/4436771_logo_en_1769832019335958.jpg?v=1769832019","SHANGHAI XULIFENG NEW MATERIAL TECHNOLOGY CO., LTD.","Booth W2 A15","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250206/4436771_anli_2_img_1738828406375622.jpg?v=1738828406","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250206/4436771_product_1_img_1738828197529653.jpg?v=1738828197","","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250206/4436771_anli_1_img_1738828361585255.jpg?v=1738828361","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250206/4436771_product_2_img_1738828219295966.jpg?v=1738828219","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250206/4436771_anli_2_img_1738828406375622.jpg?v=1738828406","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250206/4436771_product_1_img_1738828197529653.jpg?v=1738828197","","Shanghai XULIFENG New Material Technology Co., Ltd. is a more than 10-years professional Chinese manufacturer of car Paint Protection Films, self-adhesive vinyl, computer cutting vinyl, one way vision vinyl, Clear electrostatic film and many advertising decoration materials. Our production base is located in Anhui Province. Our company is blessed with convenient transportation facilities. All of our products are strictly complied with international quality standards and are greatly appreciated in a variety of diverse markets throughout the world.","","","",""
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250108/442495_logo_en_1736305285323757.jpg?v=1736305285","SHANGHAI CHUNGKONG AD-MART CO., LTD.","Booth W3 A15","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260115/442495_anli_2_img_1768445606386485.jpg?v=1768445606","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250108/442495_product_1_img_1736305367928978.jpg?v=1736305367","for shopping mall","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250108/442495_anli_1_img_1736305460546256.jpg?v=1736305461","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260115/442495_product_2_img_1768441047522782.jpg?v=1768441047","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260115/442495_anli_2_img_1768445606386485.jpg?v=1768445606","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250108/442495_product_1_img_1736305367928978.jpg?v=1736305367","Slim Light box","Shanghai ChungkongAd-Mart Co.,Ltd focused on the circulation of advertising materials more than 22 years, and is the first one-stop sourcing service provider in the world that focuses on advertising materials. It has more than 150 Advertising Materials Supermarkets. Chungkong Ad-Mart operates products to cover most of the products involved in advertising industry and the products are divided into 15 series. SKUs more than 15000 products. Adhering to the business tenet of 1. The most trusted buyer for overseas customers 2. The factory's most professional seller 3. The best helper of the trading company"" . ""Chungkong Ad-Mart has built stable relationships with cooperative customers in South America, Africa, the Middle East, Australia South east, Asia and other countries and regions for more than15 years.","restaurant","Roll Up Banner","for shopping mall","Slim Light box"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20251024/454452_logo_en_1761276138836383.jpg?v=1761276138","SHENZHEN LITO ADVERTISING EQUIPMENT CO., LTD.","Booth W2 F08","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240612/454452_anli_2_img_1718188231897977.jpg?v=1718188232","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260615/454452_product_1_img_1781512728448366.jpg?v=1781512728","Sublimation block out textile banner","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240612/454452_anli_1_img_1718188032859893.jpg?v=1718188032","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260615/454452_product_2_img_1781512793874652.jpg?v=1781512793","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20240612/454452_anli_2_img_1718188231897977.jpg?v=1718188232","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260615/454452_product_1_img_1781512728448366.jpg?v=1781512728","Corrugated Board","Lito was established on 2007 and the head office is in Shenzhen city.
We focus on selling all kinds advertising materials that including WovenTextile fabric, Self Adhesive Vinyl/ Film, PET Banner, High-end Flex Banner etc plus relevant accessories. These products are widely used in advertiment, print and decoration etc fields. 
Lito was not only the manufactory, but the professional products’ integrator, coordinator, fixer and creator for adversting materials. In order to offer the efficient service for customers, we set up three main warehouses which were located in Shenzhen/ Foshan/ Hongkong.
We believe Lito would provide not only good products but also professional service against our rich experience in this fiel.","Corrugated board","Sublimation Block out Textile Banner","Sublimation block out textile banner","Corrugated Board"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250621/447056_logo_en_1750478272354758.jpg?v=1750478272","CHANGZHOU HEJIA DECORATIVE MATERIALS CO., LTD.","Booth W1 A40","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230810/447056_anli_2_img_1691643936257543.jpg?v=1691644306","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230810/447056_product_1_img_1691639379248224.png?v=1691639379","","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230810/447056_anli_1_img_1691643795254765.jpg?v=1691643797","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230810/447056_product_2_img_1691639411783768.png?v=1691639412","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230810/447056_anli_2_img_1691643936257543.jpg?v=1691644306","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230810/447056_product_1_img_1691639379248224.png?v=1691639379","matt colors aluminum composite panel","Changzhou Hejia Decorative Materials Co. Ltd was established in 2004 and specializes in producing Aluminum Composite Panel including Marble pattern ACP, Wood grain ACP, Mirror surface ACP, PVDF(fluorocarbon) ACP, Fireproof ACP as well as advertising board.

The past 10 years witnesses the company grow from a manufacturer to the integrity group of research & development, production as well as sales.

Our company is nearby 312 China National Highway and Expressway from Beijing to Shanghai. Except of enjoying particular advantage of road transportation, it is also convenient to be access to both Changzhou and Wuxi airport as well as Beijing-Shanghai High Speed Railway.

In resent years, The Company invested heavily in the establishment of excellent professional team, using advanced equipment and processes to respond the fierce market competition and meet the requirement of self-development .Adhering to the business policy of ""Quality first, customers foremost"", The Company gradually launch and builds our own brand FUDAO to broaden the market.

Our company offers high quality products and excellent service for customers and have established business relations with many companies from home and abroad.

Supreme quality, Extensive virtues, Changzhou Hejia Decorative Materials Co. Ltd welcome you to call for consultation.","","glossy aluminum composite panel, wooden aluminum composite panel","","matt colors aluminum composite panel"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260325/4435318_logo_en_1774419593267486.jpg?v=1774419593","ALFA (WUXI) INDUSTRIAL CO., LTD.","Booth W1 E16","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260703/4435318_anli_2_img_1783068517627752.jpg?v=1783068517","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260512/4435318_product_1_img_1778565790548336.jpg?v=1778565790","Non-woven Wallcovering","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260703/4435318_anli_1_img_1783068491965432.jpg?v=1783068491","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260512/4435318_product_2_img_1778565816376774.jpg?v=1778565816","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260703/4435318_anli_2_img_1783068517627752.jpg?v=1783068517","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260512/4435318_product_1_img_1778565790548336.jpg?v=1778565790","Digital printing material","ALFA was founded in 2015, Currently, It has two production base in Jiangsu and Guangdong Province. Company focused on the development of Sign, graphics, decorative ，wallpaper materials production and sales of the diversified enterprise.
ALFA is always dedicated for the development studies of technology and green environmental protection product.","Printable Gold Silk Wallpaper","Digital Printable Wallcovering","Non-woven Wallcovering","Digital printing material"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20260727/443144_logo_en_1785145668926537.jpg?v=1785145668","HANGZHOU NUCLEAR COATING FABRIC CO., LTD.","Booth W1 A35","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230817/443144_anli_2_img_1692261081462394.jpg?v=1692261083","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230817/443144_product_1_img_1692260924974925.png?v=1692260924","K4PRINTING SCRIMLESS BACKLIT FLEX","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230817/443144_anli_1_img_1692261010997499.png?v=1692261011","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230817/443144_product_2_img_1692260968873283.jpg?v=1692260970","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230817/443144_anli_2_img_1692261081462394.jpg?v=1692261083","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/exhibitor/20230817/443144_product_1_img_1692260924974925.png?v=1692260924","Frontlit Banner","Hangzhou Nuclear Coating Fabric Co., Ltd (NCF) is a brand Industrial technical textiles supplier. We have more than 17 years of experience in textiles coated, laminated, hot melted, dipped, lacquered, and composite polymer technologies. NCF offers a wide range of industrial textiles materials for specialized industrial products. The industrial technical textile division supplies roll raw materials. Such as tarpaulin roll, inflatable fabric, waterproof fabric, tent fabric, awning fabric, airtightness fabric, and other industrial and technical fabrics, which meet mostly high-quality international standards. for instance, tensile strength up to 7500N/5CM, tear strength up to 1400N, peeling strength meets no peeling standard,crack resistance is up to 1,000,000 max. flame retardant behavior meets B1/M2/NFPA701/CPAI 84 standard, phthalate content free, fiber anti wick＜4.0mm in 24 hours,anti-static＜10"" Ω/㎡, alkali proof, insulation resistance, 100% blackout opaque, UV resistance rating of 1500 hours, up to outdoor 20 years weather performance, and other on-demand standards. The digital print media division provides flexible digital printing materials. Such as banner, flex, blackout, mesh, and other specialties for solvent, eco-solvent, UV curable, latex, and dye sublimation printing process. Mostly for billboard, signage, poster, lightbox, display, point of purchase, mural, and other outdoor advertisements. Our professional media have excellent ink absorption, optimum sharp print colors, fast dry, super flat liner, high tenacity, weatherproof, and other properties. NCF also offers mostly popular printers ICC profile for vibrant print effect. Such as HP, Vutek, Agfa, Fuji, Durst, Roland, Mimaki, Infiniti, Flora, JHF, Mutoh, Seiko. NCF manages the whole industrial chain, from raw materials to finished products. With our wholly-owned subsidiary, we also provide tarpaulin sheet, truck side curtain, waterproof cover, flexible air duct, pillow water tank, gym mattress, swimming pool cover, and other kinds of finished products","""A Sign"" Roll Up PET Application","Backlit Flex","K4PRINTING SCRIMLESS BACKLIT FLEX","Frontlit Banner"
"https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250617/4437478_logo_en_1750131527526377.jpg?v=1750131527","WINTECH TRAFFIC CO., LTD","Booth W3 D39","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250617/4437478_anli_2_img_1750131496282897.jpg?v=1750131496","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250617/4437478_product_1_img_1750131010755366.jpg?v=1750131010","","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250617/4437478_anli_1_img_1750131307935772.jpg?v=1750131307","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250617/4437478_product_2_img_1750131112246954.jpg?v=1750131113","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250617/4437478_anli_2_img_1750131496282897.jpg?v=1750131496","https://trust-data.oss-cn-shenzhen.aliyuncs.com/oem/images/oem/20250617/4437478_product_1_img_1750131010755366.jpg?v=1750131010","Specialized Printing Equipment for Traffic Signs","uangzhou Wintech Traffic is located in Guangzhou China , and specializes in providing digital printing solutions for reflective films. We were among the first processing centers in China to collaborate with 3M in promoting digital printing. The Shankun Highway is the first expressway in China to utilize digitally printed signage technology, a milestone made possible by our company's digital printing solutions. Our vision is to contribute to the cause of traffic safety by making the production of traffic signs simpler, more efficient, and more competitive.","","Diamond Grade（ Class 3）","","Specialized Printing Equipment for Traffic Signs"
