Company Name,Location,Booth,url
Tsai Thing Int'l Technology Ltd.,Taiwan,['Booth: 3D-C06   |   Group Pavilions   |   Taiwan Pavilion'],/event/homeinstyle/en/exhibitor/1S005GBU7
"Shaoxing Kaitai Umbrella Co., Ltd.",Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005MRIR
"Shaoxing Liangcheng Raingear Co., Ltd",Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005LUB9
"Shaoxing Naichuan Socks Industry Co., Ltd.",Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005M4X5
Shaoxing Qiu Long Umbrella Company Limited,Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005LU4U
"Shaoxing Shangyu Jiangjing Copper Co., Ltd",Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005LUAC
"Shaoxing Shangyu Jirui Trade Co., Ltd",Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005MRE3
"Shaoxing Shangyu Yongchang Wood Industry Co., Ltd",Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005MLLO
"Shaoxing Shiheng Outdoor Products Co., Ltd.",Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005LU13
Shaoxing Sunshine Flying Tourism Products Co Ltd,Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005MOWO
"Shaoxing Yiqiang Electric Appliance Technology Co.,Ltd",Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005LUD3
"Taizhou Huangyan Jingying Mould Co., Ltd",Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005LTQ1
"Taizhou Jiaojiang Jiazhifeng Garment Co., Ltd",Chinese Mainland,['Booth: 5E-A08   |   Health & Wellness   |   Gerontech Living Pavilion'],/event/homeinstyle/en/exhibitor/1S005MSC8
"Taizhou Jiaojiang Yingxing Electronic Co., Ltd",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MLG3
"Taizhou Real Houseware Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MLF6
"Taizhou Suao Import & Export Co., Ltd",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LTXG
"Zhejiang Hanser Technology Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MLDC
Zhejiang Taizhou Diya Houseware Co Ltd,Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LTRY
"Wise Industrial Co., Ltd.",Hong Kong,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005J9U9
Yaward Industrial Development Limited,Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005H3CX
"Ningbo Tianyi Natural House Homeware Co., Limited",Hong Kong,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JQD7
Lucky Enamelware Factory Ltd,Hong Kong,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JUUO
NYHK Limited,Hong Kong,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005FSVN
"Powell Plastic & Metal Factory Co., Ltd.",Hong Kong,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005HS4W
Sealand Holdings Company Limited,Hong Kong,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005IY2W
Technical Development (HK) Limited,Hong Kong,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005MLCF
Anho Houseware Company Limited (Jiangmen),Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005GMS2
"Cheng Wei Furniture Co., Ltd.",Taiwan,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005HDLW
"Foshan Shunde Helper Electric Technology Co., Ltd",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005H3ER
"Fucheng Metals Production Co., Ltd. of Jiangmen City",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KC59
"Hangzhou Yingmaode Housewares Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LBNS
"Jiangmen City Xinhui Henglong Innovative Housewares Co.,Ltd",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KC66
"Jiangmen Wenqun Plastic Co., Ltd",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005GPZE
"Wenxin Household (Guangdong) Co., Ltd",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KCCO
Yangjiang Tongyi Trading Ltd,Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LO9L
"Yangjiang Yangdong Hongli Industries Co.,Limited",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LHLS
Zhejiang Kangmin Medical & Healthcare Manufacturing Co Ltd,Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LC3F
"Fujian Dehua FIB Ceramic Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005IV8H
"Fujian Nan'an Shi Hengsheng Melamine Tableware Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005L0M6
"Guangdong Meitian Metal Products Industrial Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KBSD
"Henan Yeway Industrial Development Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LBV4
I-TOP Industry Ltd.,Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KBYV
"Jiangmen Jiashun Trading Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005G7J8
"Jiangmen Shengke Hardware Products Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KC2I
Jiangmen Xinxin Houseware Company Ltd.,Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KC9X
"Jiangmen Zhaosheng Hardware Co., Ltd",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KCAU
"Jieyang Top-Tip's Daily Use Products Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KC80
"Konbo Silicone Rubber Technology (Foshan) Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KC4C
Kong Seng Ltd,Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005GMVT
Kouway Industrial Shares Co Ltd,Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005GMXN
Meridian International Ltd,Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LHI1
"Ningbo Dongquan Plastic Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005HGWW
"Qingdao Victoria Handicrafts Mfg Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005LHH4
"Shandong Wenxuan Import and Export Trade Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005JP0B
"Shantou Lixin Plastic Products Co., Ltd.",Chinese Mainland,['Booth: 3C-A32   |   Group Pavilions   |   Chinese Mainland (Jiaojiang) Pavilion'],/event/homeinstyle/en/exhibitor/1S005KC73
