url,Location,Contact Person,Country/Region,Nature of Business,Year of Establishment,Main Categories,Office Address,Major Markets,Total Employees,Annual Turnover,Position,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SR-Global-Industrial-Limited/1X03TB9U,Hong Kong,Mr Thomas Cheung,Hong Kong,"Exporter, Manufacturer",2008,"Arts & Crafts, Automobile & Transport, Automobile Parts & Accessories, Baby Toys, Bags, Handbags & Accessories, Beauty Supplies, Building Materials & Supplies, Clothing/ Garments, Consumer Electronics, Costume & Fashion Jewellery, Dolls, Educational Toys, Fashion Accessories, Fashion, Eyewear & Accessories, Festive Supplies, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Health, Beauty and Baby Care, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Paper Packaging, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Party Supplies, Personal Care, Printed Matters, Printing & Packaging, Stationery & Office Equipment, Sports Supplies, Stationery, Textiles, Fabrics & Yarns","Unit 1501, 15/F., BEA Tower, Millennium City 5, 418 Kwun Tong Road, Kwun Tong, Kowloon, Hong Kong",Worldwide,101 - 200,,CEO,SR CHIC ODM OEM Certificate Name Issued By Certificate Type Valid Date Disney FAMA audit approved - - - FSC Approval - - - Kellogg's Approval factor - - - Sedex Members - - - ICTI Approval - - - Show More View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Feilong-Plastic-Industry-HK-Limited/1X066ACU,Hong Kong,Ms Belinda Zhang,Hong Kong,Manufacturer,2009,"Action Figures, Arts & Crafts, Baby Toys, Bubble Guns & Water Guns, Darts, Educational Toys, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Homeware & Lifestyle Essentials, Inflatable Toys, Sports Supplies, Toy Sporting Goods","Flat/Rm 103H, 15/F, Carnival Commercial Building, 18 Java Road, North Point, Hong Kong","Africa, Central & South America, Eastern Europe, Hong Kong, Japan, North America, Western Europe",51 - 100,"US$ 100,000 - 249,999",General Manager,King me world
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-New-Vision-Import-and-Export-Co-Ltd-/1S00OWZ6J,Chinese Mainland,xianyan Dai,Chinese Mainland,,,,"808, New World Building, No.1018 Ming An Road, Ningbo, Zhejiang, China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xinfda-International-Corp/1S00ODNQ7,"Taipei City, Taiwan",Miss Grace Zhang,Taiwan,"Exporter, Manufacturer",,"Sports Supplies, Toy Sporting Goods","No.65,Longquan St.,Da'an Dist., Taipei City 106017 Taiwan",,,,manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHEJIANG-BEIPOO-ARTS-CRAFTS-CO-LTD/1S00O5Q4Y,Chinese Mainland,bin zhang,Chinese Mainland,,,,"Unit 1810?1815, 18/F, Huahong International Center Yinzhou, Ningbo, Zhejiang CHINA,",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zaozhuang-Longkai-Toys-Co-Ltd/1S00O6M6W,Chinese Mainland,Mr Sun Mr Sun,Chinese Mainland,,,,"tangzhuang village zhangshanzi town ,taierzhuang d zaozhuang city,shandong,china",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yostar-International-Trading-Co-Ltd-/1S00OVFQF,Taiwan,Ms Wu Coco,Taiwan,,,Educational Toys,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yongkang-Turui-Import-Export-Co-ltd/1S00O5A9Z,"Jinhua, Zhejiang, Chinese Mainland",Miss Lydia Mei,Chinese Mainland,Manufacturer,2021,"Ride-On Toys, Sports Supplies","6F, JINSONG BUILDING, CBD YONGKANG YONGKANG CHINA","Central & South America, Chinese Mainland, Eastern Europe, Korea, North America, Scandinavia",51 - 100,"US$ 1,000,000 - 4,999,999",Manager,"ZSCOO, GUANDEE, MI+"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yiwu-Rushao-Toys-Co-Ltd-/1S00OWYC2,"Jinhua, Zhejiang, Chinese Mainland",Miss Amy Chen,Chinese Mainland,"Exporter, Manufacturer",,"Gifts / Souvenirs, Homeware & Lifestyle Essentials, Toy Sporting Goods","No.8 Building, No. 518 of Shuangfeng Road, Yinan Industrial Zone, Fotang Town, Yiwu, Jinhua 322000, Zhejiang, Chinese Mainland",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yiwu-Jiteng-Toys-Co-Ltd-/1S00OQRC9,Chinese Mainland,Mr Xingjia Ji,Chinese Mainland,,,"Dolls, Educational Toys, Gift Sets, Gifts / Souvenirs, Party Supplies",,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yiwu-Diebei-Toys-Co-Ltd-/1S00OWTSV,Chinese Mainland,Yan Lan,Chinese Mainland,,,,"Building,5/F, Yunyuan e-commerce Park, No.3, Jiangdong Street, Dongyuan Road, No.3, Yiwu, Jinhua, Zhejiang, China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yiwu-Baibian-Electronice-Technological-Co-Ltd/1S00OC5EP,Chinese Mainland,Junqi He,Chinese Mainland,,,"Consumer Electronics, Educational Toys","No.76, Jinju West Road, Xihe Industrial Park, Houzhai Str Yiwu City, Zhejiang Province, Mainland China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fong-Bo-Toys-Products-Co-Limited/1X0AZECI,Hong Kong,Ms Angel Man,Hong Kong,"Exporter, Manufacturer",2004,"Baby Care & Nursery, Baby Toys, Dolls, Educational Toys, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Toy Sporting Goods, Toy Vehicles","Unit 1016, 10/F, Houston Centre, No.63 Mody Road, Tsim Sha Tsui East, Kowloon, Hong Kong","Australasia, Central & South America, Eastern Europe, Middle East, North America, Western Europe",6 - 10,"US$ 10,000,000 - 49,999,999",,"Baby Wheels, Powerline, Bathin' Buddies, Super Duper Dinosaurs, Imagine You, Baby Life, Spy Guy..... OEM Vinyl Production Blow Mold Production Sewing Stuffing Water Curtain Certificate Name Issued By Certificate Type Valid Date ICTI ICTI Ethical Toy Program - - BSCI Amfori BSCI - ISO9001 IQNet ISO 9001 - ISO9001 CQC ISO 9001 - View details Factory & Facility Research & Development Quality Control"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Forever-Shiny-Ltd/1X070GRX,Hong Kong,Mr - Lau,Hong Kong,"Exporter, Manufacturer",2009,"Action Figures, Art & Collectibles, Arts & Crafts, Baby Toys, Beach Toys, Bubble Guns & Water Guns, Costume & Fashion Jewellery, Educational Toys, Fidget Spinners, Gift Packaging, Gift Sets, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Inflatable Toys, Jewellery & Watch, Metal Packaging, Party Supplies, Plush & Stuffed Toys, Stationery, Toy Sporting Goods, Toy Vehicles, Video Games & Accessories","Unit 05, 23/F., King Palace Plaza, No. 52A Sha Tsui Road, Tsuen Wan Tsuen Wan, New Territories, Hong Kong","Australasia, Central & South America, Eastern Europe, North America, Scandinavia, Western Europe, Worldwide View details Factory & Facility Research & Development Quality Control",,,Sales Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Microsim-Technology-Limited/1X061ZBS,Hong Kong,Mr Chris Suen,Hong Kong,"Exporter, Manufacturer, Wholesaler",2008,"Environmental Protection, Gifts, Toys & Sports Supplies, Home Appliances, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials","Room 1701, 17/F., Wai Fung Plaza, 664 Nathan Road, Mong Kok, Kowloon, Hong Kong",Worldwide,1 - 5,"US$ 100,000 - 249,999 ODM OEM",Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Red-Star-Holdings-Ltd/1X004KTJ,Hong Kong,Mr Lewis Chan,Hong Kong,"Exporter, Manufacturer",1996,"Art & Collectibles, Arts & Crafts, Baby Toys, Educational Toys, Gifts, Toys & Sports Supplies, Plush & Stuffed Toys, Stationery","901, Tower 2, Phase 1, Enterprise Square, 9 Sheung Yuet Road, Kowloon Bay, Kolwoon, Hong Kong","Japan, Korea, North America, Southeast Asia, Western Europe",6 - 10,,Manager,I-Studio
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Zhenbao-Industrial-Co-Ltd-/1X0AL9OL,"Shanghai Shi, Shanghai, Chinese Mainland",Ms Dongmei Liu,Chinese Mainland,"Exporter, Manufacturer",2012,Ride-On Toys,"XinFeng Highway Road#4972, Fengxian Bay Tourism Zone, Shanghai, China","Australasia, Central & South America, Eastern Europe, Japan, Korea, Middle East, North America, Scandinavia, Western Europe, Worldwide",26 - 50,,Manager,"Maybach,Dodge,RAM licensed ride on OEM License ride on car RAM Super Truck Pick up Jeep toy car Dodge hellcat charger SRT Mercedes Benz Maybach official Certificate Name Issued By Certificate Type Valid Date CE - - - EMC - - - EN71-EN62115-REACH Cd-Phthalates） - - - ASTM F963-CPSC-Phthalates - - - View details Research & Development Dodge and RAM License Letter Mercedes Benz Maybach license letter Design Patent Certificate"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shandong-Kids-Keen-Toys-Co-Ltd/1X09C6E4,"Qingdao, Shandong, Chinese Mainland",Ms Li Jun Ma,Chinese Mainland,"Exporter, Manufacturer",2014,"Gifts, Toys & Sports Supplies, Plush & Stuffed Toys Certificate Name Issued By Certificate Type Valid Date BSCI TUEV NORD GROUP - - View details Factory & Facility Research & Development Quality Control","Room 407/408, Building D2, No.398 Middle Heilongjiang Rd, Licang District, Qingdao City, Shandong Province, China.",,,,Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/NANJING-WELLSON-SPORTING-GOODS-CO-LTD/1X08YEWY,"Nanjing, Jiangsu, Chinese Mainland",Mr Calvin Kwok,Chinese Mainland,"Exporter, Manufacturer",2013,"Beach Toys, Gifts, Toys & Sports Supplies, Sports Supplies, Toy Sporting Goods","Rm 312, Building 1, Jingang SCI-TECH Innovation Park, No.1 Kechuang Road, Qixia District, Nanjing City, Jiangsu Province, China.","Africa, Australasia, Central & South America, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",51 - 100,"US$ 1,000,000 - 4,999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date SGS EN 71 and CPSIA testing report_soccer ball - - - CPSIA testing report of basketball - - - SGS CPSIA testing report of volleyball - - - UL REACH testing report of soccer ball - - -",General Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lotye-Toys-Company-Ltd-/1X001P5S,Hong Kong,Mr - Ip,Hong Kong,Export Agent,1998,"Baby Toys, Dolls, Educational Toys, Gifts, Toys & Sports Supplies, Toy Vehicles","Rm 503, 5/F., Kin Sang Ind Bldg, 147 Wai Yip Street, Kwun Tong, Kowloon, Hong Kong","Africa, Australasia, Central & South America, Eastern Europe, Hong Kong, Korea, Middle East, North America, Southeast Asia, Western Europe",1 - 5,"US$ < 50,000",Sales Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kidztech-Toys-Manufacturing-Limited/1X06Y0U6,Hong Kong,Mr Kenny Pui,Hong Kong,Manufacturer,2011,,"Room 1201, 12/F Inter-Continental Plaza 94 Granville Road, T.S.T. East Kowloon, Hong Kong",Worldwide,1 - 5,"US$ 1,000,000 - 4,999,999 ODM OEM",Sales Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kaiying-Power-Supply-Electrical-Equip-Co-Ltd/1X09BGTV,"Quanzhou, Fujian, Chinese Mainland",Mr Clint Lin,Chinese Mainland,"Exporter, Manufacturer",2000,"Automobile & Transport, Consumer Electronics, Motorcycle Parts & Accessories, Parts, Components & Electrical Supplies","Laogang Industry Area, Anxi Town, Quanzhou City, Fujian Province, China.",Worldwide,,"US$ 1,000,000 - 4,999,999",Sales Manager,KAIYING ODM OEM
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Goodly-Toys/1X0AL5OX,Hong Kong,Chris Cheung,Hong Kong,,,"Gifts, Toys & Sports Supplies, Toy Vehicles","Unit 2A, 5/F, Harbour Crystal Ctr, 100 Granville Rd, Tsim Sha Tsui, Kowloon, Hong Kong",,,,Director,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chengji-Toys-Gifts-Company-Limited/1X06Y9OL,Hong Kong,Mr Jian Meng Chen,Hong Kong,"Exporter, Manufacturer",1998,"Arts & Crafts, Baby Toys, Darts, Dolls, Educational Toys, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Play Tents, Houses & Tunnels, Stationery, Toy Vehicles","RM 1209,12/F HSH MONGKOK PLAZA, 794-802 NATHAN RD, MONGKOK KL Hong Kong.",Worldwide,26 - 50 ODM OEM,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cheerway-Juvenile-Limited/1X08UR1Q,Hong Kong,Mr Johnny Wong,Hong Kong,"Exporter, Manufacturer, Wholesaler",2013,"Baby Care & Nursery, Ride-On Toys","Flat 13, 5/F., Fonda Industrial Building 37-39 Au Pui Wan Street, Fo Tan, N.T. Hong Kong","Australasia, Hong Kong, Scandinavia, Taiwan, Western Europe",501 - 1000,"US$ 250,000 - 499,999 ODM OEM View details Factory & Facility",CEO,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changzhou-Boer-Plastic-Co-Ltd/1X00J9KP,"Changzhou, Jiangsu, Chinese Mainland",Ms Ariel -,Chinese Mainland,"Buying Cooperative, Export Agent, Exporter, Manufacturer",2006,"Furniture & Parts, Gifts, Toys & Sports Supplies, Inflatable Toys, Personal Care, Ride-On Toys, Sports Supplies, Toy Sporting Goods","No. 65 Longyi Rd, Wujin High-tech Development Zone, Changzhou City, Jiangsu Province, China.","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan, Western Europe, Worldwide",51 - 100,"US$ 250,000 - 499,999 ODM OEM",-,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-KidpiK-Toys-Co-Ltd/1X09WNU9,"Lishui, Zhejiang, Chinese Mainland",Mr Justin An,Chinese Mainland,Manufacturer,2005,"Dolls, Educational Toys, Gifts / Souvenirs, Playground Equipment","Yangliu River Indl Zone, No.66-88 Yangliu River Rd, Yunhe, Zhejiang Province, China.","Australasia, Central & South America, Eastern Europe, North America, Western Europe, Worldwide",201 - 500,"US$ 1,000,000 - 4,999,999",General Manager,KIDPIK Paint Workshop Production Workshop Certificate Name Issued By Certificate Type Valid Date BSCI amfori BSCI 18 Mar 2022 - (N/A) View details Factory & Facility Research & Development Quality Control EPR Certificate BSCI Certificate FSC Certificate ISO Certificate China Toy Certificate View All 618406 Sensory Blocks 16Pcs 612227 Circleset Blocks 22Pcs （Rubber Wood Type） 618369 Tieramid Sportos Blocks (Rubber Wood +MDF Type) Tangram Series
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ying-Hao-Toys-Co-Ltd-/1X00M67B,"Foshan, Guangdong, Chinese Mainland",Miss Helen Chen,Chinese Mainland,"Exporter, Manufacturer",1998,"Gifts, Toys & Sports Supplies, Ride-On Toys, Toy Vehicles","Cunwei Development Zone, Nanzhuang Town, Chancheng District, Foshan City, Guangdong Province, China","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",201 - 500,"US$ 10,000,000 - 49,999,999",Export Dept. Manager,"YING HAO, iCOOL, SHENGLONG BABY ODM OEM Certificate Name Issued By Certificate Type Valid Date GSV - GSV - ICTI Certificate - - - ISO9001：2008 - ISO 9001 - View details Factory & Facility"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Topway-Imp-Exp-Corp/1X00M4G8,"Ningbo, Zhejiang, Chinese Mainland",Dr Hai Qiang Lu,Chinese Mainland,Manufacturer,,"Baby Toys, Educational Toys, Gambling Games, Gifts, Toys & Sports Supplies, Toy Vehicles","Room 507, Flat B, Zhongshan Yinzuo, No. 579 Zhongshan East Road, Ningbo. China 315040","Central & South America, Eastern Europe, North America, Scandinavia, Western Europe",101 - 200,"US$ 10,000,000 - 49,999,999 ODM OEM View details Factory & Facility",Sales Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shantou-Yuanda-Toys-Industrial-Co-Ltd/1X08W0FL,"Shantou, Guangdong, Chinese Mainland",Ms Rita Huang,Chinese Mainland,"Exporter, Manufacturer",2012,"Beach Toys, Educational Toys, Game Tables, Gifts / Souvenirs, Gifts, Toys & Sports Supplies, Ride-On Toys, Sports Supplies, Toy Sporting Goods","Donghu Industrial Zone, Chenghai District, Shantou City, Guangdong Province, China.",Worldwide,51 - 100,"US$ 1,000,000 - 4,999,999",Manager,"YD, ZC, YDZC mould development model production plastic production wood processing ride-on car production soft bullet disruptor producti wooden game table(soccer, snoo beach toy set production Certificate Name Issued By Certificate Type Valid Date PAHS SGS - (N/A) - 31 May 2022 EN71 SGS - (N/A) - 28 Apr 2022 ROHS AGC - (N/A) - 04 Feb 2022 8P BV - (N/A) - 23 Apr 2022 CA65 BV - (N/A) - 11 Jun 2022 Show More"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Pinghu-Fengsu-Children-s-Vehicles-Co-Ltd/1X067N03,"Jiaxing, Zhejiang, Chinese Mainland",Ms Cecilia Song,Chinese Mainland,"Exporter, Manufacturer, Wholesaler",2003,"Gifts, Toys & Sports Supplies, Ride-On Toys, Toy Vehicles","Baby-Carrier Industrial City, Xingcang Town, Pinghu City, Zhejiang Province, China.",,51 - 100 ODM OEM View details Factory & Facility,,Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fuzhou-Tera-Fund-Plastic-Products-Co-Ltd/1X07OQT1,"Fuzhou, Fujian, Chinese Mainland",Mr Guo Michael,Chinese Mainland,Exporter,2005,"Baby Care & Nursery, Baby Toys, Furniture & Parts, Gifts, Toys & Sports Supplies, Ride-On Toys, Sports Supplies","Unit 813, 8/F, Times Square, No.89, Fuxin Middle Road, Fuzhou City, Fujian Province, China.",Worldwide,51 - 100,"US$ 10,000,000 - 49,999,999",Manager,"Baby Kingdom ODM OEM ISO9001 EN71 ASTM ROHS Certificate Name Issued By Certificate Type Valid Date ISO9001 Spain European Certified organization Limited ISO 9001 20 Jul 2023 - 19 Jul 2026 EMC REPORT EMTEK (Dongguan) Co., Ltd. Others 24 Feb 2020 - (N/A)"
https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-Hong-Kong-Standards-And-Testing-Centre-Ltd-STC-/1X001BKJ,Hong Kong,Ms Aster Chiu,Hong Kong,Service Company,1963,"Business Research, Management, Consultancy & General Services, Logistics & Transportation, Medical & Healthcare, Professional Services, Quality Inspection, Compliance & Testing Service","10, Dai Wang Street, Tai Po Industrial Estate, Tai Po, N.T., Hong Kong Hong Kong",Worldwide,501 - 1000 Testing Testing Services Inspection Chemical & Food Testing Medical Devices Testing Toys Testing Textiles & Furniture Testing Electrical Product Testing Certificate Name Issued By Certificate Type Valid Date Testing Required by the China Compulsory Certification System (CCC) - - - DAkkS Certificate - - - EMSD Certificate - - - OFCA (OFTA) Certificate - - - Japan Toy Association (ST) Certificate - - - Show More View details Factory & Facility STC IECEE IEC IAS Accredited Testing Laboratory,,Marketing Communications Manager,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yangzhou-DAYE-Toys-Company-Ltd/1S00OKL50,Chinese Mainland,Jim Shi,Chinese Mainland,,,,"Room No.410,Building No 2, Huayangnianhua Plaza, WeiYang District, Yangzhou, Jiangsu Province, Mainland China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wonder-Tree-Technology-Co-Ltd/1S00OHRVO,United Kingdom,Dickson Fung,United Kingdom,,,,"26A Wellowgate, Grimsby,",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/CYO-PRODUCTS/1S00OR2ES,Chinese Mainland,Miss CANDY ZHAO,Chinese Mainland,,,Toy Vehicles View details Factory & Facility,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hok-Srl/1S00OJLKR,Belgium,De crayencour Gilles,Belgium,,,Playground Equipment,"CHAUSSEE DE BRUXELLES 6F,",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiaxing-Lorda-Import-Export-Co-Ltd-/1S00OKMTZ,Chinese Mainland,Lijie Zhang,Chinese Mainland,,,,"Room 805, Building A, Jiaxing World Trade Center, South Lake District, Jiaxing, Zhejiang 314000, China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIANOU-VENASIA-TRADING-CO-LTD/1S00OUZRS,Chinese Mainland,Ms bixiu ye,Chinese Mainland,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jia-Pin-Daily-Necessities-Huizhou-Co-Ltd/1S00OX9FI,Chinese Mainland,Yan Li,Chinese Mainland,,,,"7F, Building 2, Meijun Industrial Park, Qiuchang Street, Huiyang, Huizhou, Guangdong, China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huizhou-Meagle-Enterprise-Limited/1S00OWVP2,"Huizhou, Guangdong, Chinese Mainland",Mrs Yuki Lee,Chinese Mainland,Manufacturer,1998,Baby Toys,"No.2-4 Tangxia Qiaotou Road, Xinxu Town,Huiyang District, Huizhou, Guangdong, China","Chinese Mainland, Eastern Europe, North America, Western Europe",201 - 500,"US$ 10,000,000 - 49,999,999",Manger,MEAGLE Soft & Stackable Block Set Easy Clean Bath Squirter Stackable Activity Playset Cute & Squeezable Animal Pals Stackable Animal Blocks Set Sea Creatures Block Set Aquarium Bath Squirters Sensory Balls
https://sourcing.hktdc.com/en/Supplier-Store/Profile/HUAYI-SUPPLY-CHAIN-MANAGEMENT-CO-LTD-/1S00ORW2Y,Taiwan,Mr Pan Mr,Taiwan,,,"Arts & Crafts, Educational Toys",,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Huaxin-Electronic-Technology-Jiang-Su-Co-Ltd/1S00OWQ0A,Chinese Mainland,Andre Chen,Chinese Mainland,,,,"Building 1,2, 3, South side of Hangzhou Road, Sihong Economic Development Zone, Sihong, Suqian, Jiangsu 223900, China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Horizon-Outdoor-Products-Ltd/1S00OKI1F,Chinese Mainland,angel wang,Chinese Mainland,,,,"NO.6 XINFA NORTH ROAD HUANGPU 528400 ZHONGSHAN, GUANGDONG CHINA,",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hahowa-Co-Ltd-/1S00P5WEY,Chinese Mainland,Cathy Lam,Chinese Mainland,,,"Consumer Electronics, Educational Toys, Gifts / Souvenirs, Stationery",518052 中國廣東省深圳市 南山區粵海街道濱海社區海天一路 19、17、18號深圳市軟件產業基地4棟428,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-JieXing-Toys-Industry-Co-Ltd-/1S00P6VGT,"Shantou, Guangdong, Chinese Mainland",Ms Celine zhang,Chinese Mainland,Manufacturer,,"Arts & Crafts, Educational Toys, Festive Supplies, Gifts / Souvenirs","Beilong Industrial Zone, Guangyi Street, Chenghai District","Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe",,,,JIESTAR Technology and Innovation Diversified product line Design Team Certificate Name Issued By Certificate Type Valid Date Declaration of Conformity SAFETY TEST Others 15 Nov 2025 - 25 Nov 2030 Flower building block Building block toys Hamburger car building blocks Truck head building blocks View All Petroleum factory building blocks Mini insect building blocks Retro camera building blocks 8in1 creative building block set
https://sourcing.hktdc.com/en/Supplier-Store/Profile/The-Pinkfong-Company-Inc-/1S00P7N41,"Korea, Republic Of",Hannah Kim,"Korea, Republic Of",,,,"5th Floor, 94, Myeongdal-ro, Seocho-gu, Seoul, Korea",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fuzhou-Manmao-Life-Culture-Communication-Co-Ltd/1S00OFONF,Chinese Mainland View details Factory & Facility,Mr Nian Song Zheng,Chinese Mainland,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fuzhou-HaLo-Infini-Children-Products-Co-Ltd/1S00OKDLW,Chinese Mainland,- liu,Chinese Mainland,,,,"01 Office,17FL,Bailian Building,No.2 Shuguangzhi R Aofeng Street,Taijiang District, Fujian Province, Mainland China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongyang-Norman-Gem-Industry-Trade-Co-Ltd/1S00OWBK1,Chinese Mainland View details Factory & Facility,Dr Tony Tong,Chinese Mainland,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Wing-Fat-Toys-Manufactory-Limited/1S00OKDDK,Chinese Mainland,peipei wang,Chinese Mainland,,,,"No.2,Binjiang Second Rd,Yanwo, Shipai Town, Dongguan, Guangdong, China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dong-Guan-City-Duo-Zhi-Electronic-Tecnology-Company-Limited/1S00ODK2A,Chinese Mainland View details Factory & Facility,Mr Frank Fu,Chinese Mainland,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DONG-PHUONG-HA-NAM-COMPANY-LIMITED/1S00OGIXR,Vietnam View details Factory & Facility,Ms Van Nguyen,Vietnam,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/D-G-Trade-Limited/1S00OKU06,Seychelles,Peter Sinon,Seychelles,,,,"Second Floor, The Quadrant, Manglier Street, Victoria, Mahe, Seychelles",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Castor/1S00OURP6,Poland,Dorota Wisniewska,Poland,,,,"ul. W. Lokietka 119, PL-31-263 Krakow, Poland",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/JIAXING-UPLAY-TOYS-CO-LTD/1S00OQEQG,Chinese Mainland,Ms Tingting Bao,Chinese Mainland,,,"Baby Care & Nursery, Ride-On Toys View details Factory & Facility",,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jinhua-Aigao-Industry-Co-Ltd/1S00OWZC1,Chinese Mainland,Amy Shen,Chinese Mainland,,,,"Jinluncheke, Xiaoshun Town, Jindong District, Zhejiang, China",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jinjiang-Kam-Lok-Electronic-Technology-Co-Ltd-/1S00OW7ZW,Chinese Mainland,jinshan zhang,Chinese Mainland,,,,"No. 147,149 Jiasheng Road, Anping development zone",,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jinyun-YingPai-Science-and-Technology-Co-Ltd-/1S00OORD6,"Lishui, Zhejiang, Chinese Mainland",Ms Emma Chen,Chinese Mainland,"Exporter, Manufacturer",2022,Ride-On Toys,"Room 501,Building 9,No.288,Cangling Road, LiJin HardwareTechnology Industrial Park,Huzhen To JinYun County,Lishui City","Central & South America, Eastern Europe, North America, Scandinavia",51 - 100,"US$ < 50,000",,ezscooter
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sichuan-Kupan-Technology-Co-Ltd-/1S00P7ATB,Chinese Mainland,Dr river lu,Chinese Mainland,,,,,,,,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-xinditai-electric-co-ltd/1S00OWNKP,Chinese Mainland,Happy Gao,Chinese Mainland,,,,"3rd Floor, Building C, Tongju Industrial Park, No. 4 Longping West Road, Shengping Community, Lon Longgang District, Shenzhen, Guangdong, China",,,,,
