url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Annual Turnover,Contact Person,Position,Office Address,Country/Region,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-GD-Lighting-Co-Ltd/1S00ONB74,,Chinese Mainland,,,,,,zai anni,,"Zone C2, 4th Floor, No. 1 Tongshun Road, Tongyi In Guzhen Town, Zhongshan City",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-QILU-ELECTRIC-APPLIANCE-CO-LTD/1S00ONJDE,,Chinese Mainland,,,,,,Aimee Liu,Oversea Department,"2F,3F,Building A,No.8, Industrial Avenue, Jidong Second Community, Xiaolan Town, Zhongshan C Zhongshan, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Tuoming-Lighting-Technology-Co-Ltd-/1S00ON1N2,,Chinese Mainland,,,,,,Mark Ma,,"10th Floor,Wanli Square, Tong Yi lndustrial Zone, Guzhen Town, Zhong shan City, Guangdong Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Xingqite-Lighting-Technology-Co-Ltd-/1S00OIJ45,,Chinese Mainland,,,,,,Dr yonghui Ke,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Council-for-Testing-and-Certification/1X06GMDT,Government,Hong Kong,2009.0,"Government Organizations, Professional Services, Quality Inspection, Compliance & Testing Service Testing Inspection Certification Accreditation",,,,Miss Gigi Lam,,"Units 801-04, 8/F, The Hub, 23 Yip Kan Street, Wong Chuk Hang",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changzhou-Fuxing-Electrical-Appliance-Co-Ltd/1X00JSVT,"Exporter, Manufacturer","Changzhou, Jiangsu, Chinese Mainland",1996.0,"Environmental Protection, Lights","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",1001 - 2000,"US$ 10,000,000 - 49,999,999 ODM OEM View details Factory & Facility",Ms Susy Wang,General Manager,"No.20 Dongfang South Road Wujin Economic Development Zone(Lihe) Changzhou City, Jiangsu Province, China.",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cosun-Technology-Shenzhen-Co-Ltd/1X0AJSQY,,Chinese Mainland,,"Lights Certificate Name Issued By Certificate Type Valid Date ISO 9001 ZhongQiu United International Certification (Beijing) Co., Ltd. ISO 9001 08 Nov 2021 - 07 Nov 2024 ISO 45001 ZhongQiu United International Certification (Beijing) Co., Ltd. ISO 45001 08 Nov 2021 - 07 Nov 2024 ISO 14001 ZhongQiu United International Certification (Beijing) Co., Ltd. ISO 14001 08 Nov 2021 - 07 Nov 2024 UL Certification UL LLC Others 23 May 2017 - (N/A) CE EMC DEKRA Testing and Certification (Shanghai) Ltd.. Others 07 Feb 2023 - (N/A) Show More Company Video State-level high-tech enterprise certificate View All 2023 COSUN TECHNOLOGY Catalog 1 2023 COSUN TECHNOLOGY Catalog 2 2023 COSUN TECHNOLOGY Catalog 3 2023 COSUN TECHNOLOGY Catalog 4",,,,paul zhong,,"No.7 Fuping Middle Road, Pingdi Town, Longgang District,Shenzhen, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fuzhou-Guanzhou-Electronic-Co-Ltd/1X00F0S8,"Exporter, Manufacturer","Fuzhou, Fujian, Chinese Mainland",1998.0,"Environmental Protection, Lights, Sports Supplies","Eastern Europe, Hong Kong, Japan, Korea, North America, Taiwan, Western Europe, Worldwide",101 - 200,"US$ 1,000,000 - 4,999,999",Mr Kuki Wang,Customer Manager,"NO.170 Jinyan Road, Jianxin Town, Cangshan District, Fuzhou City, Fujian Province, China.",Chinese Mainland,FGE Certificate Name Issued By Certificate Type Valid Date BSCI amfori BSCI 20 Dec 2023 - 20 Dec 2024 ISO9001 SGS ISO 9001 07 Jan 2024 - 06 Jan 2027 View details Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Imigy-Lighting-Electric-Company-Ltd/1X094RBG,"Exporter, Manufacturer","Suzhou, Jiangsu, Chinese Mainland",2004.0,"Environmental Protection, Lights","Africa, Australasia, Central & South America, Eastern Europe, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe",501 - 1000 Certificate Name Issued By Certificate Type Valid Date CE SGS - - CB DEKRA - - RoHS DEKRA - - ERP SGS - - View details Factory & Facility Research & Development Quality Control,,Ms Cindy Sun,Sales Director,"No 366, Heng Chang Jing Road, Zhoushi,Kunshan, Suzhou,215313 Jiangsu, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Shangyu-Jinghua-Background-Lighting-Co-Ltd/1X00K5D8,Manufacturer,"Shaoxing, Zhejiang, Chinese Mainland",2003.0,"Environmental Protection, Lights","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Scandinavia, Southeast Asia, Taiwan, Western Europe",101 - 200,"US$ 5,000,000 - 9,999,999",Mr Jun Hang,General Manager,"Dongguan Town, Shangyu City, Zhejiang 312353, China",Chinese Mainland,JH ODM OEM
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Hua-Yu-Lighting-Manufacture-Co-Ltd/1X0AK9BY,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2013.0,"Lights, Parts, Components & Electrical Supplies","Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe",51 - 100,"US$ 1,000,000 - 4,999,999",Ms Emily Wong,Sales Manager,"NO.7 Fengxin Rd, Guangming New District, Shenzhen City, Guangdong Province, China.",Chinese Mainland,lednoodle ODM OEM Certificate Name Issued By Certificate Type Valid Date TUV-CB - - - ETL - - - TUV-CE - - - View details Factory & Facility BV Factory Inspection Report ISO9001 Aluminum Profile Sunlight LED Strip Solidjoy LED Strip Customrized LED Lighting Fixture
https://sourcing.hktdc.com/en/Supplier-Store/Profile/V-Trust-Inspection-Service-Co-Ltd/1X00PQYW,Service Company,"Guangzhou, Guangdong, Chinese Mainland",2008.0,"Accounting & Finance, Business Research, Management, Consultancy & General Services, Engineering, Environmental Protection, Environmental Protection, Logistics & Transportation, Medical & Healthcare, Professional Services, Quality Inspection, Compliance & Testing Service, Technology, R&D",Worldwide,201 - 500,"US$ 5,000,000 - 9,999,999",Mr Ted Zhang,General Manager,"10/F, Canton Fair Tower 679 Fengpu Road, Pazhou Guangzhou City, Guangdong Province, China",Chinese Mainland,V-Trust Inspection Service Product Inspection Quality Control Factory Audit Social Compliance Audit Certification Inspection QC Testing Certificate Name Issued By Certificate Type Valid Date ISO 9001:2015 Standard IAF ISO 9001 10 Jan 2022 - 09 Jan 2025 IFIA Approved IFIA Others 17 Oct 2014 - (N/A) ISO/CNAS 17020 & 17025 Accreditation ISO/CNAS ISO 17025 25 Sep 2023 - 24 Sep 2029 AQSIQ Accreditation AQSIQ Others 13 Jul 2016 - (N/A) APSCA Accreditation APSCA Others 01 Jun 2021 - (N/A) Show More
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Simons-Lighting-Co-Ltd/1X0F0ECI,"Exporter, Manufacturer","Xiamen, Fujian, Chinese Mainland",2016.0,Lights,"Australasia, Japan, Western Europe",51 - 100,"US$ 1,000,000 - 4,999,999",Miss Amy Zhang,Sales Manager,"10/F, Xingbei Industrial Park, No.3 Zhongwan Road, Jimei District, Xiamen City, Fujian Province, China.",Chinese Mainland,SIMONS OEM ODM View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Superlighting-Technology-Co-Ltd/1X09ZNEP,"Exporter, Manufacturer","Xiamen, Fujian, Chinese Mainland",2014.0,"Environmental Protection, Homeware & Lifestyle Essentials, Lights","Middle East, North America, Western Europe, Worldwide",26 - 50,"US$ 50,000,000 - 99,999,999",Ms Xiao Xin Shen,Sales Manager,"Devon industrial park, Dong fu street ,haicang district , Xiamen City, Fujian Province, China.",Chinese Mainland,superlighting-xm DLC UL R&D Customer Customization CB certification Waterproof 5 Year Warranty Led illumination light Certificate Name Issued By Certificate Type Valid Date TUV TUV TÜV Rheinland 02 Sep 2023 - 01 Sep 2024 ETL INTERTEK Others 18 Oct 2022 - 30 Oct 2033 View details Factory & Facility Research & Development Quality Control Superlighting Catalog Superlighting Catalog
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Era-Solar-Technology-Co-Ltd/1X09ERDE,"Exporter, Manufacturer","Taizhou, Zhejiang, Chinese Mainland",2006.0,"Consumer Electronics, Electronics, Environmental Protection, Lights, Sports Supplies","Australasia, Central & South America, Chinese Mainland, North America, Scandinavia, Western Europe",501 - 1000,"US$ 10,000,000 - 49,999,999",Ms KACEY WANG,Sales Manager,"No.888 Huangjiao Road, Huangyan, Taizhou, Zhejiang Province, China",Chinese Mainland,ERA OEM ODM AUDIT Certificate Name Issued By Certificate Type Valid Date CE CERTIFICATE TUV - (N/A) - 31 Jan 2021 ROHS TUV - (N/A) - 31 Jan 2021 BSCI TUV - (N/A) - 31 Jan 2021 View details Factory & Facility Research & Development Quality Control Zhejiang science and technology enterprises Taizhou patent model enterprise Taizhou Science and Technology Progress Award
https://sourcing.hktdc.com/en/Supplier-Store/Profile/BELLCO-INTERNATIONAL/1S00OW17E,,Hong Kong,,"Lights, Sports Supplies View details Factory & Facility",,,,Mr FRANCO FUNG,,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Toseo-Lighting-Co-Ltd-/1X06QZMH,"Distributor, Exporter, Manufacturer",Hong Kong,2004.0,"Environmental Protection, Lights","Eastern Europe, Scandinavia",51 - 100,"US$ 1,000,000 - 4,999,999",Mr Bruce Li,General Manager,"No.3 Gaoshazhong Development Zone Xilian Jinsha Danzao town Nanhai District, Foshan City, Guangdong Province China",Hong Kong,TOSEO ODM OEM Certificate Name Issued By Certificate Type Valid Date CE certificate TS6001 TS6002 TS6003 TS6004 - - - CE certificate T7002 - - - VDE certificate for G5.3 lampholder - - - VDE certificate of Terminal block - - - A Ceiling Lamp Convenient for Adjusting Irradiation Angle.jpg State Intellectual Property Office Others 30 Dec 2022 - (N/A) Show More View details Factory & Facility Research & Development Quality Control Showroom Workspace SALES Team The Company Company scene
https://sourcing.hktdc.com/en/Supplier-Store/Profile/zohnson-limited/1X09E6TP,Manufacturer,Hong Kong,2013.0,"Environmental Protection, Lights","Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, North America, Other Asian Countries, Southeast Asia, Western Europe, Worldwide",101 - 200,"US$ 10,000,000 - 49,999,999",Ms Elaina Peng,,"Unit 04, 7/F, Bright Way Tower, No. 33 Mong Kok Road, Kowloon, Hong Kong",Hong Kong,I-ZOHNSON ODM OEM View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bluevision-Optoelectronics-Co-Limited/1X0A1DYZ,,Hong Kong,,Lights,,,,Charles Zhao,,"Unit B Rm 06, Legend Tower 7 Shing Yip St Kwun Tongm, Kowloon Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Chi-Bon-Lighting-Technology-Limited/1X001CX3,"Exporter, Manufacturer",Hong Kong,,"Consumer Electronics, Environmental Protection, Lights, Optical Equipment, Stationery","North America, Southeast Asia, Western Europe",,,Mr Ruby Hui,Marketing Executive,"10/F., Flat B-5, Po Yip Bldg., 62-70 Texaco Road, Tsuen Wan, N.T., Hong Kong. Hong Kong",Hong Kong,CB ODM OEM View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/DILUCE-LIGHTING-HONG-KONG-LIMITED/1X0979KP,,Hong Kong,,"Environmental Protection, Lights",,,,Guo hao,GM,"23/F ON HONG COMM BLDG 145, HENNESSY RD WANCHAI, HONG KONG",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Done-Luen-Enterprises-Limited/1X00IIQS,Manufacturer,Hong Kong,,"Consumer Electronics, Home Products, Lights & Constructions, Homeware & Lifestyle Essentials",,,,Ms Helen Cheung,,"Flat 1108, 11/F., New Tech Plaza, 34 Tai Yau Street, San Po Kong, Kowloon, Hong Kong Hong Kong.",Hong Kong,WDL
https://sourcing.hktdc.com/en/Supplier-Store/Profile/FREE-LIGHTING-LIMITED/1X0B8U0I,Manufacturer,Hong Kong,2009.0,Lights,"Australasia, Japan, North America, Scandinavia",26 - 50,"US$ 5,000,000 - 9,999,999",Ms Vicky Hong,General manager,"Rm C, 2/F, Capital Trade Centre, 62 Tsun Yip Street, Kwun Tong, Hong Kong",Hong Kong,FREE LIGHTING LED Manufacturer LED Solution LED Lamp & Dimmer development
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Fu-Bong-Lighting/1X08PQBJ,"Buying Office, Exporter, Manufacturer, Private Individual, Retailer, Wholesaler, e-tailer",Hong Kong,1995.0,"Environmental Protection, Lights","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Middle East, Other Asian Countries, Southeast Asia, Taiwan",,"US$ 100,000 - 249,999",Miss Cindy Hum,,"NO.9 Xiangan South Road，Junan Town Shunde District,Foshan City,Guangdong Prov. China",Hong Kong,FUBONG ODM OEM Certificate Name Issued By Certificate Type Valid Date 个人独资企业营业执照 - - - 税务登记证 - - - 中华人民共和国组织机构代码证 - - -
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hong-Kong-Brightsun-Limited/1S00O6ZM7,Manufacturer,Hong Kong,2005.0,Lights,"Central & South America, Eastern Europe, Japan, Korea, North America, Western Europe, Worldwide",51 - 100,"US$ 1,000,000 - 4,999,999",Ms Sophia C,,"Bright sun factory Chenghua road Chenghai District ,Shantou. Guangdong China",Hong Kong,BSUP View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/QML-GREEN-WORLD-INTERNATIONAL-H-K-CO-LIMITED/1X08Z2R3,Manufacturer,Hong Kong,,"Environmental Protection, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",,,,Ms Rainy Chim,Director,"Rm 1501, Grand Millennium Plaza (Lower Block), 181 Queen's Road Central, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shine-Glory-Lighting-Ltd/1X07JWMQ,Manufacturer,Hong Kong,2009.0,"Environmental Protection, Lights","Australasia, Central & South America, Eastern Europe, Hong Kong, Japan, North America, Southeast Asia, Western Europe, Worldwide",201 - 500,"US$ 500,000 - 999,999 ODM OEM Certificate Name Issued By Certificate Type Valid Date CE TUV Rheinland (China) Ltd Others 30 Sep 2022 - 30 Oct 2026 UKCA TUV Rheinland (Shenzhen) Co., Ltd Others 30 Nov 2022 - 30 Nov 2026 View details Factory & Facility Research & Development Quality Control",Ms Polly Zheng,Sales manager,"Unit 2508A, 25/F, Bank of America Tower, 12 Harcourt Road, Central, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/TWD-Technology-Limited-/1X08PQO6,"Manufacturer, e-tailer",Hong Kong,1995.0,"Consumer Electronics, Parts, Components & Electrical Supplies","Chinese Mainland, Korea, North America, Western Europe, Worldwide",201 - 500,"US$ 10,000,000 - 49,999,999 Certificate Name Issued By Certificate Type Valid Date CE - - - UL - - - ISO9007 - - - View details Factory & Facility",Mr Chris Man,Sales Manager,"Flat J, 13/F., Block 2, Golden Dragon Industrial Centre, Nos. 162-170 Tai Lin Pai Road, Kwai Chung, N.T., Hong Kong China",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xavier-LED-Lighting-Co-LTD/1X0AE4K4,,Hong Kong,,"Environmental Protection, Furniture & Parts, Lights",,,,Bruce Han,Gerneral Manager,,Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xin-Guang-Yuan-HK-Electronic-Limited/1X084RR0,,Hong Kong,,Lights,,,,Scarly Min,,"Room 1103, Hang Seng Mongkok Building, 677 Nathan Road, Mongkok, Kowloon, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Dongguan-Xinrui-Lighting-Co-Ltd/1X0A70JH,,Chinese Mainland,,Lights,,,,LI TING ZHUO,salesmen,"Sanxing Road,Zhongwei Tiesong village,QingXi Town,",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Essence-Sanitary-Wares-Co-Limited/1S00OZL0F,"Exporter, Manufacturer, Wholesaler","Zhongshan, Guangdong, Chinese Mainland",2003.0,Furniture & Parts,"Eastern Europe, Middle East, North America, Scandinavia, Western Europe",51 - 100,"US$ 5,000,000 - 9,999,999",Miss LeiLei Yang,,"No. 5 Yihui 2nd Road, Maohui Industrial Zone, Henglan Town, Zhongshan, 528478, China",Chinese Mainland,ENE
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Jishengke-Industrail-Co-Ltd/1S00OWW11,,Chinese Mainland,,"Lights, Party Supplies",,,,Mr John Siu,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangxi-Suntime-Household-Products-Co-Ltd/1X0BAS6I,"Exporter, Manufacturer","Yulin, Guangxi Zhuang Autonomous Region, Chinese Mainland",,,,,,Ms Yu Mei Lai,Vice General Manager,"Ganxin Road, Dayantang, Beiliu, Yulin City, Guangxi, China.",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ninghai-Yong-Zheng-Electronic-Co-Ltd/1X08HPKD,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",2004.0,"Environmental Protection, Lights","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan",51 - 100,"US$ 5,000,000 - 9,999,999 View details Factory & Facility",Miss Lissa Sun,,"Shaojia Road, Xidian Town, Ningbo City, Ningbo",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHANGHAI-BUBLUX-LIGHTING-TECHNOLOGY-CO-LTD-/1S00O6G0K,"Exporter, Manufacturer","Shanghai Shi, Shanghai, Chinese Mainland",,"Environmental Protection, Lights, Parts, Components & Electrical Supplies, Parts, Electrical Electronic Supplies",,,,Ms QIN BAO,,"Room 1106, No. 89 Jilong Road, Waigaoqiao Free Trade Zone Pudong, Shanghai China",Chinese Mainland,BUBLUX OEM ODM SKD View details Factory & Facility
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Brilloop-Lighting-Co-Ltd-/1X07T5WP,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",2010.0,"Environmental Protection, Lights",Worldwide,51 - 100,"US$ 5,000,000 - 9,999,999",Ms Cindy LI,Sales Manager,"6F-7F, B6 Building, Junfeng Industrial Park,Yonghe Road, Bao'an Dist.Shenzhen Guangdong, China",Chinese Mainland,Brilloop ODM OEM Solution Provider Reliable Partner High Qualiy Level Over ten years experience Patent Products Certificate Name Issued By Certificate Type Valid Date ISO9001:2015 SGS - - ENEC Certificate SGS - - CE-EMC Certificate SGS - - CE-LVD Certificate SGS - - RCM Certificate SGS - - Show More View details Factory & Facility Research & Development Quality Control Airport Stadium Football Field Riding Field Football Field Tennis Court Basketball Court Ice Hockey Rink
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Keyingtong-Electronic-Technology-Co-Ltd/1X08HPMB,"Exporter, Manufacturer, Retailer, Wholesaler, e-tailer","Shenzhen, Guangdong, Chinese Mainland",2005.0,"Environmental Protection, Lights, Parts, Components & Electrical Supplies","Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Southeast Asia, Western Europe",201 - 500,"US$ 500,000 - 999,999 Certificate Name Issued By Certificate Type Valid Date EMC - - - LVD - - - RoHs - - -",Miss Eva Rowe,-,"Rm 1005(B),10/F,Ho King Commercial Centre 2-16 fayuen Street Mongkok Kowloon Hongkong China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Ottima-Technology-Co-Ltd/1X09150L,Exporter,"Shenzhen, Guangdong, Chinese Mainland",2014.0,"Environmental Protection, Lights","Australasia, Eastern Europe, North America, Scandinavia, Southeast Asia, Western Europe, Worldwide",51 - 100,"US$ 5,000,000 - 9,999,999",Ms Yunqing Zhang,Sales Manager,"Room 517, Donghuan 1st Road, Donghuan Rainbow B1 Building Longhua New District Shenzhen, Guangdong Province China",Chinese Mainland,OTTIMA LED Driver LED power supply LED transformer Certificate Name Issued By Certificate Type Valid Date CE TUV - (N/A) - 23 Dec 2023 FCC Anbotek - - CB IEC - - Intertek ETL - - RCM goobal - - Show More View details Factory & Facility Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yuyao-Amber-Lamp-Co-Ltd/1X00K4SW,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland",2006.0,"Environmental Protection, Lights","Eastern Europe, Scandinavia, Western Europe ODM OEM Certificate Name Issued By Certificate Type Valid Date CE - - - View details Quality Control",,,Ms Xiao Ke He,Sales Manager,"No.56, Fengle Village, Yangming Street, Yuyao, Zhejiang, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Tao-s-Electric-Co-Ltd-/1S00OZJ9Q,,Chinese Mainland,,"Homeware & Lifestyle Essentials, Lights, Parts, Components & Electrical Supplies",,,,Grace Tao,,"NO.458, JINHAI 2ND AVENUE, JINHAI ECONOMIC&TECHNICAL DEVELOPMENT ZONE, WENZHOU, china",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ZHONGSHAN-WOSEN-LIGHTING-TECHNOLOGY-CO-LTD/1X0AE4PZ,"Exporter, Manufacturer","Zhongshan, Guangdong, Chinese Mainland",1992.0,,"Central & South America, Middle East, North America, Scandinavia, Southeast Asia",201 - 500,"US$ 10,000,000 - 49,999,999",Ms Mandy Wu,Marketing Manager,"No. 526, Dongan North Road, Haizhou, Guzhen, Zhongshan, China",Chinese Mainland,WOSEN Certificate Name Issued By Certificate Type Valid Date ISO9001:2015 ISO - (N/A) - 19 Nov 2021 View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Zenlea-Lighting-Technology-Co-Ltd/1X084XIR,"Exporter, Manufacturer, Wholesaler","Zhongshan, Guangdong, Chinese Mainland",2009.0,Lights,"Africa, Chinese Mainland, Eastern Europe, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Western Europe",51 - 100,"US$ 5,000,000 - 9,999,999",Ms Eleanor Deng,Manager,"No.98 of Cangtang Street, Guzhen Town, Zhongshan City, Guangdong, China",Chinese Mainland,Zenlea ODM OEM OBM Certificate Name Issued By Certificate Type Valid Date OCCUPATIONAL HEALTH & SAFETYMANAGEMENT SYSTEM CERTIFICATE NoA Testing & Certification Group Ltd. ISO 45001 15 Aug 2024 - 10 Aug 2026 ENVIRONMENTAL MANAGEMENT SYSTEM CERTIFICATE NOA Testing & Certification Group Ltd. ISO 14001 15 Aug 2024 - 10 Aug 2026 View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ANJI-RUYI-CRAFTS-FACTORY/1S00O5V9E,,Chinese Mainland,,Lights View details Factory & Facility,,,,Ms ruyi jin,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Berdis-Lighting-Co-Ltd-/1X0AJSWS,Manufacturer,"Jiangmen, Guangdong, Chinese Mainland",2014.0,"Environmental Protection, Lights","Australasia, Scandinavia, Western Europe",26 - 50,,Ms HAO XUE,,"6F, Building 2,No. 48, Donghou Road, Xinhui Ditrict, Jiangmen City, Guangdong Province, China",Chinese Mainland,BERDIS flicker-free driver mute driver trailing edge dimmable driver
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Changzhou-J-H-Import-Export-Co-Ltd/1X087HK1,"Exporter, Manufacturer","Changzhou, Jiangsu, Chinese Mainland",1996.0,"Environmental Protection, Lights","Eastern Europe, North America, Worldwide",51 - 100,"US$ 250,000 - 499,999",Ms Yue Aileen,Sales Manager,"Room 703, Building A, Bo'An International, NanYang Business Plaza, Hutang Town, Wujin District, Changzhou, Changzhou",Chinese Mainland,J&H ODM OEM
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-City-Shengyi-Lighting-Electric-Appliance-Co-Ltd-/1X03SV5A,Manufacturer,"Ningbo, Zhejiang, Chinese Mainland",2006.0,"Environmental Protection, Lights","Eastern Europe, Hong Kong, Korea, Scandinavia, Southeast Asia, Western Europe",101 - 200,"US$ 1,000,000 - 4,999,999 View details Factory & Facility","Mr Stephen Weng,Huang Guocheng","Sales Manager,General Manager","No.8,Hubin North Road, Fanshi Town, Cixi City, Zhejiang Province,315312,P.R.China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-City-Superstarlux-Co-Ltd-/1X088ADT,"Exporter, Manufacturer, Wholesaler","Ningbo, Zhejiang, Chinese Mainland",2005.0,"Environmental Protection, Lights","Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe",101 - 200 ODM OEM,,Mr Jason Lin,Sales Manager,"Zi Dong Bin Hai Zone, No. 699 Lingxu 2 Rd., Longshan Town, Cixi City, Zhejiang Province, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Cixi-Yuanhui-Lighting-Electric-Co-Ltd-/1X04V9OL,Manufacturer,"Ningbo, Zhejiang, Chinese Mainland",,"Environmental Protection, Lights",Central & South America Certificate Name Issued By Certificate Type Valid Date ISO9001 - ISO 9001 -,,,Mr Liu Liu,Salesman,"Sanbei Industry Area, Sanbei Town, Cixi China.",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Easttop-Technology-Co-Ltd/1S00O9VXE,"Exporter, Manufacturer","Zhongshan, Guangdong, Chinese Mainland",,Lights,"Africa, Australasia, Central & South America, Eastern Europe, Hong Kong, Middle East, Southeast Asia, Western Europe",51 - 100,"US$ 250,000 - 499,999",Miss Winnie Mun,,"2/F, Building 2, No.400, Dongan North Road, Guzhen Town, Zhongshan, China",Chinese Mainland,EASTTOP View details Factory & Facility Research & Development Quality Control
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Nanhai-Shangge-Hardware-Electrical-Applicance-Factory/1S00OJBHA,,Chinese Mainland,,Lights Certificate Name Issued By Certificate Type Valid Date QTS800119416 CE-LVD Certificate QTS - - QTS800219417 CE-EMC Certificate QTS - -,,,,LI HAONING,Sales manager,Shangan Lijia Indusrtial Area Danzao Town Nanhai Distirct China,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Foshan-Shining-Lighting-Technology-CO-Ltd/1X07KPS5,"Exporter, Manufacturer","Foshan, Guangdong, Chinese Mainland",2009.0,"Environmental Protection, Lights","Chinese Mainland, Eastern Europe, Hong Kong, Japan, Middle East, North America, Other Asian Countries, Taiwan, Western Europe",51 - 100,"US$ 50,000 - 99,999",Ms Jessica Pan,,10 Lily Road Jinshi Main Road Nanhai National Ecological Park Nanhai,Chinese Mainland,shining lighting ODM OEM Certificate Name Issued By Certificate Type Valid Date CE - - - CE - - - EMC - - - LVD - - - CE-LVD - - - Show More
