"image-container href","img-responsive src","exhibitor-name","exhibitor-info href","wrap-word","directory-stand 2","title-in-exhibitor-summary","brands href","wrap-word 2","text-left","pps-tags","pps-tags href"
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangdong%20ruichi%20intelligent%20equipment%20co%20ltd.org-a34ab723-ac52-4b57-8962-90e1612cc150.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-31aa1c79-4614-4f3c-8b25-b3b759f7e760/desktop-small/08d6ac89-b23a-4fdc-9190-be6530c88c36.png","GUANGDONG RUICHI INTELLIGENT EQUIPMENT CO., LTD","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangdong%20ruichi%20intelligent%20equipment%20co%20ltd.org-a34ab723-ac52-4b57-8962-90e1612cc150.html","RICH Automation – Engineering Efficiency
Who We Are:
A leading R&D and manufacturing expert​ in automation, backed by service centers in Jiangsu, Chongqing, Nanning, and Vietnam.
What We Offer:
A full range of high-precision equipment:
Fastening:​ Smart / Servo / Brushless Electric Screwdrivers, Screw Feeders, Handheld Auto-Screw Machines.
Assembly:​ Automated Platforms, Label Strippers, Feeders.
Process:​ High-Precision Dispensing Machines & Soldering Machines.
Industries We Serve:
Electronics | Home Appliances | Lighting | Telecommunications | Automotive
Our Promise:
We solve your","9B27","Brands","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangdong%20ruichi%20intelligent%20equipment%20co%20ltd.org-a34ab723-ac52-4b57-8962-90e1612cc150.html","RUICHI","","",""
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangdong%20suorec%20technology%20coltd.org-ccf5f4c5-f4d1-4042-9d5f-04efd47cf695.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","GUANGDONG SUOREC TECHNOLOGY CO.,LTD.","","","9C23","","","","","",""
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20coreken%20electric%20co%20ltd.org-710de969-79e7-4dd6-b615-f986599dc36b.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-feb8661b-823b-4a1a-b9bd-e524e29e537e/desktop-small/50da1449-4525-4648-b011-7d24b3fb8d7f.png","GUANGZHOU COREKEN ELECTRIC CO., LTD.","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20coreken%20electric%20co%20ltd.org-710de969-79e7-4dd6-b615-f986599dc36b.html","Manufacturing frequency inverter,motor soft starter,ac servo driver and motor,etc.","9A29","Brands","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20coreken%20electric%20co%20ltd.org-710de969-79e7-4dd6-b615-f986599dc36b.html","COREKEN","Categories","OTHERS, Manufacturer (Brand Owner), OTHERS, Automotive & Auto Parts, Building & Construction, Electrical & Electronics, Food & Beverage Processing, Garment & Textile","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20coreken%20electric%20co%20ltd.org-710de969-79e7-4dd6-b615-f986599dc36b.html"
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20libo%20transmission%20equipment%20co%20ltd.org-06c14a0e-3a02-4cc8-9195-a4fc05563f03.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","GUANGZHOU LIBO TRANSMISSION EQUIPMENT CO., LTD.","","","8M24","","","","","",""
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20senke%20electronics%20co%20ltd.org-e819aae3-b954-4bd6-81b0-8e414c76a22e.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-e310fdfd-3507-4160-876c-178ba1ed8904/desktop-small/a26df9d5-dd12-411c-9ef4-c7eecb1dcd86.png","GUANGZHOU SENKE ELECTRONICS CO., LTD.","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20senke%20electronics%20co%20ltd.org-e819aae3-b954-4bd6-81b0-8e414c76a22e.html","Founded in 2012, Senke is a national high-tech enterprise with its own brand. It has subsidiaries in Beijing, Shanghai, Guangzhou, Foshan, Shenzhen and Hangzhou with nearly 400 employees. After more than ten years of development and accumulation, Senke has formed a diversified business model integrating R&D and design, production and manufacturing, selling, and sales services. Its main products industrial panel PC, stainless steel panel PC,touch monitor, rugged tablet,mini PC,box PC, touch all in one PC and other display products.","8F25","Brands","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20senke%20electronics%20co%20ltd.org-e819aae3-b954-4bd6-81b0-8e414c76a22e.html","SENKE","","",""
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20special%20control%20electronic%20industrial%20co%20ltd.org-79027600-c83c-4588-9f95-1cd53b129ffc.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-29a92cb7-659f-43fb-ae24-d82d0d90893f/desktop-small/ae922e33-5c3c-415a-874f-7931b7c3decc.png","GUANGZHOU SPECIAL CONTROL ELECTRONIC INDUSTRIAL CO., LTD.","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20special%20control%20electronic%20industrial%20co%20ltd.org-79027600-c83c-4588-9f95-1cd53b129ffc.html","TEKOENN (by Guangzhou Special Control) is a high-tech enterprise providing one-stop industrial PC solutions: Rack/Wallmount IPC, Panel IPC & Fanless IPC...etc. With full-stack R&D from circuit and thermal design to BIOS and driver development, TEKOENN ensures superior quality and rapid time-to-market. Our products empower core sectors like Intelligent Manufacturing and Smart Cities for industry leaders including BYD, Midea, and Honeywell...etc.","9A26","Brands","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20special%20control%20electronic%20industrial%20co%20ltd.org-79027600-c83c-4588-9f95-1cd53b129ffc.html","TEKOENN","Categories","Control System , Manufacturer (Brand Owner), Automotive & Auto Parts, Electrical & Electronics, Food & Beverage Processing, Machine Building, Packaging, System Integrators (Robotics & Automation)","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20special%20control%20electronic%20industrial%20co%20ltd.org-79027600-c83c-4588-9f95-1cd53b129ffc.html"
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20yanmeng%20intelligent%20control%20technology%20co%20ltd.org-dce99e5b-40e7-45e7-b1a9-21527a939e1b.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-1e600da0-c69b-4b5d-929f-fd09df62a265/desktop-small/37da1c4f-c399-4f8c-bb41-4ffe244b544d.jpg","GUANGZHOU YANMENG INTELLIGENT CONTROL TECHNOLOGY CO., LTD.","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20yanmeng%20intelligent%20control%20technology%20co%20ltd.org-dce99e5b-40e7-45e7-b1a9-21527a939e1b.html","GUANGZHOU YANMENG INTELLIGENT CONTROL TECHNOLOGY CO., LTD. specializes in the R&D, manufacturing and supply of high-quality industrial computing hardware. Our product portfolio includes industrial panel PCs, industrial monitors, embedded industrial PCs, and IP65/IP67-rated rugged tablets. Designed for harsh industrial environments, our solutions feature fanless cooling, wide temperature tolerance, high shock/vibration resistance, and 24/7 continuous operation, ideal for factory automation, machine control, logistics and outdoor industrial applications.","8D13","Brands","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20yanmeng%20intelligent%20control%20technology%20co%20ltd.org-dce99e5b-40e7-45e7-b1a9-21527a939e1b.html","YANMENG","Categories","HMI-Visualization, IT Solutions, Manufacturer (Brand Owner), Automotive & Auto Parts, Electrical & Electronics, Machine Building, Medical Device, System Integrators (Robotics & Automation)","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.guangzhou%20yanmeng%20intelligent%20control%20technology%20co%20ltd.org-dce99e5b-40e7-45e7-b1a9-21527a939e1b.html"
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.haixin%20international%20precision%20nantong%20co%20ltd.org-98868e5c-5791-42c8-8510-5ad3b7eba4a4.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","HAIXIN INTERNATIONAL PRECISION (NANTONG) CO., LTD.","","","8G26","","","","","",""
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hangzhou%20weisen%20electrical%20technology%20co%20ltd.org-109c0e75-63ae-49e8-b465-961fade6e9c5.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","HANGZHOU WEISEN ELECTRICAL TECHNOLOGY CO., LTD.","","","8C07","","","","","",""
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hangzhou%20xuanye%20robot%20technology%20co%20ltd.org-5d8ec960-d8a2-4b91-a320-0352d091a59a.html","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAHYAAAB2CAYAAAAdp2cRAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAAHYYAAB2GAV2iE4EAAAQNSURBVHhe7d07S+xAAMXxubdSSytFsPYLWFjZCVa2tn4yW1sRFMQHVooPsPJd+UDxBVqoqLhyZkeueneTzXvm5PwgmGTT5P5JMjvXdf+8vr42jND5634KGYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpKq7NN2T09PZmtry1xeXprn52e3l1N3d7fp7+83w8PDpqenx+0tViVhEXV2dta8vLy4PfXQ1dVlJiYmSolbya0YV2rdogLOGedehkrC4vZbV2WdeyW34unpabfWNDU15dY4VXG+GhWTUlhSCktKYWMcHByYxcVFMzMzYxesY5/vFLYNvNdeWFgw6+vr5uLiwk6iYME69uE1HOMrhW1jbW3NXF1dua3/4TUc4yuFbQG32qioX3CMr7dlhW3h9PTUrcVLcmyZFLaF+/t7txYvybFlUlhSCttCb2+vW4uX5Ngy0YQ9OzszR0dHbiubwcFBtxYvybFlogj78fFhNjc37fvLm5sbtze9oaEh09fX57bawzE41kcUYff29szj46MNvLy8nMvEwejoaGRcvIZjfBV8WMwG7e7uuq3m9srKio2cBX7LYXx83IyMjJiBgQH76y1YsI59eK2sX3NJI/iw29vb5u3tzW014Xa8sbHhtrLBrXZsbMxMTk7aBeu+3n6/CzosAp6cnLitnw4PD3MbTIUo6LBxV2Veg6kQBRv2+PjY3N7euq3W8hxMhSbIsHim7uzsuK1oeQ2mOtFoNHJ7tmcVZFiMghGsU3kOptp5f3+3d4f9/X23p1rBhX14eLDvW5MqcjCFW/38/Lyd/fJFcGExw5T2tlrEYOru7s7Mzc3Znz4JKuz5+bld0sp7MIUrFFeqj4OzYMIiCq7WrPBsXl1dzTyYwrN0aWnJPlt9FExYPFfxfM3D9fV16sHU18jXl9FvO0GE/T0fnIc0gynfRr5RggiL96y/54PzkGQw5ePIN4r3YfEPj1mmInQ6mPJ15BvF+7BFP8viBlM+j3yjeB22k/ngPLQbTOFZiiva15FvFG/DJpkPzgMGU/gc6/cFsTEKDpG3YZPOB8tPXoZNOx8s/3gZNst8sDR5GTbLfLA0efuMlWwUlpTCklJYUgpLSmFJKSwp/S3FElRxvrpiSSksKYUlVckzFn+TsK7/JYcPT+NztkWr5IrFFx/UVVnnXklYfJsFvvigbnDOOPcy6OtZSlCbr2eR4mlUTEphSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwpJSWFIKS0phSSksKYUlpbCkFJaUwlIy5hOOnhfbV4xb3wAAAABJRU5ErkJggg==","HANGZHOU XUANYE ROBOT TECHNOLOGY CO., LTD.","","","8C05","","","","","",""
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hangzhou%20yiding%20huawei%20transmission%20equipment%20co%20%20ltd.org-b5247394-4e46-420d-b656-5fc0d3342a77.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-78f69393-f2fc-4c84-8341-16a0ab71aaca/desktop-small/e2ae5ce1-eba3-45d9-b3e8-8bbb1ea1b843.png","HANGZHOU YIDING HUAWEI TRANSMISSION EQUIPMENT CO ., LTD.","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hangzhou%20yiding%20huawei%20transmission%20equipment%20co%20%20ltd.org-b5247394-4e46-420d-b656-5fc0d3342a77.html","The company's main products are R series helical gear reducer, S series helical gear-worm gear reducer, Kseries helical gear-Bevel gear reducer, F series parallel shatt helical gear reducer, RV/WP series worm gearreducer, SWL worm screw elevator, X. B series cycloid pin gear reducer, WB series Micro Cycloid Pin GearReducer, gear reducer special motor production of all kinds of reducer. Products are mainly used in ceramics,glass, food, metallurgy, printing and dyeing, printing, storage, oil, mining and other industries supportingmachinery and equipment.","8M29","","","","Categories","OTHERS, Manufacturer (Brand Owner), Machine Building","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hangzhou%20yiding%20huawei%20transmission%20equipment%20co%20%20ltd.org-b5247394-4e46-420d-b656-5fc0d3342a77.html"
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hanyoung%20nux%20co%20ltd.org-0d830fc7-edbe-4e8c-8a3e-379f706b77df.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-f87a48af-27be-4c35-b9ed-e83df860e66a/desktop-small/3b0966a3-0a95-47bf-99ec-8f4243aeac7d.png","HANYOUNG NUX CO., LTD.","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hanyoung%20nux%20co%20ltd.org-0d830fc7-edbe-4e8c-8a3e-379f706b77df.html","Hanyoung Nux is a global leader in control and measurement, leading the automation industry since 1972. With 290 patents and over 8,000 products, we provide solutions including sensors, controllers, and power regulators. We significantly enhance productivity and efficiency for sectors like automotive, semiconductor, and shipbuilding. As a reliable partner, we lead through continuous technological development and quality stabilization. We maintain a strong global presence with subsidiaries in Korea, Vietnam, Indonesia, China and Japan.","8G19","Brands","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hanyoung%20nux%20co%20ltd.org-0d830fc7-edbe-4e8c-8a3e-379f706b77df.html","HANYOUNG NUX","Categories","Smart Factory, ELECTRICAL & CONTROL, IoT (Internet of Things), Manufacturer (Brand Owner), Food & Beverage Processing, Packaging, Plastic & Rubber","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hanyoung%20nux%20co%20ltd.org-0d830fc7-edbe-4e8c-8a3e-379f706b77df.html"
"https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hejian%20yiyang%20trading%20co%20ltd.org-b4690f5d-4017-4bb3-a7d0-a62a46fde40f.html","https://pub-mediabox-storage.rxweb-prd.com/exhibitor/logo/exh-fa10d9fc-9328-41d5-9d50-a774c2946535/desktop-small/1f24194e-e1f1-44a8-8c29-144eedff630e.jpg","HEJIAN YIYANG TRADING CO., LTD.","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hejian%20yiyang%20trading%20co%20ltd.org-b4690f5d-4017-4bb3-a7d0-a62a46fde40f.html","Our company has mature production equipment and a complete quality inspection system from Germany, with advanced technology. The product is widely used in commercial vehicles, engineering machinery, pneumatic equipment, and other fields, supporting customized processing and bulk supply. Our products are exported to over 20 countries and regions, including Europe and America. Adhere to craftsmanship and quality, operate with integrity, and win long-term trust and cooperation from customers around the world. Our company has IATF16949 certification and US DOT certification","8M23","Brands","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hejian%20yiyang%20trading%20co%20ltd.org-b4690f5d-4017-4bb3-a7d0-a62a46fde40f.html","HJYAJZT","Categories","Connectors , Wiring, Circuitry & Conduit, Hose & Tube, Manufacturer (Brand Owner), Automotive & Auto Parts, Electrical & Electronics","https://www.assemblytechexpo.com/en-gb/for-visitors/search-for-exhibitors/exhibitor-profile.hejian%20yiyang%20trading%20co%20ltd.org-b4690f5d-4017-4bb3-a7d0-a62a46fde40f.html"
