company name,location,Booth: 3C-D14   |   Public Hall - Beverages (Alcoholic)   |   ,,Nature of Business,Product / Service Range,Exhibit / Brand / Service Description,Brand Name,Company Website,HKTDC Events,Certificates,Other Certificates,supplier_url,exhibitor_url,Company Background,Booth: 1B-A10   |   Public Hall - Sauces & Seasonings   |   
Four Seas Mercantile Ltd,Hong Kong,,,Distributor,"Coffee, Cake, Bread","CHOYA Umeshu products. ALLPRESS ESPRESSCO Coffee & Coffee Beans, AOBI Pie & Tart etc.","ALLPRESS,AOBI BAKERY & PASTRY",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2012,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063A9Z?fairCode=hkfoodexpo&locale=en,"Located at LG/F, 48 Cochrane Street, Central. Cafe Aobi serves premium coffee brewed from New Zealand Champion ALLPRESS coffee beans, alongside a daily selection of freshly made AOBI Bakery & Pastry.",
Hart Limited,Hong Kong,,,"Distributor, Import Agent, Wholesaler, Importer, Manufacturer","Frozen Meat, Dried & Preserved Food","Hart nuts and dried fruit series, HomeBake Biscuit, SanQuan Frozen Food, Xing Yuan Zhen Fluffy Scallion Pancake, Jin Yu Yua Korean Pie, Home Food Frozen Dumpling , Encore Taiwan Style Sausage, Fumao Meat Ball, Union Onion Dumplings and Puff.","Hart,Encore,Uncle Onion,HomeBake,Xing Yuan Zhen,Foomao,Jin Yu Yuan,SanQuan",www.hartlimited.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC World of Snacks 2023 HKTDC Food Expo 2022 HKTDC World of Snacks 2022 HKTDC Food Expo 2021 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063MXN?fairCode=hkfoodexpo&locale=en,"Hart Limited was set up in 2002 and now is one of the successful food companies in Hong Kong. We supply and provide wide range of various products in Hong Kong, Macau and Mainland China . We supply Hart High-quality and healthy nuts and dried fruit series , Our products have distributed to many famous supermarkets in Hong Kong and other countries and regions. In Hong Kong our principle distributors include Aeon , PNS, supermarket, Wellcome supermarket, CRV , City Store , YATA , Bestmart 360 , UNY , Apita , U Store Supermarket etc . We have been the decent sole agent for Home Food , Xing Yuan Zhen , Mr P , HomeBake , ChiMei , Xin Yu , Encore , Kings Cook , Qing Feng , Green Farm , Mid-night Canteen , Vegetarian Life , for many years. To providing the best quality product with low prices is our company mission and strategy . therefore, we position our product is the finest quality product in the trade . Under this strategy , we have been manufacturing Corporate Brand with many company for long- term benefited under sincere cooperation .",
Wah Kee Wing Cheong Limited,Hong Kong,,,"Wholesaler, Import Agent, Retailer","Dried & Preserved Food, Canned Food, Snack",Taiwan & Japan Foods,"海瑞,黑橋牌,度小月",,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 HKTDC Food Expo 2023 HKTDC World of Snacks 2023 HKTDC Food Expo 2022 HKTDC World of Snacks 2022 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063A82?fairCode=hkfoodexpo&locale=en,,
Yat Hing Trading (Hong Kong) Limited,Hong Kong,,,"Import Agent, Wholesaler, Manufacturer","Organic Food & Beverage, Snack, Biscuit, Instant Noodle, Instant Food, Seasoning, Fruit Juice, Canned Food",溢興貿易(香港)有限公司成立於1981年，具備40多年的食品經驗。我們於1994年在珠海設廠研發和生產優質食品，包括香料、西式曲奇及中式餅食等。同時，引入世界各地的燕麥片、橄欖油、米糠油、多款健康乾果及果汁、西式糖果及餅食等。本公司一向重視產品質素，所有產品均貫徹「以質取勝」的宗旨，一直以誠信和實力嬴得廣大客戶支持，成功開拓出多元化的銷售領域，產品深入人心，暢銷港澳、中國、美加、歐洲和東南亞等各地市場。,"鑽石牌,Nisshin Seifun Welna,Tabete,溢興金冠,Honegar,瑞茲 Rizi,回味 After Taste,泰勒 Taylor,雄鷄標 Ayam Brand,有機尼奧 Alce Nero,Carmencita",www.yathing.com/?_l=zh_tw,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063JIZ?fairCode=hkfoodexpo&locale=en,,
Yuen Tai Trading Company Limited,Hong Kong,,,"Export Agent, Retailer, Wholesaler, Import Agent","Snack, Canned Food, Instant Food","Major Food Wholesalers in Hong Kong Yuen Tai Trading Co., Ltd. was established in 1951. It has been providing canned grains, oils, candies, biscuits and other foods to Hong Kong, Macao, Taiwan and Southeast Asia. It is deeply familiar to the general",,,"Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 Hong Kong Pavilion at SIAL Shanghai 2025 China International Import Expo, Shanghai - Hong Kong Merchandise Exhibition HKTDC Food Expo 2024 Hong Kong Shopping Festival Show More",,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063MOE?fairCode=hkfoodexpo&locale=en,,
Yunnan Province Department of Commerce,Chinese Mainland    |    Factory in Chinese Mainland,,,"Service Company, Government","Canned Food, Tea, Chinese Liquor, Seasoning, Seasoning, Fruit, Sauce, Sauce, Fruit, Sparkling Wine, Coffee, Trade Associations & Government Organisations, Beer, Dried & Preserved Food",會展、會議、展覽、會務系統等相關服務。,,https://yntdhz.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo PRO 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0065ZO1?fairCode=hkfoodexpo&locale=en,"Yunnan Teda Exhibition Planning Co., Ltd., founded in 1998, Focusing on one-stop exhibition planning and execution, we have undertaken various exhibitions to date. 140+ events, 400+ conferences, and 210+ activities. Act as The pioneer of the exhibition industry in Yunnan, we have the industry system More complete personnel reserve. It is a combination of creative planning, design, and construction. A comprehensive conference integrating operation management, digital conference, and industry empowerment. Exhibition solution operator. We will always create excellent value for customers. As a goal, we will do our best and keep moving forward. Representative project: 1, 2025 China (Pu'er) International Coffee Expo Pu'er Ery Tea Expo and Trade Fair; (Whole exhibition operation) 2, 8th, 9th, 10th South China Fair - Coffee Industry Pavilion; (Whole building operation) 3. The 33rd and 34th Shanghai International Hotels and Restaurants Exhibition (HOTELEX Shanghai Exhibition); (Exhibition group exhibition and on-site operation) 4. The 22nd, 23rd, and 24th China Kunming International Flower Exhibition - Coffee exhibition area; (Exhibition group exhibition and on-site operation) 5. The 27th FHC Shanghai Global Food Expo; (Exhibition group exhibition and on-site operation)",
Collections Group Limited,Hong Kong    |    Factory in Taiwan,,,"Importer, Distributor, Department Store, Import Agent, Exporter",,"宝泉,台灣糕餅",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063ACQ?fairCode=hkfoodexpo&locale=en,,
Sichuan Supplier Chamber of Commerce,Chinese Mainland,,,"Buying Office, Buying Cooperative, Chain Store, Charity / Welfare Organisation","Biscuit, Snack, Chocolate, Instant Food, Seasoning, Chinese Cake, Sauce, Chinese Liquor, Organic Food & Beverage, Candy, Canned Food, Tea, Biscuit, Snack, Chocolate, Instant Food, Seasoning, Chinese Cake, Sauce, Chinese Liquor, Organic Food & Beverage, Candy, Canned Food, Tea, Biscuit, Snack, Chocolate, Instant Food, Seasoning, Chinese Cake, Sauce, Chinese Liquor, Organic Food & Beverage, Candy, Canned Food, Tea, Biscuit, Snack, Chocolate, Instant Food, Seasoning, Chinese Cake, Sauce, Chinese Liquor, Organic Food & Beverage, Candy, Canned Food, Tea, Biscuit, Snack, Chocolate, Instant Food, Seasoning, Chinese Cake, Sauce, Chinese Liquor, Organic Food & Beverage, Candy, Canned Food, Tea, Biscuit, Snack, Chocolate, Instant Food, Seasoning, Chinese Cake, Sauce, Chinese Liquor, Organic Food & Beverage, Candy, Canned Food, Tea, Biscuit, Snack, Chocolate, Instant Food, Seasoning, Chinese Cake, Sauce, Chinese Liquor, Organic Food & Beverage, Candy, Canned Food, Tea","Sichuan Suppliers Association was founded in 2004 and has more than 2,600 member enterprises.Since its establishment, the association has adhered to the principles of following the government, serving enterprises and acting in accordance",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0064PKN?fairCode=hkfoodexpo&locale=en,,
Strong Harbour Ltd,Hong Kong,,,"Chain Store, Distributor, Wholesaler, Buying Cooperative, Charity / Welfare Organisation, Exporter, Trade/Industrial Organisation, Buying Office, Export Agent, Department Store","Table Wine, Canned Food","Gulong Canned Food - For Supermarket, Hotel, Provisions, Wholesale & Retail","港味,億萬,古龍,EMAN'S,Gulong,GANGWEI",www.strongharbour.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Lifestyle ShoppingFest 2021 HKTDC Food Expo 2019 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063MQ8?fairCode=hkfoodexpo&locale=en,"Strong Harbour Ltd had established in Hong Kong since 1991 and has built a reputation for excellent service and high quality products. We specialize in importing and exporting canned foods, wines, table wines, vermicelli, etc. Currently we are the sole distributor of ""Gangwei"", ""Eman"", ""Copo"", ""Xianglong"", ""Xiamen Gulong"" and ""Yunnan The Ho"" quality brands in Hong Kong. We are also a local distributor of global wine with different brand range. We provide different variety range of canned food with high quality. Our products available in supermarket, catering group, and whole sellers. Our sources are from Asia, Europe and America. Our best selected wines imported from France, Germany, Australia, and Lebanon chateaus. Strong Harbour is capable of providing products and services that could meet customer satisfaction through the implementation of ISO9001 Quality Management System; including continuous improvement of the Management System and compliance with customer and legal requirements.",
3Chembio (Hong Kong) Limited,Hong Kong,,,Retailer,,"Return, Holdbody, Jintan, ProVen, theGLOBALab",,www.threechembio.com/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063CW0?fairCode=hkfoodexpo&locale=en,,
Advance Food Limited,Hong Kong    |    Factory in Chinese Mainland,,,"Buying Office, Import Agent, Retailer, Distributor, Export Agent, Wholesaler","Instant Food, Frozen Meat, Frozen Seafood",1. 潮汕八合里牛肉丸源自潮汕百年傳統手工工藝，堅持「真材實料，彈牙爽口」，100%優質牛肉製作，口感緊實有彈性。 2. 袁記雲餃冰鮮系列結合現代冷鏈技術，保留手工餃子的鮮美，冷凍即煮，方便快捷，保持原汁原味。 3. 親親芒主打新鮮芒果製品， 嚴選產地芒果，果肉香甜濃郁， 冰鮮保存技術，保留天然風味，適合零食與飲品搭配。,"八合里,袁記雲餃,親親芒",advancefoodhk.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063D3E?fairCode=hkfoodexpo&locale=en,,
C-Food Tribe Company Limited,Hong Kong    |    Factory in Chinese Mainland,,,Retailer,,魚湯﹑魚麵﹑魚皮餃子﹑各款魚肉製食品﹑即食餸包﹑醬料﹑健康飲品等 主要為急凍包裝食品，另有部分冰鮮及常溫產品,魚陣營,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063OKO?fairCode=hkfoodexpo&locale=en,"Fishcamp, owned by C-Food Tribe Company Ltd., is a brand that was established in 2019 and currently operates five retail stores in Hong Kong. In 2020, the brand expanded its presence into the online retail market, including popular platforms such as HKTVmall, Foodpanda, and Deliveroo. The brand's core value revolves around fish as the centerpiece. Driven by our wholehearted commitment to food invention, the selection of genuine ingredients and high-quality fish product is always our top priority in production. This enables us to create a wide range of innovative fish products to cater to the preferences of the general public.",
Colour Innovation Network Limited,Hong Kong    |    Factory in Chinese Mainland,,,"Import Agent, Buying Cooperative, Retailer, Shopping Mall, Distributor","Instant Food, Dried & Preserved Food, Fruit, Fermented Milk Drink, Coffee, Frozen Seafood, Dried Seafood","Our company distributes high-quality products from around the world, including fungi,seafood, packaged foods and snacks.",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063PD8?fairCode=hkfoodexpo&locale=en,,
Dong-E-E-Jiao International Limited,Hong Kong    |    Factory in Chinese Mainland,,,"Retailer, Wholesaler","Trade Associations & Government Organisations, Food & Beverage Publishing Service, Health Supplement, Functional Food, Tea, Coffee, Snack","Ejiao blocks and granules nourish blood, support yin, and ease dryness; formulations like granules, pastes, jellies, capsules, and tablets boost energy, improve immunity, promote beauty, enhance vitality, and provide convenient daily wellness.",Dong-E-E-Jiao,www.dongeejiao.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063D58?fairCode=hkfoodexpo&locale=en,"Dong-E-E-Jiao Co., Ltd, part of China Resources Group's Health Sector, is China's largest producer of Ejiao and related products. The company engages in the research, development, production, and sales of Ejiao, traditional Chinese medicines, health foods, and food products. Founded in 1952 as the Shandong Dong-E-E-Jiao Factory, it was restructured in 1993, listed on the Shenzhen Stock Exchange in 1996, and joined China Resources Group in 2005. Today, Dong-E-E-Jiao employs over 3,600 staff, with assets of RMB 12.7 billion and a brand value of RMB 43.837 billion. Recognized three times with ""Well-Known Trademark"" protection, its products are sold across China, including Hong Kong, Macau, and Taiwan, and exported to Southeast Asia, the United States, and more than ten other countries. In July 2025, the company established Dong-E-E-Jiao International Co., Ltd. to manage retail trade in Hong Kong and overseas markets and oversee raw material imports, reinforcing its global presence and laying a foundation for expansion into Southeast Asia, Europe, and America. Upholding tradition while driving innovation, Dong-E-E-Jiao continues to introduce modern health foods and tonic beverages to meet diverse consumer needs.",
Eu Yan Sang (Hong Kong) Limited,Hong Kong    |    Factory in Hong Kong,,,Retailer,"Health Supplement, Baby Nutritional Supplement","Our offerings extend beyond retail stores, TCM clinics and concept lifestyle stores, with the aim of keeping TCM relevant as part of mainstream healthcare and modern lifestyle. Tradition and technology, working hand-in-hand for the benefit of mankin",Eu Yan Sang,shop.euyansang.com.hk/,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063D4B?fairCode=hkfoodexpo&locale=en,Eu Yan Sang is a leading integrative healthcare and wellness company with a unique heritage in Traditional Chinese Medicine (TCM) and has earned an unrivalled reputation as a household brand in Asia. We combine years of TCM wisdom and knowledge with modern science to validate and maintain the consistent quality and efficacy of our products and services.,
Four Seas Global Food Company Limited,Hong Kong,,,"Distributor, Manufacturer, Wholesaler","Frozen Meat, Dried & Preserved Food, Frozen Seafood","Fish Balls, Meat Balls, Snacks, Dumpling, Dim Sum, Fish noodle.",四海魚蛋,www.seasfishballs.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 Hong Kong Shopping Festival HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063OTX?fairCode=hkfoodexpo&locale=en,,
Fruitful Yield Company Limited,Hong Kong,,,Wholesaler,"Biscuit, Seasoning, Instant Food, Rice Noodle, Canned Food, Instant Noodle","B&F_Canned Tuna, Sardine, Mackerel, Sanma; SEALECT_Canned Tuna; SEALECT_Snackit; TTYY_Inst.Noodle, Canned Sardine, Mackerel & Luncheon Meat; FISHO_Fish Snack 美味牌_罐裝吞拿魚、沙甸魚、鯖魚、秋刀魚； 風味牌_罐裝吞拿魚；風味牌_餅乾套餐； 天天有魚_即食麵，罐裝沙甸魚、鯖魚、午餐肉； FISHO_魚絲小食","OCEAN WAVE 大洋牌,TTYY 天天有魚,SEALECT 風味牌,B&F 美味牌,FHISO",www.fruitful-yield.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 HKTDC Food Expo 2023 HKTDC World of Snacks 2023 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063O7R?fairCode=hkfoodexpo&locale=en,"Fruitful Yield Co.,Ltd. was set up in January 1989 as an independent food wholesaler. It's main business is sales and marketing of THAI UNION GROUP's canned tuna and sardines food. It is the sole authorized wholesaler of a range of THAI UNION GROUP's canned tuna products including the brand of""B & F"" , ""SEALECT"" and ""OCEAN WAVE"". Our company has grown to become one of the biggest suppliers of canned tuna foods in Hong Kong, Macau and China. Fruitful Yield Co.,Ltd. provides it's web based wholesale and retailing service http://www.ttyy.net which includes online shopping and home delivery.",
Fu Tung (HK) Natural Food Company Limited,Hong Kong    |    Factory in Chinese Mainland,,,Retailer,,"Mushroom, vinger, nuts, health food",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063I1F?fairCode=hkfoodexpo&locale=en,"Fu Tung natural food is company from china ,the major product mushroom, vinger,and nuts",
Golden Long Food Trading Ltd,Hong Kong,,,"Import Agent, Importer, Exporter, Export Agent, Wholesaler","Biscuit, Candy, Snack","珍懿坊蛋卷、長城牌火腿豬肉,素瑪哥香脆果干,榴槤干,金龍牌豆豉鯪魚,超級牌咖啡,超級牌咖啡麥片,養養牌冬蔭功即食麵.雙錢牌龜苓膏，珍懿坊開心果蛋卷","金龍牌,素瑪哥牌,喜達牌,雙錢牌,珍懿坊,養養牌,洽洽牌,長城牌",www.goldenlongfood.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 HKTDC Food Expo 2023 HKTDC World of Snacks 2023 HKTDC Food Expo 2022 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063J9Q?fairCode=hkfoodexpo&locale=en,,
Goodies Holdings Ltd,Hong Kong,,,Retailer,"Snack, Dried Seafood, Canned Food","Goodies South African Canned Abalone, Dry Seafood and Snack",好東西,www.goodiesfoodhk.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC World of Snacks 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 HKTDC Food Expo 2023 HKTDC World of Snacks 2023 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063OQ6?fairCode=hkfoodexpo&locale=en,"Modern gourmets not only demand high-quality food but also excellent service. ""Goodies,"" a trendy seafood and grocery store catering to this discerning palate, opened in Kowloon City in 2007 and expanded to Wan Chai in 2014. Renowned for its premium seafood, ""Good Things"" boasts a must-buy selection of imported South African abalone, while its top-quality sauces and snacks are its star products. With decades of experience in seafood wholesale, ""Good Things"" firmly believes that by carefully selecting high-quality ingredients, even simple cooking methods can create dishes comparable to those served at celebrity restaurants. Sharing cooking tips with customers and offering unique seafood preparation services are just some of the thoughtful touches they offer. From now on, everyone can be a chef!",
Hoi Tin Tong Company Limited,Hong Kong,,,"Retailer, Wholesaler, Manufacturer, Chain Store","Health Supplement, Instant Food","龜苓膏, 石金錢龜苓膏, 龜苓膠, 川貝枇杷膏, 茯苓膏, 感冒茶包, 甜品糊, 支裝涼茶",海天堂,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2019 HKTDC Food Expo 2018 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063F3C?fairCode=hkfoodexpo&locale=en,,
Hong Kong Chien Cao Tong Medical Ltd,Hong Kong,,,Wholesaler,Health Supplement,香港千草堂醫藥有限公司的產品包括中成藥及健康食品，產品種類適合男女老幼，深受用家愛戴。千草堂所有產品均選用品質上乘的藥材、天然草藥及原料製造而成。從原料挑選、生產製造流程，我們都有專業人員全力監控，保持產品質素。我們相信，用心製藥乃保持競爭優勢之先決條件。,"皇家布蘭高,NaNa & Taka,千草堂,德國草藥",www.hkcct.com.hk,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC Food Expo 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 HKTDC Food Expo 2018 HKTDC Food Expo 2017 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063F9U?fairCode=hkfoodexpo&locale=en,,
Hong Kong Good Food Limited,Hong Kong    |    Factory in Chinese Mainland,,,"Import Agent, Wholesaler, Distributor, Retailer","Elderly Food, Functional Food",HERBAL JELLY Health Drink,龜益壽,HKGOODFOOD.COM,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo PRO 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063HI1?fairCode=hkfoodexpo&locale=en,"Hong Kong GOOD FOOD Limited is a professional enterprise dedicated to the research and development and production of healthy foods. With ""natural, safe, and therapeutic"" as our core values, we insist on scientific verification and rigorous quality control to bring consumers trustworthy food choices.",
Hong Kong Multibest Trading Limited,Hong Kong    |    Factory in Chinese Mainland,,,"Importer, Exporter, Distributor",Instant Food,Morling-smoked bacon 150g Smithfield -Pork Patties 170g Eastar - Pork Patties 170g Multitaste -pork@Cabbage dumpling 1000g Multitaste - pork@chives dumpling 1000g Swift -black truffle cheese beef roll 560g Shuanghui - crispy cheese sausage 200g,,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063P7Q?fairCode=hkfoodexpo&locale=en,,
Imperial Gallery Limited,Hong Kong,,,Retailer,Tea,"Tea Ch?teau tea machine has TeaMag? Smart Brewing Technology that integrates pre-infusion, instant high-temperature heating, and efficient pressure extraction. It elevate your tasting tea experience with a capsule and savor every moment of life.",Tea Chateau,www.teachateau.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063D0N?fairCode=hkfoodexpo&locale=en,"Vita Green Group is a company that produces and markets health supplements and medical devices in Asia, Europe and the Americas. Established 23 years ago, founded by two medical doctors. Vita Green Group has 2 core business: Vita Green and Tea Chateau. Vita Green is already a household name in HongKong and parts of Europe. Vita Green is dedicated to bring health, youth and joy to all. To accomplish this, Vita Green has developed modern nutraceuticals of high quality, safety and reliability that enable modern urban residents to improve their health. Vita Green specializes in extracting health treasures based on the essence of herbs and traditional Chinese medicine, and manufacture them to the highest Western pharmaceutical standards with the help of sophisticated modern technology. Tea Chateau aims to challenge everyone existing interpretation of tea and change the perception of how, when, and where tea can be consumed by making the brewing process as effortless and instant as coffee capsules. Customers can enjoy the tea products by just pressing a button on Tea Chateau tea capsule machines, while leading coffee capsule machines are compatible with Tea Chateau products too.",
Lifenu Limited,Hong Kong,,,"Importer, Retailer",Health Supplement,American Premium Natural Nutritional Supplements,"Life Nutrition,源真",lifenutrition.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063HKV?fairCode=hkfoodexpo&locale=en,"Life Nutrition is an all-natural nutritional supplement brand in the United States. The formula is developed by its own team and high-quality formula ingredients are selected. All products are made of natural or organic food. In order to support environmental protection and make the brand sustainable, LIFE NUTRITION uses 100% recyclable aluminum cans to repackage all products and put them on the market. The new packaging process can significantly reduce carbon dioxide emissions and save up to 95% of energy. LIFE NUTRITION was sold in Watsons in Hong Kong and Macau in 2011, and has been ranked as one of the best-selling health care brands for ten consecutive years. In order to further establish our brand image and reputation, our business has expanded to more Asian regions, including Singapore, Taiwan and China.",
Limpid True International Trading Ltd,Hong Kong    |    Factory in Hong Kong,,,"Retailer, Distributor, Wholesaler, Manufacturer, Exporter","Organic Food & Beverage, Coffee, Chocolate","We are committed to bringing more choices to Hong Kong coffee lovers, including 70-year-old Vintage fine coffee, coffee moon cakes, cookies, and food made from palm sugar! We produced our own blend of health-care flowering tea packs for HK people.","Mr. Putu speciality coffee,Chocolate Amatiler,Blessed Season",www.balimrputu.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025 HKTDC World of Snacks 2025 HKTDC Food Expo 2024 HKTDC World of Snacks 2024 HKTDC Food Expo 2023 HKTDC Food Expo 2022 HKTDC Food Expo 2021 Show More,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063UN9?fairCode=hkfoodexpo&locale=en,"Our company is mainly committed to promoting Indonesian natural and organic crop-based Bali, including a unique variety of specialty coffee beans and palm sugar brown sugar. In this year, included the trade of other European products: including Spanish Iberian pig breed and ham / Italian white truffle oil / Australian independent manor red wine / German Manor Chateau wine We hope to bring high-quality ingredients from all over the world to Hong Kong and Asia, for those who enjoy and taste well.",
Man Shun Cheong Enterprise Ltd,Hong Kong,,,Wholesaler,"Dried & Preserved Food, Frozen Seafood, Canned Food","In 2018, after achieving breakthrough in both recipe and cooking method, its canned abalone enters the retail market and instantly becomes a huge favourite to many connoisseurs.",Man Shun Cheong,www.msc-hk.com,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026 HKTDC Food Expo 2025,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063P0B?fairCode=hkfoodexpo&locale=en,"Established in 1928, Man Shun Cheong is originally a renowned wholesale company supplying high quality dried seafood product, dried fruits and nuts.",
OISHI.OYSTER,Hong Kong    |    Factory in Hong Kong,,,"Wholesaler, Retailer","Frozen Seafood, Frozen Meat","We chose to focuson the sale of frozen meat products such as Wagyu beef, foie gras, and various meats in this exhibition. We will also offer on-site tasting and food sales, featuring items like Wagyu beef toast and foie gras toast.",,,Exhibited in HKTDC Event(s) in recent years HKTDC Food Expo 2026,,,N/A,https://www.hktdc.com/event/hkfoodexpo/en/exhibitor/1S0063P8N?fairCode=hkfoodexpo&locale=en,"Oysters, sea urchin, sashimi, seafood, hairy crab, and Wagyu sukiyaki are our specialties. Every product is carefully selected by us and shipped directly from the source. Miyazaki Wagyu Sukiyaki Takeaway Specialist which order anytime, anywhere.",
