url,Nature of Business,Location,Main Categories,Major Markets,Total Employees,Annual Turnover,Brands,Contact Person,Position,Office Address,Country/Region,Year of Establishment
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Zhongqian-Intelligent-Electrical-Technology-CO-Ltd/1S00OA587,Manufacturer,"Zhongshan, Guangdong, Chinese Mainland",Lights,"Africa, Central & South America, Other Asian Countries, Southeast Asia, Western Europe",201 - 500,"US$ 10,000,000 - 49,999,999",OEM High Quality LED HIgh Efficency Solar Panel Strong R&D Team Certificate Name Issued By Certificate Type Valid Date ISO9001 CTC ISO 9001 19 Dec 2024 - 06 Dec 2025 View details Factory & Facility Research & Development Quality Control,Mr Hansen Han,Vice President,"Building 10, Baode Industrial Park, No.268 Dongfu 3rd Road, Dongfeng Town, Zhongshan City, China",Chinese Mainland,2011.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Creatrol-Intelligence-Co-Ltd/1S00OXCV3,"Exporter, Manufacturer","Shanghai Shi, Shanghai, Chinese Mainland",Internet of Things,"Chinese Mainland, Eastern Europe, Middle East, North America, Other Asian Countries, Scandinavia, Worldwide",26 - 50,,Creatrol Sensor mmWare Radar ToF Human-Centered Sensor Certificate Name Issued By Certificate Type Valid Date RoHS COMPLIANCE DIRECTIVE 2011/65/EU ATTESTATION OF CONFORMITY UDEM International Certification Auditing Training Centre Industry and Trade Inc. Co. Others 19 Nov 2024 - 19 Nov 2029 View details Quality Control Aladdin Lamp Award The 7th light of wisdom Trophy -Best Supply Chain Award Whole House Digital Intelligent Product Innovation Award,Ms Aria Wang,Marketing Director,"7F, BuildingC, No.7001 Zhongchun Road, Shanghai China",Chinese Mainland,2018.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Tongyifang-Optoelectronic-Technology-Co-Ltd/1X08ZY8Y,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland","Environmental Protection, Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",Worldwide,501 - 1000,"US$ 10,000,000 - 49,999,999",TYF Lighting ODM OEM Certificate Name Issued By Certificate Type Valid Date C-tick Certificate of TYF Flood Light - - - CE EMC Certificate of TYF Flood Light FL002-005 - - - CE LVD Certificate of TYF Flood Light FL002-005 - - - FCC Certificate of TYF LED Flood Light FL001-005 - - - SAA Certificate of TYF LED Flood Light - - - Show More,Ms Sandy Zong,Sales Engineer,"301 NO.3 BUILDING XINLIANHE INDUSTRIAL PARK, HEYI WESTERN INDUSTRIAL AREA SHAJING STREET, BAOAN DISTRICT, SHENZHEN CITY, GUANGDONG PROVINCE CHINA",Chinese Mainland,2009.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Earda-Technology-Co-Ltd-/1X00NZEP,Manufacturer,"Guangzhou, Guangdong, Chinese Mainland","Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies","Chinese Mainland, Eastern Europe, Scandinavia, Southeast Asia, Western Europe",201 - 500,"US$ 5,000,000 - 9,999,999 View details Factory & Facility",,Geng,,"5/F Block 2#, Haosheng Industrial Park, NanCun Town, Panyu District, Guangdong, China",Chinese Mainland,1999.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Aidimming-electronics-co-ltd/1S00OX5GJ,,Chinese Mainland,Lights,,,,,Ms Lucy Luo,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Bright-Lighting-Technology-Co-ltd-/1X07LVZG,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland","Homeware & Lifestyle Essentials, Lights","Central & South America, Eastern Europe, Japan, North America, Scandinavia, Western Europe",101 - 200,"US$ 10,000,000 - 49,999,999",BRT Lighting LED design LED light OEM LED light ODM Neon strip Design LED Linear Light Design Certificate Name Issued By Certificate Type Valid Date UL UL Others 25 May 2022 - 15 Feb 2024 CB TUV TÜV SÜD 04 Mar 2022 - 10 Oct 2025 CB TUV TÜV SÜD 04 Mar 2022 - 13 Mar 2025 View details Factory & Facility Research & Development Quality Control,Ms Wendy Guo,Sales Manager,"Building 18, Shancheng Industrial Park, Shiyan Town, Bao'an District, Shenzhen, China",Chinese Mainland,2006.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xuyu-Optoelectronics-Shenzhen-Co-Ltd-/1S00O9NWP,,Chinese Mainland,"Parts, Components & Electrical Supplies, Parts, Components & Raw Materials",,,,,Wei Luo,,"A1 Building, Sunshine Industrial Park Hezhou, Xixiang Ban'an District, Shenzhen City China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/LEDiFUTURE-CO-LTD/1S00OYSO8,,Chinese Mainland,,,,,,Nancy Wang,,"Room 106, Building C2, No. 700 Yishan Road, Xuhui District, Shanghai, 200233, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Dongxing-Electric-Co-Ltd/1X008DZY,"Exporter, Manufacturer","Ningbo, Zhejiang, Chinese Mainland","Environmental Protection, Lights","Africa, Australasia, Eastern Europe, Hong Kong, Middle East, Scandinavia, Taiwan, Western Europe",501 - 1000,"US$ 10,000,000 - 49,999,999 Certification Verified by Certificate Name Issued By Certificate Type Valid Date ISO 9001 Hangzhou WIT Assessment Co., Ltd. ISO 9001 23 Sep 2026 ISO 14001 Hangzhou WIT Assessment Co., Ltd. ISO 14001 15 Dec 2027 Other Certification Certificate Name Issued By Certificate Type Valid Date ISO9001:2005 WIT - (N/A) - 23 Sep 2023 ISO14001:2005 WIT - (N/A) - 16 Dec 2021 IATF16949 NQA - (N/A) - 25 Dec 2021 View Details Certification(s) Verified on 21 Nov 2025 by Disclaimer View details Factory & Facility Research & Development Quality Control",,Ms Mable Mao,Sales Manager,"Fenglin Industry Development Zone, Qiaotou, Cixi, Ningbo City, Zhejiang Province, China.",Chinese Mainland,2000.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bweetech-Electronics-Technology-Shanghai-Co-Ltd-/1S00OUCJ3,,Chinese Mainland,,,,,,jihong liu,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Darkoo-Optics-Co-Ltd/1S00OTGNN,,Chinese Mainland,,,,,,ZHE XIONG,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shanghai-Shuncom-Smart-Technology-Co-Ltd/1S00OHIEC,,Chinese Mainland,"Automobile Security & Safety, Lights",,,,,Zhangqing He,sales manager,"Floor 6,Building 1 Shanda World No.88 Shengrong Road, Pudong New Area Shanghai China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Jisim-Technology-Co-Ltd-/1S00OM17E,,Chinese Mainland,Lights,,,,,Mr chenglin su,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/SHENZHEN-NOVBO-TECHNOLOGY-CO-LTD/1S00OMVTQ,,Chinese Mainland View details Factory & Facility,,,,,,Mr Andy Liu,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhaga-Consortium/1S00OZMQ8,,Chinese Mainland,,,,,,Mr Zhan Wang,,,Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Kinglight-Optoelectronics-Co-Ltd/1S00OHCJ3,,Chinese Mainland,Lights,,,,,ZUI MENG,,"5F, 4 BLK, RunHengDingFeng Industrial Park, FuYuan 1st Road, China",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Bright-Sky-Electronics-Co-Ltd/1X09G2AK,"Exporter, Manufacturer","Dongguan, Guangdong, Chinese Mainland","Consumer Electronics, Design Services, Environmental Protection, Furniture & Parts, Gifts / Souvenirs, Homeware & Lifestyle Essentials, Lights, Tourism & Hotel, Watches & Clocks","Japan, Korea, North America, Scandinavia, Western Europe, Worldwide",51 - 100,"US$ 5,000,000 - 9,999,999","BRIGHTSKY ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO2009:2015 - - - BSCI - - - CE - - - CE FOR POCKET LIGHT - - - PSE for pocket light - - - Show More View details Factory & Facility Research & Development Quality Control silicone night light ,led bunny light night light for kids,led bear light led work light ,pocket light,USB light led night light with bluetooth speaker,portable light led floor light,ice cube light,led cube,led ball solar light,flame light ,color changing light new design night light,rabbit light ,sweet rabbit new night light ,new gifts for kids,happy bunny rabbit desk light,led desk light,gifts for kids,night light dog desk light,led desk light,gifts for kids,night light soft night light,new bear light night light,2019 new design soft night light for kids,led rabbit warm white night light,soft night light for kids silicone night light ,led Tommy ,cat light led night light,led cat light,led Tommy warm night light,soft night light night light for kids,led deer,led bunny",Ms Amy Cai,Director,"Buliding 1,Jinhao Science and Technology Park,No.2， West Qiaoxing Road,Qiaotou Town, Dongguan City, Guangdong Province, China",Chinese Mainland,2007.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Hongkong-Jwd-Trading-Company-Limited/1X09Y2L9,Wholesaler,Hong Kong,Educational Toys,"Central & South America, Eastern Europe, Southeast Asia, Taiwan",16 - 25,"US$ 1,000,000 - 4,999,999",DAIA,Mr Cloris J -,Sales Manager,"Room 2111, 21/F Technology Park,18 On Lai Street, Sha Tin NT, Hong Kong",Hong Kong,2019.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Quanzhou-Smarts-Electronic-Technology-Co-Ltd/1X09SMX9,"Exporter, Manufacturer","Quanzhou, Fujian, Chinese Mainland","Consumer Electronics, Environmental Protection, Hardwares (Tools & Parts), Lights, Parts, Electrical Electronic Supplies","Australasia, Central & South America, Eastern Europe, Middle East, North America, Scandinavia, Southeast Asia, Western Europe",16 - 25,,Smarts 5 in 1 Dim. Triac Dim. 0-10V Dim. DALI-2& Push(D4i) Dim. Wireless Dim. DMX512 Dim. Certificate Name Issued By Certificate Type Valid Date UL certificate (277V) - - - CE certificate( LVD.1) - - - CE certificate( LVD.2) - - - RoHS certificate - - - UL certificate .1 - - - Show More View All 5 in 1 Dimming LED Driver Multi-Qutput Current LED Driver Magnetic Track LED Light DALI-2 D4i Intelligient LED Driver,Mr Steven Zheng,General Manager,"NO.178 Chang Xin Road, Huoju Industrial Zone Jiangnan Downtown Licheng Quanzhou, Fujian, China.",Chinese Mainland,2011.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Beauty-GD-Manufacturing-Co-Ltd/1X09CQT1,"Exporter, Manufacturer","Jiangmen, Guangdong, Chinese Mainland","Environmental Protection, Lights","Africa, Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",,"US$ 10,000,000 - 49,999,999",BEAUTY ODM OEM Certificate Name Issued By Certificate Type Valid Date LED Strip CE EMC - - - LED Strip CE LVD - - - LED Strip ROHS - - - View details Quality Control,Mr Frank Mai,Manager,"Building 21, High-tech Industrial Zone, No.412 Jinou Road, Jianghai District, Jiangmen City, Guangdong Province, China",Chinese Mainland,2014.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-iLamp-Technology-Co-Ltd/1X09913U,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland","Environmental Protection, Lights","Eastern Europe, North America, Scandinavia, Western Europe",101 - 200,"US$ 5,000,000 - 9,999,999",iLamp ODM OEM Certificate Name Issued By Certificate Type Valid Date UL - - - cUL certification for Canada - - - CE - - - CE certification for European - - - CE EN60598 - - - Show More,Miss Linda Zhou,Sales Manager,"Baoan Dist., No.34, Jingshan Rd, Luotian, Songgang Town, Shenzhen City, Guangdong Province, China",Chinese Mainland,2014.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-JJJ-Battery-Co-Ltd/1X00F1JE,"Exporter, Manufacturer","Jiangmen, Guangdong, Chinese Mainland","Consumer Electronics, Environmental Protection, Home Appliances, Lights, Parts, Components & Electrical Supplies","Australasia, Central & South America, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Middle East, North America, Other Asian Countries, Southeast Asia, Taiwan, Western Europe, Worldwide",1001 - 2000,"US$ 10,000,000 - 49,999,999",JJJ ODM OEM Certificate Name Issued By Certificate Type Valid Date ISO Amtivo Group Limited ISO 9001 19 Dec 2024 - 14 Dec 2026 View details Factory & Facility Research & Development Quality Control,Ms Joanne Guo,Sales Manager,"Baisha Ind. Dev. Area West, No.83 Yongsheng Road, Jiangmen City, Guangdong Province, China",Chinese Mainland,1989.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiangmen-Krealux-Electrical-Appliances-Co-Ltd-/1X0AYID5,Manufacturer,"Jiangmen, Guangdong, Chinese Mainland","Lights, Parts, Components & Electrical Supplies, Parts, Components & Raw Materials, Parts, Electrical Electronic Supplies","Chinese Mainland, Eastern Europe, Hong Kong, Korea, North America, Scandinavia, Southeast Asia, Western Europe",201 - 500,"US$ 50,000,000 - 99,999,999",BELEKS ISO9001 UL VDE View details Factory & Facility Research & Development Quality Control,Mr Alex Chen,Deputy Sales Manager,"No. 2 Block 1 2 Jinxin Road Jianghai District, Jiangmen, Guangdong China",Chinese Mainland,2006.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/K-C-Lighting-Technology-Limited/1S00OKYHN,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",Lights,"Central & South America, Eastern Europe, North America, Scandinavia, Western Europe View details Factory & Facility",,,,Miss Jessie Liu,Manager,"Room 101, Building 1, FS Science Park No. 181 Gushu 1st Road Guxing Community, Xixiang Street Baoan District, Shenzhen, Guangdong, China",Chinese Mainland,2020.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Kinglumi-Co-Ltd/1X03SWZD,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland","Automobile Electronics, Building Materials & Supplies, Design Services, Environmental Protection, Furniture & Parts, Internet of Things, Lights, Marketing & Public Relations, Parts, Electrical Electronic Supplies, Professional Services","Africa, Australasia, Central & South America, Eastern Europe, Hong Kong, Middle East, North America, Other Asian Countries, Scandinavia, Southeast Asia, Taiwan, Western Europe, Worldwide",201 - 500,"US$ 50,000,000 - 99,999,999","K&L, CAMETA, LEDGEAR, Annulight, Kinglumi ODM OEM Certificate Name Issued By Certificate Type Valid Date ENEC by TUV - - - DALI-2 Electronic Control Gear/Power Supply approved by DiiA - - - SEDEX Member(BSCI, SA8000, FFC, FLA, WRAP) - - - DLC/DesignLights Consortium LED Luminaires - - - Energy Star - - - Show More View details Factory & Facility Research & Development Quality Control",Mr Hendy Zhang,,"Bldg 3, and 5F of Bldg 2, Nangang 3rd Industrial Zone, Tangtou, Shiyan, Bao'an District, Shenzhen, Guangdong, China",Chinese Mainland,2005.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Ecoled-Lighting-Co-Ltd/1X09Z7E1,"Exporter, Manufacturer","Xiamen, Fujian, Chinese Mainland","Environmental Protection, Lights",Worldwide,,,,Mr Dongfeng Zhang,General Manager,"Rm 02, 5/F, 99-4 Longku East Rd, Tongan District, Xiamen City, Fujian Province, China.",Chinese Mainland,2015.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Tongzhou-Electric-Lighting-Co-Ltd/1X08GIPT,"Exporter, Manufacturer","Xiamen, Fujian, Chinese Mainland",Lights,"Australasia, Chinese Mainland, Eastern Europe, Hong Kong, Japan, Korea, Other Asian Countries, Southeast Asia, Worldwide",51 - 100,"US$ 500,000 - 999,999","TongZhou OEM ODM Certificate Name Issued By Certificate Type Valid Date Quality management system certificate Shenzhen Meiao Testing and Certification Co., Ltd ISO 9001 23 Aug 2022 - 22 Aug 2025 Equivalent of the Certificate of Conformity TUV Rheinland Hong Kong Ltd. TÜV Rheinland 21 Sep 2022 - 20 Sep 2027",Mr George Zheng,Sales,"NO.18. Xiafei Road Haicang District, Xiamen City, Fujian Province,",Chinese Mainland,2013.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhaoliang-Hangzhou-Technology-Co-Ltd/1X0F0G3L,"Exporter, Manufacturer","Hangzhou, Zhejiang, Chinese Mainland","Festive Supplies, Lights, Party Supplies","Central & South America, Eastern Europe, Korea, North America, Southeast Asia, Worldwide",16 - 25,"US$ < 50,000","ZLIEC LED Industrial Lighting LED Commercial Lighting LED High Power Technology Smart Lighting Solutions Product Innovative Design Product Reliability Verificati Product Quality Assurance Lighting Project Management Certificate Name Issued By Certificate Type Valid Date QUALITY MANAGEMENT SYSTEM CERTIFICATION BEIJING HANGXIE CERTIFICATION CENTER CO.,LTD. - (N/A) - 20 Sep 2023 QUALITY MANAGEMENT SYSTEM CERTIFICATION BEIJING HANGXIE CERTIFICATION CENTER CO.,LTD. - (N/A) - 20 Sep 2023 PATENT CERTIFICATE NATIONAL INTELLECTUAL PROPERTY OFFICE - (N/A) - 06 Jul 2026 PATENT CERTIFICATE NATIONAL INTELLECTUAL PROPERTY OFFICE - (N/A) - 28 Dec 2026 PATENT CERTIFICATE NATIONAL INTELLECTUAL PROPERTY OFFICE - (N/A) - 17 May 2027 Show More View details Factory & Facility Research & Development Quality Control",Mr Rodney Liu,Marketing staff,"No. 4-503, No.413 Tongyun Stre Liangzhu St. Yuhang Hangzhou, Zhejiang China",Chinese Mainland,2015.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Miaowang-Electrical-Appliance-Co-Ltd/1S00OJA4E,Exporter,"Zhongshan, Guangdong, Chinese Mainland","Consumer Electronics, Environmental Protection, Home Appliances, Lights, Parts, Components & Electrical Supplies",,201 - 500,"US$ 10,000,000 - 49,999,999","YUHAO,MIAOWANG Certificate Name Issued By Certificate Type Valid Date BSCI amfori BSCI 29 Jan 2021 - (N/A) ETL INTERTEK Others 24 Jan 2022 - 24 Jan 2026 CB TUV TÜV Rheinland 13 Feb 2023 - 13 Feb 2027 View details Factory & Facility Research & Development Quality Control",Mr Zi-Wei Yang,,,Chinese Mainland,2016.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhuhai-Super-Bright-New-Energy-Ltd/1X0619GT,"Exporter, Manufacturer","Zhuhai, Guangdong, Chinese Mainland","Building Materials & Supplies, Consumer Electronics, Electronics, Environmental Protection, Furniture & Parts, Gift Sets, Gifts / Souvenirs, Hardwares (Tools & Parts), Homeware & Lifestyle Essentials, Lights, Sports Supplies","Australasia, Chinese Mainland, Japan, Korea, North America, Other Asian Countries, Scandinavia, Taiwan, Western Europe, Worldwide",201 - 500,"US$ 10,000,000 - 49,999,999",DOREMI ODM OEM AUDIT CE ROHS EMC REACH UCKA View details Factory & Facility Research & Development Quality Control DR-3173 Solar post cap DR-0574 Solar Decorate Light DY-0598 Solar Wall Mount Lights DR-1152 Solar Garden Flower Light DR-0117 Solar wall lighting DR-0182 Sloar Garden Light DR-0575 Solar Landscape Light DY-3335 Solar Deck Light DR-3303 Solar Mole Expeller with dim light DR-0608 Solar LED Post Cap DR-0397 Solar Mouse and Mole Repeller DR-0580 Solar landscape diamond light,Ms Jolin Liu,Manager,"1-6 Floor, Building 5, Liangang Industrial Zone, No.5 Chuangyexi Road, Jinwan District, Zhuhai City, Guangdong Province, China",Chinese Mainland,2001.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Luminoscape-Lighting-Limited/1S00OT5JA,,Hong Kong,Lights,,,,,Po Wah Lau,Director,"Unit 12, 3/F, Kwai Shing Ind Bldg, 36-46 Tai Lin Pai Rd, Kwai Chung, New Territories, Hong Kong",Hong Kong,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/A-One-Led-Lighting-Co-Ltd/1X09FFDE,"Exporter, Manufacturer, Wholesaler","Dongguan, Guangdong, Chinese Mainland",Lights,"Eastern Europe, Middle East, Scandinavia",101 - 200,"US$ 5,000,000 - 9,999,999 Certificate Name Issued By Certificate Type Valid Date ISO14001 BEIJING ZHONGHUANZHIAN INTERNATIONAL CERTIFICATION CO.,LTD ISO 14001 02 Jul 2024 - 05 Aug 2027 ISO9001 BEIJING ZHONGHUANZHIAN INTERNATIONAL CERTIFICATION CO.,LTD ISO 9001 02 Jul 2024 - 05 Jul 2027 SGS SGS-CSTC Standards Technical Services Co., Ltd. Xiamen Branch SGS 09 Jan 2024 - (N/A) SGS SGS-CSTC Standards Technical Services Co., Ltd. Xiamen Branch SGS 22 Sep 2022 - (N/A) TUV TUV SUD SW Rail Transportation Technology(Jiangsu) Co.,Ltd TÜV SÜD 09 Jun 2021 - (N/A) Show More View details Factory & Facility Research & Development Quality Control",,Mr DONGYANG Huang,Founder & Managing Director,523000中國廣東省東莞市樟木 頭鎮東山工業區中達工業園B棟3樓,Chinese Mainland,2008.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Guangdong-Ho-So-Lighting-Co-Ltd/1X0AXLVE,"Exporter, Manufacturer","Zhongshan, Guangdong, Chinese Mainland","Environmental Protection, Lights",,,,,Ms Misha -,Sales Manager,"Ho So Builiding, No.1 Yihui 3 Road, Henglan Town, Zhongshan City, Guangdong Province, China.",Chinese Mainland,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/MOONS-Electric-Taicang-Co-Ltd/1S00OTOUU,Manufacturer,"Shanghai Shi, Shanghai, Chinese Mainland","Parts, Electrical Electronic Supplies","Chinese Mainland, North America, Western Europe",4001 - 5000,"US$ 250,000 - 499,999",MOONS',Mr Chaoyi Hu,Marketing,"No.18, Yingang Rd, Suzhou, China",Chinese Mainland,1994.0
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Mexcel-Ltd-/1X0AJPGH,,Chinese Mainland,Lights,,,,,Kun Liu,Vice General Manager,"3-4F, Chuangye Road 4,Torch Development Zone, Zhongshan, China",Chinese Mainland,
