url,Nature of Business,Location,Year of Establishment,Main Categories,Major Markets,Total Employees,Contact Person,Position,Office Address,Country/Region,Annual Turnover,Brands
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jinan-Meiyi-Paper-Products-Co-Ltd-/1S00P03GL,,Chinese Mainland,,,,,mengjun xu,,"JINAN, JINAN, JINAN, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jingxing-Dongguan-Printing-Co-Ltd-/1S00P2SYE,Wholesaler,"Dongguan, Guangdong, Chinese Mainland",,"Educational Toys, Paper Packaging",,,Mr Tiger Yang,General Manager,"No.3, Guangmei Road, Shipai Town, Dongguan, Guangdong 523330, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jinzhou-Jinzhuo-Plastic-Woven-Bags-Co-Ltd-/1S00P1IEC,,Chinese Mainland,,,,,Yibo Han,General Manager,"Tienan Commnity Industrial Zone 906-79-1573, Goubangzi, Beizhen, Jinzhou, Liaoning, China 121300",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Jiu-Zhou-Fang-Yuan-Paper-Co-Ltd/1S00OJATB,,Chinese Mainland,,,,,West Wu,Sales Manager,523220 中國廣東省東莞市 中堂鎮南潢路捷通工業園,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/K-B-D-Pack-Pulp-Mould-Products-Co-Ltd-/1S00OA2CY,,Chinese Mainland,,,,,YUKI JIANG,sale,"No. 4, Caimei First Road, Longjiantian Village, Huangjiang Town, Dongguan City, Guangdong, China 523765",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Liaoning-Kangping-Plastic-Industry-Co-Ltd-/1S00P12CY,,Chinese Mainland,,,,,Cherry Liu,Sales Manager,"Chaoyang Industrial Park, Kangping Economic Development Zone, Shenyang, Liaoning, China 110500",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Liaoning-Xinhaocheng-Plastic-Packaging-Co-Ltd-/1S00P12A4,,Chinese Mainland,,,,,Pingping Liu,general manager,"Chenping Village, Aji Town, Tieling County, Tieling, Liaoning, China 112615",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Linyi-Green-Pack-Co-Ltd/1S00OY81P,,Chinese Mainland,,,,,Mr Tianyu Liu,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Linyi-Wozheng-Trading-Co-Ltd-/1S00P03HI,,Chinese Mainland,,,,,Penny Wang,,"LINYI, LINYI, LINYI, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Lucky-Paper-Technics-ShangHai-Co-Ltd/1S00OXOP9,"Distributor, Manufacturer","Shanghai Shi, Shanghai, Chinese Mainland",2017.0,"Paper Packaging, Printing & Packaging Equipment",Worldwide,16 - 25 View details Factory & Facility Research & Development Quality Control,Mr Zhongfei Liang,,"Room A808,Building A,268 Yuanqing Road Baoshan District,Shanghai China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Macro-Eco-Leather-Co-Ltd/1S00P1QYG,,Chinese Mainland,,,,,Bella LIU,,"No.52-56 ZhongQu street Shiling, Leather Centrum Huadu GuangZhou, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Minfeng-Special-Paper-Co-Ltd-/1S00P0VP2,,Chinese Mainland,,,,,- Han,Foreign Trade Manager,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/New-Century-Dongguan-Offset-Printing-Paper-Products-Co-Ltd-/1S00OOH0J,,Chinese Mainland,,,,,Kent Ng,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Ningbo-Baige-Bags-Co-Ltd-/1S00OA6NX,,Chinese Mainland,,"Bags, Handbags & Accessories, Sports Supplies",,,- Fu,Sales Manager,"No. 2099 Ningheng South Road, Yinzhou Area, Ningbo, Zhejiang 315131, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Qifeng-Dongguan-Packing-Products-Co-Ltd-/1S00OVJ9Q,,Chinese Mainland,,"Packaging Materials, Paper Packaging",,,Miss Iris Xiong,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Sen-Eco-Guangdong-Paper-Products-Co-Ltd-/1S00P0VLE,,Chinese Mainland,,,,,HUI CHEN,,"Room #1301, Building#2, Minle Folk industrial, Longhua District, Shenzhen, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shandong-Jinshun-Packaging-Co-Ltd-/1S00P03IF,,Chinese Mainland,,,,,Li Yanhai,,"West Side And The Intersection Of Huawu Road And L Luozhuang District, Linyin City, Shandong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shandong-Ouye-Zhijie-Packaging-Co-Ltd/1S00OZPP8,,Chinese Mainland,,,,,Shuwen Liu,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shang-Hai-Wom-Paper-Co-Ltd-/1S00P037C,,Chinese Mainland,,,,,zhongmei Liao,,"Shanghai, Shanghai, Shanghai, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenhe-Packing/1S00P05DS,,Chinese Mainland,,,,,Michael Xie,Sales Manager,"NO. 1150 Xinlin Road, Zhelin Town, Shanghai, China 201416",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/ShenZhen-Xunlan-Technology-Co-Ltd/1X0AD5TS,,Chinese Mainland,,,,,- Huang,Manager,"2/F, Building 1, Fuzhen Industrial Park, Changzhen Village, Gongming Town, Guangming New Di Shenzhen, Guangdong, China 518105",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenyang-Gloryland-International-Trade-Limited-Company/1S00P10SO,,Chinese Mainland,,,,,Stella Wong,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenyang-Hezhang-Crafts-Co-Ltd-/1S00OAKXP,,Chinese Mainland,,,,,Ming Lu Zhao,Project Manager,"110000, 7 Banqiao South Lane, The Wind and Rain Street Shenhe District, Shenyang Liaoning China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenyang-Rixin-Plastic-Packaging-Products-Co-Ltd-/1S00OAKS4,,Chinese Mainland,,,,,Sun Ying,Sales Manager,"Shenbei New Area Zhengliang Five Road, Zhengliang Street, Shenyang, Liaoning, China 110000",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenyang-Zhonghe-Plastic-Packing-Products-Co-Ltd-/1S00OAPAH,,Chinese Mainland,,,,,Haijun Zhang,General Manager,"36#101, No.33, Middle South High-Technology, Punan Road, Shenbei New District, Shenyang, Liaoning, China 110000",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Dilicolor-Printing-Co-Ltd/1X07W55G,"Exporter, Manufacturer","Shenzhen, Guangdong, Chinese Mainland",,,,,Mr Chi Cheung Ng,Marketing Manager,"71 Liguang Industrial District, Guanlan Town, Shenzhen, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Pinchuangyuan-Industrial-Co-Ltd-/1X0ACRL6,,Chinese Mainland,,,,,Mervyn Chueng,Sales Manager,"Pinchuangyuan Industrial Park, NO.42, Industrial Road, LongHua District, ShenZhen, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-ShanDaShi-Paper-Products-Co-Ltd-/1S00OYJ38,,Chinese Mainland,,,,,- Liang,GM,518172 中國廣東省深圳市 龍崗區吉華街道甘坑社區 秀峰工業城B3棟7/F南座東區,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Xing-Jin-Ya-Industrial-Co-Ltd-/1S00P2SWK,Manufacturer,"Shenzhen, Guangdong, Chinese Mainland",,,,,Mr - Zhou,,"No. 99, Fukeng Road, Anliang Community, Shenzhen, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-YM-Technology-Co-Ltd-/1S00P1ONF,,Chinese Mainland,,,,,YE CHEN,CEO,"3/F, Building C, Penglong Pan High-Tech Park, Guanlan Street, Longhua District, Shenzhen City, Guangdong, China, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Shenzhen-Zhenyang-Printing-Products-Co-Ltd-/1S00P0QD7,,Chinese Mainland,,Printing & Packaging Equipment,,,Guixiang Liu,GM,"No. 20, Xinyuan Industrial Zone, Xinmu Community, Pinghu Subdistrict, Longgang District, Shenzhen, Guangdong Province, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/WH-Packing-Co-Ltd-/1S00P03N0,,Chinese Mainland,,,,,Yolanda Li,,"NO.9, Changlong Road, Daling District, Huidong, Huizhou City, Guangdong, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Wenzhou-Yonghong-Chemical-Fiber-Co-Ltd-/1X0A051K,,Chinese Mainland,,"Stationery, Textiles, Fabrics & Yarns",,,Kisa Zhang,Manager,"NO.10 Fengnan Road Economic Development Zone Ouhai Wenzhou 320514, Zhejiang China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/WenZhou-Zhuoxin-Packaging-Co-Ltd-/1X09ZV0F,,Chinese Mainland,,,,,- Zhang,Manager,"No.6 Jixian Road (Building No 3&4) Louqiao Indust Ouhai District, Wenzhou, Zhejiang, China 325000",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/WINCOM-TEXTILE-XINFENG-CO-LTD/1S00OXHQD,,Chinese Mainland View details Factory & Facility,,,,,Mr Zhixiong lv,,,Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Inchina-Non-Woven-Products-Co-Ltd-/1X0906H1,Manufacturer,"Xiamen, Fujian, Chinese Mainland",,"Bags, Handbags & Accessories",,,Ms Ella Guo,Marketing Manager,"No.58 Group 2, Mianqianpu Village, Xinxu Town, Xiang’an Distric Xiamen, Fujian, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Maysun-Packaging-Co-Ltd-/1S00OAKDD,,Chinese Mainland,,Paper Packaging,,,Alex Huang,Sales Manager,"No.71 Huli Yuan, Tong’an District, Xiamen, Fujian, China 361100",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xiamen-Zesinda-Imp-and-Exp-Co-Ltd-/1S00OA6W6,,Chinese Mainland,,Paper Packaging,,,Echo Zhang,Sales Manager,"No.666, Tongsheng Road, Tong’an District, Xiamen, Fujian, China 361100",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xian-Da-Mei-Yu-Gao-Print-DongGuang-Co-Ltd-/1S00OAK44,,Chinese Mainland,,Paper Packaging,,,Lily Li,Project Manager,"No.2, Nong Chang Road, Zhongxin Industrial Park, Shipai Town, Dongguan, Guangdong, China 523332",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Xing-Feng-Plastic-Technology-Huizhou-Co-Ltd-/1S00OAK6Y,Manufacturer,"Huizhou, Guangdong, Chinese Mainland",2007.0,,"Chinese Mainland, Eastern Europe, Scandinavia, Southeast Asia, Worldwide",51 - 100,Miss shurong zhong,,"Group of Shunju Villagers in Qiuchang, Tea Garden Village, Huizhou, Guangdong, China",Chinese Mainland,"US$ < 50,000",
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yameida-Environmental-Protection-Technology-Co-Ltd-/1S00P0Q9J,,Chinese Mainland,,,,,YAN QIU,Foreign Trade Manager,"Industrial Park 4th Road, Ganzhou Economic and Technological Development Zon Ganzhou City, Jiangxi Province, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yameiyou-Industrial-Guangzhou-Co-Ltd-/1S00P1IF9,,Chinese Mainland,,,,,YAN LIANG,Manager,"NO.255 Jinlong Road, Shiji Town, Panyu District, Guangzhou City, Guangdong Province, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yichang-YiMing-Paper-Products-Co-Ltd/1X0APPCL,,Chinese Mainland,,,,,Xiu Feng Wang,Manager,"Building 15, Majiadian High-tech Business Incubator, Zhijiang, Hubei, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yingkou-Guanhua-Printing-Machine-Co-Ltd-/1S00P12FP,,Chinese Mainland,,,,,Yunwen Chen,CEO,"No. 45-9, Keyuan Road, China Free Trade Pilot Zone, Yingkou, Liaoning, China 115000",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Yiwu-Wangyuan-packaging-Co-ltd/1S00ONBYV,,Chinese Mainland,,,,,Zhiqiang Li,,"No.181, Chouyi West Road, YiTing Town, Jinhua Zhejiang, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Qianyi-Paper-Co-Ltd-/1S00OY5TG,,Chinese Mainland,,,,,Ke-You Wu,,"Tianxiang Road 31, Jinhua, Zhejiang, Mainland China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Jinlong-Recycled-Resources-Technology-Co-Ltd-/1S00P0ZXA,,Chinese Mainland,,Paper Packaging,,,Quancai Chen,Sales Manager,"Shatian Lake, HuzhenTown, Longyou County, Quzhou, Zhejiang, China 324400",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Mige-Technology-Co-Ltd-/1S00P0Q7P,,Chinese Mainland,,,,,ZHIQI ZHENG,Manager,"NO.455 Fazhan Road, Longgang City Wenzhou, Zhejiang, China",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Sinhong-Technology-Co-Ltd-/1S00P1EAS,,Chinese Mainland,,,,,Ouyang Xuanzi,Chairman,"No.998 Huafeng West, XiaoShun Town, Jindong District, JinHua City, ZheJiang Province",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhejiang-Taidi-Paper-Technology-Co-Ltd/1S00P1EBP,,Chinese Mainland,,,,,Roe -,Business Manager,"150 Houqin Road, Gulin Town, Haishu District, Ningbo Chity Zhejiang",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhicai-New-Material-Technology-Co-Ltd-/1S00P25GJ,,Chinese Mainland,,,,,- Xia,Sales Director,"North Block, Floor 1-2, Nanya North Road, ShiWan Town, Boluo County, Huizhou, Guangdong, China 516127",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhongshan-Guanxin-Adhesive-Products-Co-Ltd-/1S00P0VC5,,Chinese Mainland,,Printing & Packaging Equipment,,,- Wang,,"First Floor Card, No. 7, Shoulong Second Street, D",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhuhai-Hengqin-Huizefeng-Packaging-Technology-Co-Ltd-/1S00P1C80,,Chinese Mainland,,,,,Ace Chan,,"Qinhaidonglu Road No.501, Hengqin New District, Zhuhai City",Chinese Mainland,,
https://sourcing.hktdc.com/en/Supplier-Store/Profile/Zhuhai-Inspire-Packing-Material-Co-Ltd-/1X0AE6C6,,Chinese Mainland,,,,,Tyana Tan,Assistant,"1-2/Floor, Building, No.3 North of Honghui Road, Zhuhai, Guangdong, China 519090",Chinese Mainland,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
about:blank,,,,,,,,,,,,
