exhibitor_id,company_name,country,stand_number,address,profile_description,product_categories,logo_url,profile_url,source_position
484295,PT Bagong Dekaka Makmur,INDONESIA,~D1~D1-8602,Jl. Panglima Sudirman 8 Kepanjen - Malang Jawa Timur 65163,"Established in 1994, PT Bagong Transport is one of Indonesia's leading providers of integrated bus transportation services, delivering reliable, safe, and high-quality mobility solutions across a wide range of industries. With decades of operational excellence, the company has earned the trust of customers through its commitment to safety, service quality, and professionalism. Responding to the rapid growth of Indonesia's mining industry, Bagong Transport expanded its business into mining transportation in 1998. Since then, the company has become a trusted transportation partner for major mining operations, providing dependable workforce mobility solutions that support productivity while meeting the highest standards of operational safety and efficiency. To address the unique challenges of mining environments, Bagong Transport operates specially engineered 4×4 mining buses designed to perform reliably on rugged terrain and demanding site conditions. Every vehicle is built with a strong focus on safety, durability, passenger comfort, and operational reliability, ensuring efficient transportation while protecting the well-being of every passenger. Supported by a modern fleet, experienced professionals, and a customer-oriented approach, Bagong Transport continues to deliver innovative transportation solutions tailored to the evolving needs of the mining, energy, infrastructure, and industrial sectors. Through continuous improvement and an unwavering commitment to excellence, the company strives to create long-term value for its customers while contributing to safer and more sustainable transportation operations. Driven by the vision of becoming a world-class transportation company, Bagong Transport is committed to delivering safe, comfortable, reliable, and professional transportation services with the highest standards of quality, integrity, and customer satisfaction.","Services,Transportation",https://eec.informamarkets-info.com/oga/profile/upload/2026/06/11/blob_2026-06-11_20260611122020A005.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484295/pt-bagong-dekaka-makmur,332
501369,PT BEST TIME INDONESIA,INDONESIA,~A3~A3-3402,"Jl.Beach Boulevard Blok D No.026, Golf Island, Pantai Indah Kapuk , Rt006 Rw002 Kel.Kamal Muara Kec. Penjaringan , Jakarta Utara , DKI Jakarta 14470","PT. Best Time Indonesia is a Jakarta-based company specializing in the supply of high-quality commercial tires, heavy truck spare parts, and vehicle-related services. Customer-oriented and innovation-driven, we are committed to achieving industry-leading standards in supply chain management, product quality, and customer service. Our business scope encompasses tires, truck components, wholesale vehicle distribution, as well as efficient warehousing and logistics services. We operate a professional import and export team responsible for international procurement, sales, and logistics to ensure a stable and efficient supply chain. We source a wide range of globally recognized tire brands and models—including TBR, OTR, and other types—to meet the diverse needs of vehicles and mechanical equipment such as heavy trucks, light trucks, and engineering vehicles. We are dedicated to promoting and distributing these premium tire products to the Indonesian market. At the same time, we act as an import-export agent for truck and vehicle parts, offering comprehensive trade services both domestically and internationally. Beyond executing each trade process, we provide our clients with commercial consulting, market analysis, and in-depth risk assessment services to support sound business decision-making. In addition, we offer comprehensive warehousing solutions, including the management of tire and heavy truck part storage. Our intelligent inventory management systems help maintain the stability and efficiency of the supply chain, while our coordinated logistics operations ensure that goods are delivered to customers accurately and on time.","Auger Mining Equipment,Equipment,Tires,Tyre",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/29/blob_2026-07-29_20260729194539A478.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/501369/pt-best-time-indonesia,333
484315,PT CAHAYA NUSANTARA CIPTA,INDONESIA,~Selasar A3~S80,"Kawasan Industri dan Pergudangan Marunda Center Blok F 18 - 19, Kel. Sagara Makmur, Kec. Tarumajaya, Kab. Bekasi, Jawa Barat","PT. Cahaya Nusantara Cipta is a leading tire distribution company in Indonesia, committed to providing the best solutions for various industries, including agriculture, mining, construction and port operations. As a trusted partner in supplying high-quality products, we offer premium brands that have proven their ability to meet specific application requirements across a wide range of challenging operating conditions. In addition to supplying primary tire products, we complement our portfolio with a variety of supporting products, including commercial truck tires, inner tubes and flaps, all designed to deliver optimal performance for different types of vehicles and heavy equipment. With extensive experience and expertise in the tire industry, PT. Cahaya Nusantara Cipta continues to innovate and adapt to ensure that every product we offer meets international quality standards. We believe that strong partnerships with our customers and a commitment to excellence in service are the foundation of mutual success. Contact Person : Stevannie Phone : +62 811 598 6826","Heavy Equipment Transport,Off The Road (OTR) Tyres,Tires,Tractors,Trucks,Tyre",https://eec.informamarkets-info.com/oga/profile/upload/2026/06/06/blob_2026-06-06_20260606165857A921.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484315/pt-cahaya-nusantara-cipta,334
484415,PT Cipta Hydropower Abadi,INDONESIA,~A1~A1-1005,"Kompleks Daan Mogot Prima Blok A3 No.9, Rawa Buaya","PT. Cipta Hydropower Abadi was established in 1982. We are a national company with over 40 years of experience providing consulting, services, planning, and supply solutions for hydraulics, lubrication, and filtration. Our company is backed by renowned international-standard brands and a team of proven experts. In line with our company's growth, we currently operate 16 branches across three islands and nine provinces in Indonesia.","Hydraulic Components Valves & Fitings,Lubricants,Valves",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/29/blob_2026-07-29_20260729194647A481.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484415/pt-cipta-hydropower-abadi,335
484352,"PT CITRAMEGAH MACHINERY INDONESIA SHACMAN, LOVOL, WEICHAI, CUMMINS",INDONESIA,~A3~A3-3401,"Ruko Mega Smart 6 No 007 Lantai III Lingkungan IV RT. 000 RW. 000, Titiwungen Selatan, Sario, Kota Manado, Sulawesi Utara","PT Citramegah Machinery Indonesia is atrusted dealer and supplier of heavyequipment, committed to providing top-quality machinery solutions to meetdiverse industrial and construction needs. Established with a vision to drive operational excellence, we specialize inoffering a comprehensive range ofheavy equipment units from globally renowned brands. Our expertise spans industries such asconstruction, mining, agriculture, andinfrastructure development, where ourproducts play a pivotal role in boostingproductivity and efficiency. With a customer-centric approach, we strive todeliver tailored solutions, backed by exceptional after-sales service andmaintenance support. At PT Citramegah Machinery Indonesia, we are driven by innovation, reliability, and a dedication to fostering long-term partnerships with our clients. Together, we aim to build a stronger and more sustainable future through robust and dependable heavy equipment solutions.","Heavy Equipment Transport,Maintenance Vehicles,Mine Cars & Wheels,Services,Trucks",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/01/blob_2026-07-01_20260701151830A762.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484352/pt-citramegah-machinery-indonesia-shacman-lovol-weichai-cummins,336
484429,PT CLIK MINING SERVICES,"Hong Kong,S.A.R.,China",~D1~D1-800,UNIT 19D ON 17TH FLOOR METROPOLE SQUARE No. 2 ON YIU STREET SHA TIN N.T. HONG KONG,"PT CLIK MINING SERVICES is an integrated company specialized in supplying a wide range of products including Q&T plates, wear plates, ballistic steel, crane rails and accessories, electrical steel, band-saw strip and lubricated tracks for mining dozers typical for CAT D8-D11 & Komatsu D155,D275-D475. Our products and services have witnessed our important role in a number of world-class projects and customers including: ✔ Bulldozer SD90 developed with Shantui– the largest dozers maker worldwide. CLIK supplied critical parts including finished track shoes up to 318mm pitch for undercarriage. Our lubricated tracks are also wide used by mines in India, China, Canada, etc. ✔ YAMAL Project – the world's largest LNG project located in Russia. CLIK supplied over 3,600mt hollow sections & beams with Charpy impact level reaching 127J at -50℃. ✔ Shanghai Yangshan Deepwater Port Phase IV - the world's busiest port. CLIK supplied a complete set of 4650mt crane rails superior in quality of European origin, together with clips and pads. ✔ ZPMC- the largest port crane manufacturer with over 75% market share in the world. CLIK is the leading supplier to ZPMC especially with QT plates, sections, and crane rails. PT CLIK MINING SERVICES also serves actively a range of other industries including offshore, shipbuilding, automotive, defense, etc. Our mission is to provide products and solutions for projects, to help you reduce the time spent in sourcing products and to eliminate unnecessary processes, adding value ultimately to your business. We have been doing our utmost to ensure the products superior in quality, every time!",Earth Moving Equipment,https://eec.informamarkets-info.com/oga/profile/upload/2026/06/04/blob_2026-06-04_20260604173428A299.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484429/pt-clik-mining-services,337
484400,PT DAHANA,INDONESIA,~B1~B1-4429,"Jl. Raya Subang - Cikamurang Km. 12 Cibogo, Subang","PT Dahana, or “Dahana”, is a State-Owned Enterprise (SOE) and a member of the Defense Industry Holding, DEFEND ID, specializing in high-energy materials and integrated explosives services for the General Mining, Quarry and Construction, Oil and Gas, and Defense sectors. Dahana’s business lines encompass Drilling & Blasting Services, Explosives Manufacturing, Defence Related, and Related Services. With more than 60 years of experience, Dahana is supported by comprehensive facilities, advanced technology, and highly skilled professionals. Dahana is your trusted partner, committed to delivering innovative solutions and creating added value for companies operating in Indonesia.","Blasting Agents & Explosives,Chemicals & Flocculants,Construction, Contracting",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/02/blob_2026-07-02_20260702162847A818.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484400/pt-dahana,338
484299,PT EKA DHARMA JAYA SAKTI,INDONESIA,~D2~D2-9229,"JL. PENDEKAT PULAU BALANG KM13, KEL. KARANG JOANG KEC. BALIKPAPAN UTARA, BALIKPAPAN","PT Eka Dharma Jaya Sakti is the Authorized and importer Volvo Penta Industrial Engine in Indonesia and Volvo Penta BESS Sub System SEETEL Mobile Charger. We provide aftermarket support throughout Indonesia area. Head Office in Jakarta, and our Regional Office in Balikpapan. We have 5 Branch Office in Kalimantan, 1 Branch Office in Manado and 1 Site Support in Muara Enim in South Sumatra. To complete our aftermarket support we have 47 spare parts outlet site support throughout Kalimantan area","Batteries,Continuous Mining Machines,Dewatering Equipment,Electrical Equipment & Supplies,Equipment",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/29/blob_2026-07-29_20260729194848A484.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484299/pt-eka-dharma-jaya-sakti,339
484358,PT ExxonMobil Lubricants Indonesia,INDONESIA,~B3~B3-5721,Jl. Prof Moh Yamin No 73 Rt. 001/007 kel. Durenjaya Kec Bekasi timur,"Pelumas industri Mobil™ Sebagai pebisnis untuk menambang batu bara, mineral, atau pun logam, tentunya Anda berharap peralatan Anda menunjukkan kinerja yang andal dan efisien untuk memaksimalkan produksi, melindungi lingkungan, dan memastikan operasi yang aman. Pelumas industri Mobil™ secara khusus diformulasikan untuk melindungi peralatan dalam kondisi yang paling berat. Anda dapat mengandalkan produk dan keahlian pelumasan kami yang sudah terbukti untuk menjaga peralatan Anda bekerja pada efisiensi maksimum. Kami menawarkan lini yang luas dalam pelumas sintetis dan berbasis oli mineral kinerja tinggi untuk berbagai kebutuhan khusus industri pertambangan, antara lain: - Mobil Delvac Modern™ 15W-40 Super Fleet - Mobil Delvac Modern™ Coolant Extended Life Ready Mixed - Mobilgrease™ XHP 462 Moly - Mobil SHC™ Gear Series Mobil™ Fuel Mobil™ sebagai bagian dari produk ExxonMobil dengan handal berkomitmen untuk memenuhi kebutuhan bahan bakar (BBM) ritel maupun komersil di seluruh Indonesia. Dengan sejarah lebih dari 124 tahun di Indonesia, ExxonMobil telah memiliki eksistensi dan inovasi kuat di Industri migas. Apapun kebutuhan harian atau bisnis Anda, selalu isi semangat untuk terus maju bersama Mobil™ yang menyediakan bahan bakar berkualitas dan efisien. Selama lebih dari 100 tahun, ExxonMobil telah menyediakan rangkaian pelumas canggih dan bahan bakar terbaik di kelasnya kepada pemilik dan operator kapal di seluruh dunia. Selain itu, juga memberikan dukungan dan layanan industri terdepan yang membangun reputasi sesuai integritas dan kinerja. Marine Termasuk dalam layanannya, ExxonMobil menyediakan solusi pelumasan yang telah terbukti dan dipasok melalui jaringan distributor kelautan global dan domestik yang luas di area darat dan pesisir","Fuels and Fuel Additives,Lubricants",https://eec.informamarkets-info.com/oga/profile/upload/2025/07/09/blob_2025-07-09_20250709121539A093.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484358/pt-exxonmobil-lubricants-indonesia,340
491632,PT Festo,GERMANY,German Pavilion~A2~A2-2121,,"Festo is an independent family-owned company and a global player in automation technology and technical education, with headquarters in Esslingen a.N. (Germany) – with over 20,000 employees at around 250 locations worldwide, a turnover of 3.33 billion euros and an R&D rate of over 8%. As a partner in motion, Festo offers integrated and seamless pneumatic, electric and digital drive technologies across all industries – including software and AI solutions as well as customized training concepts – for 300,000 customers in over 35 industries in automation and 56,000 education customers worldwide. In this learning company, 1.5 % of turnover is invested in basic and further training. Festo Didactic SE is a leading provider of technical education and training and offers its customers worldwide comprehensive digital and physical learning solutions in the industrial environment. In Indonesia PT Festo has operated since 1989, with its head office in the BSD Industrial Area, Tangerang, and a sales presence across major cities including Bandung, Batam, Medan, Semarang, and Surabaya. PT Festo providing industrial automation products, systems, and technical education solutions. Its main business activities in Indonesia include supplying and supporting pneumatic and electric automation components (such as cylinders, valves, valve terminals, sensors, motion and handling systems), control equipment and software, and related services including engineering, training, and didactic solutions for vocational and industrial upskilling. Festo Didactic providing education equipment and training programs in automation technologies.","Automation,Bearings,Control Equipment & Supplies,Electrical Equipment & Supplies,Electronic Equipment & Supplies,Gears,Hydraulic Components Valves & Fitings,Pneumatic Tools,Process Control & Instrumentation,Pumps,Software,Training,Valves",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/20/blob_2026-07-20_20260720123027A244.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491632/pt-festo,341
484311,PT GAYA MAKMUR TRACTORS,INDONESIA,~OS~OS-11,Jl. Lingkar Luar Barat no. 3 Rawa Buaya - Cengkareng,"PT. Gaya Makmur Tractors (GM Tractors) which is established on 29 August 2005 in Jakarta is a wholesale supplier of heavy equipments for road construction, plantation, forestry, mining and much more. It is a sole distributor of Wirtgen Group (Wirtgen, Vogele, HAMM, Kleemann) of Germany, FIORI manufacturers of self loading concrete mixers from Italy. Furthermore GM Tractors is also a sole distributor of some heavy equipment manufacturers from China. They are Shantui Construction Machinery (Shantui) with their wide range product on bulldozers. Xuzhou Construction Machinery Group (XCMG) which produces a variety type of cranes, motor graders and wheel loaders. Beside selling those heavy equipment products, GM Tractors also provides after sales service, attachment and component making, heavy equipment recondition, rentals and used heavy equipment sales. It is our uncompromising commitment to prioritize our customers satisfaction by working closely to their needs, creating solution, ensuring on-time delivery, and providing comprehensive after sales service and spare parts with the highest possible standard. The Board and whole capable and dedicated employees of GM Tractors believe that this commitment will make GM Tractors able to stand out among national wide-class supplier of wide range and reliable heavy equipment products. In order to devote our best, we are always open to any feedback on how to improve our performance towards our respected customers.","Equipment,Loaders & Feeders",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/02/blob_2026-07-02_20260702171050A010.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484311/pt-gaya-makmur-tractors,342
484290,PT Golden Ring Indonesia,INDONESIA,~D2~D2-9106,"JAKARTA MORI TOWER, 18F, JL. JEND. SUDIRMAN KAV. 40-41, JAKARTA 10210",Aluminium-plastic packaging bags R&D and production,"Buildings & Building Materials,Construction, Contracting,Lubricants,Others",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/29/blob_2026-07-29_20260729194947A486.jpeg,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484290/pt-golden-ring-indonesia,343
484413,PT HONGYU INTERNATIONAL TRADING,INDONESIA,~B1~B1-415,"Jl. Krekot Jaya No.4D-4E, RT003 RW007, Pasar Baru, Sawah Besar, Jakarta Pusat","PT HONGYU INTERNATIONAL TRADING is a trading company engaged in the field of Excavator Spare Parts. We also sell Hydraulic Hose, SHIMS, Kuku Bucket , Pin Bucket , Fittings, and various SEALS with good quality. Our company has been established since the year 2018. Our vision and mission is to provide the best service and quality products at competitive prices.","Bucket Wheel Excavator,Teeth-Excavator",https://eec.informamarkets-info.com/oga/profile/upload/2025/07/02/blob_2025-07-02_20250702110642A272.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484413/pt-hongyu-international-trading,344
488349,PT INDONESIA FOURT POWERTRAIN TECHNOLOGY,INDONESIA,~D2~D2-9101,"A25, Kawasan Logistik Cakung PT Alun lndah JI. Raya Bekasi KM 23, Jakarta Timur","PT INDONESIA FOURT POWERTRAIN TECHNOLOGY' is a leading provider of high-quality automotive parts and accessories in Indonesia. With a strong focus on innovation and customer satisfaction, we are dedicated to delivering exceptional products and services to our clients.","Auger Mining Equipment,Bucket Wheel Excavator,Control Equipment & Supplies,Exploration Equipment and Services,Feeders & Breakers",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/29/blob_2026-07-29_20260729195053A487.jpeg,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/488349/pt-indonesia-fourt-powertrain-technology,345
484386,PT Konecranes Material Handling Indonesia,INDONESIA,~D2~D2-9109,"Gedung Arkadia Tower G Lantai 20, Jalan Let. Jend. TB. Simatupang Kav. 88","PT Konecranes Material Handling Indonesia is the original equipment and service provider for both Konecranes and Demag equipment. We specialize in providing customized solutions to a range of industries, spanning from general manufacturing to aerospace. Konecranes is a global leader in material handling solutions, serving a broad range of customers across multiple industries.",Cranes (Telescopic & Articulating),https://eec.informamarkets-info.com/oga/profile/upload/2026/06/25/blob_2026-06-25_20260625230034A060.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484386/pt-konecranes-material-handling-indonesia,346
508999,PT Konecranes Material Handling Indonesia,INDONESIA,~D2~D2-9109,"Gedung Arkadia Tower G Lantai 20, Jalan Let. Jend. TB. Simatupang Kav. 88","PT Konecranes Material Handling Indonesia is the original equipment and service provider for both Konecranes and Demag equipment. We specialize in providing customized solutions to a range of industries, spanning from general manufacturing to aerospace. Konecranes is a global leader in material handling solutions, serving a broad range of customers across multiple industries.",Cranes (Telescopic & Articulating),https://eec.informamarkets-info.com/oga/profile/upload/2026/06/25/blob_2026-06-25_20260625230034A060.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/508999/pt-konecranes-material-handling-indonesia,347
487800,PT LJCSJ GROUP INDONESIA,INDONESIA,~SELASAR A2~A2-S40,"KBN MARUNDA JL DENPASAR II BLOK 4 KAV.3, Desa/Kelurahan Marunda, Kec. Cilincing","PT LJCSJ Group Indonesia It is specializing in providing industrial and engineering sparepart. Our Extensinve range of products cover Colt Heading and Forging Parts, Hub Bolt, Nut, Track Bolt, Hex Bolt, Undercarriage, etc. We are also able to provide other products based on customers’s request.",Equipment,https://eec.informamarkets-info.com/oga/profile/upload/2026/07/29/blob_2026-07-29_20260729195155A490.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/487800/pt-ljcsj-group-indonesia,348
488348,PT MITRA ATLAS NUSANTARA,INDONESIA,~D1~D1-834,"Jl. Raya Narogong no. 63 KM 5,5 Rawalumbu, Kota Bekasi - Jawa Barat","PT Mitra Atlas Nusantara (MAN) is an integrated solutions-driven company dedicated to ensuring customer satisfaction and the success of our projects. We offer a variety of products and services aimed at helping our customers achieve their goals. PT Mitra Atlas Nusantara (MAN) is fully supported by well-known global partners with a long-standing track record of delivering proven products and services. We specialize in innovative technologies across several sectors, including construction and mining, oil and gas, shipbuilding and steel structures, energy, and industrial sectors.","Dewatering Equipment,Electrical Equipment & Supplies,Electrical Power Transmission Equipment & System,Filters and Accessories,Pumps",https://eec.informamarkets-info.com/oga/profile/upload/2026/07/29/blob_2026-07-29_20260729195310A491.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/488348/pt-mitra-atlas-nusantara,349
491425,PT MULTI TECHNINDO,INDONESIA,~C1~C1-6101,,"PT MULTI TECHNINDO GROUP Established in 2003, PT MULTI TECHNINDO is a trusted Indonesian importer and distributor of high-quality industrial products. For over two decades, we have been committed to supplying reliable products and professional services, building long-term partnerships with customers across a wide range of industries. Core Business PT MULTI TECHNINDO specializes in importing premium industrial rubber belts directly from trusted international manufacturers. Distributed exclusively under our own brand, our product range includes conveyor belts for mining, quarrying, cement, foundry, and various industrial applications, delivering durability, consistent performance, and excellent value. Group Company To better serve the growing needs of the industrial market, PT MULTI TECHNINDO operates alongside its affiliated company: PT WELLTER MESINERI INDONESIA specializes in the supply of crushing and screening equipment, including jaw crushers, cone crushers, impact crushers, vibrating screens, feeders, and complete crushing plant solutions. The company provides comprehensive services covering importation, equipment supply, technical consultation, installation support, spare parts, and after-sales service. Our Strengths By combining specialized product expertise, efficient import and distribution networks, and responsive technical support, PT MULTI TECHNINDO Group delivers reliable industrial solutions that enhance productivity and operational efficiency. We remain committed to quality, innovation, and customer satisfaction while continuously strengthening long-term partnerships with customers and global manufacturing partners.",Others,https://eec.informamarkets-info.com/oga/profile/upload/2026/07/29/blob_2026-07-29_20260729195415A492.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491425/pt-multi-technindo,350
484393,PT Multibangun Rekatama Patria,INDONESIA,~B1~B1-475,Gedung Menara Sentraya Lt. 11 Unit A4 Jl. Iskandarsyah Raya No. 1A,"PT Multibangun Rekatama Patria is an Indonesian company specializing in geosynthetic solutions for the mining industry and heavy civil infrastructure. We are a trusted distributor of Tensar® Geogrid, Huitex® Geomembrane, SierraScape Retaining Wall System and the Multiblock Retaining Wall System, supporting critical mining applications such as haul roads, mine access roads, tailings facilities, heap leach pads, ponds, landfills, and slope stabilization. We understand the operational challenges of mining projects—remote locations, heavy loads, strict safety standards, and demanding schedules. Therefore, Multibangun goes beyond product supply by providing engineering-driven solutions, including technical consultation, design support, and on-site coordination to ensure performance, durability, and cost efficiency throughout the mine life cycle. Committed to sustainable and responsible mining practices, PT Multibangun Rekatama Patria actively shares knowledge through technical sessions, industry events, and collaborations. We aim to be a long-term partner for mining operators, contractors, and consultants across Indonesia.","Construction, Contracting,Protective Coatings & Linings,Services,Others",https://eec.informamarkets-info.com/oga/profile/upload/2026/06/25/blob_2026-06-25_20260625155522A104.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484393/pt-multibangun-rekatama-patria,351
484346,PT NAGAMAS BAN,INDONESIA,~A3~A3-3410,"JL MULYOSARI NO.131 Kel. Kalisari , Kec. Mulyorejo","PT Nagamas Ban is a trusted specialist in mining tires, headquartered in Surabaya, East Java, Indonesia. Established in October 2008, the company has built a strong reputation as one of the leading importers of high-performance radial tires, including Light Truck (LT), Truck and Bus (TB), and Off-The-Road (OTR) tires. With a primary focus on serving the mining industry, we deliver reliable, durable tire solutions tailored to the demands of heavy-duty operations. Our commitment to excellence is reflected in our “5 Service Value Plus” framework, which defines our core strengths: 1. In-depth expertise in mining operations, 2. Superior product quality, 3. Extensive distribution network, 4. Environmentally responsible, sustainable product offerings, and 5. A proven track record of customer trust and satisfaction. These values are further reinforced by manufacturer-backed product warranties, ensuring optimal performance and peace of mind for our clients. We operate with a strong internal culture—IU GROW, which stands for Integrity, Unity, Grit, Responsibility, Ownership, and Willingness to Serve. This cultural foundation guides our team’s conduct and our approach to business, fostering a professional environment built on accountability and service excellence. With a combination of premium product offerings, industry-specific expertise, and a customer-centric approach, PT Nagamas Ban is fully committed to supporting the operational needs of mining companies across Indonesia. We strive to be not just a supplier, but a strategic partner in driving productivity, safety, and long-term value for our clients.","Batteries,Lubricants,Off The Road (OTR) Tyres,Tires",https://eec.informamarkets-info.com/oga/profile/upload/2025/06/13/nagamaslogoadastroke_2025-06-13_20250613095939A113.jpg,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484346/pt-nagamas-ban,352
486271,PT NARAYA DIPTA BUANA / HONGYAN,INDONESIA,~OS~OS-37,"Jl. Raya Cilandak KKO No.1 13, RT.13/RW.5, Cilandak Tim., Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta","PT Naraya Dipta Buana (Naraya), official dealer of Hongyan trucks, was established on May 17, 2024. Its shares are owned by PT Mahadana Dasha Utama and PT Chakra Jawara, and it is part of the Tiara Marga Trakindo Group. With a wide distribution network in Indonesia, Naraya is committed to providing reliable and efficient commercial vehicle solutions. Naraya offers Hongyan trucks, in both Dump Truck and Tractor Head models, integrating the latest technology in design, superior comfort, and high-quality standards. Powered by Cursor Power-train engines, these vehicles are equipped with the latest generation common rail fuel injection systems. The off-road and on-road versions of Hongyan offer an optimal combination of comfort, reliability, flexibility, and performance, making them ideal for various types of transportation in industrial sectors such as mining, logistics, and construction8. Currently, Naraya also offers EV (Electric Vehicle) trucks in Indonesia, which can be applied for both off-road and on-road use, to promote the implementation of green energy in Indonesia.",Trucks,https://eec.informamarkets-info.com/oga/profile/upload/2026/06/29/blob_2026-06-29_20260629151536A024.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/486271/pt-naraya-dipta-buana-hongyan,353
491516,PT PANDU EQUATOR PRIMA - GEOSYNTHETIC ENGINEERING,INDONESIA,~D2~D2-9505,,"PT PANDU EQUATOR PRIMA (PEP) is a company specializing in the procurement and installation of materials, with a focus on geosynthetic products. In its operations, PT PANDU EQUATOR PRIMA (PEP) is supported by several leading principals—both local and international companies—as well as by an excellent management system and human resources. To meet our customers’ needs, we also provide engineering support tailored to the specific challenges at each project site.",Others,https://eec.informamarkets-info.com/oga/profile/upload/2026/07/29/blob_2026-07-29_20260729195522A493.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491516/pt-pandu-equator-prima-geosynthetic-engineering,354
491415,PT PRAPAT TUNGGAL CIPTA,INDONESIA,~D2~D2-9610,,"PT Prapat Tunggal Cipta is the sole distributor for Sakura Filter, ADR Radiator and Donaldson filter in Indonesia. Providing solution for filtration and heat exchange product demands in various sector such as automotive, mining, construction and industry. With nationwide distribution channel, PT Prapat Tunggal Cipta commits to be present where the market needs.",Others,https://eec.informamarkets-info.com/oga/profile/upload/2025/07/18/blob_2025-07-18_20250718163901A227.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491415/pt-prapat-tunggal-cipta,355
491422,PT Presisi Digital Moderen Teknologi,INDONESIA,~C2~C2-7302,,"PT Presisi Digital Modern Teknologi is a company specializing in mining and general industrial solutions, located in Jakarta with branches in Muara Enim, South Sumatra; Angsana, South Kalimantan; Balikpapan, East Kalimantan; and Timika, West Papua. Our focus is on providing Fuel Management Systems, Fire Suppression Systems, Flowmeters, Automatic Lubrication Systems, Safety Camera Devices, IoT, Fleet Management Systems, and Engineering Solutions designed to improve our customers’ productivity, efficiency, and workplace safety. We also prioritize providing high-quality products, competitive pricing, and reliable after-sales service to ensure customer satisfaction in the Indonesian market. Contact us at sales@presisidigital.co.id for more information.",Others,https://eec.informamarkets-info.com/oga/profile/upload/2026/06/25/blob_2026-06-25_20260625160418A135.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491422/pt-presisi-digital-moderen-teknologi,356
484302,PT PRIMANUSA GLOBALINDO,INDONESIA,~Selasar D2~D2-S450,"Rukan Columbus Blok A No. 19, Green Lake City, Kel. Petir, Kec. Cipondoh","PT. Primanusa Globalindo is the official brand holder of the Gtrack GPS Tracker and a leading provider of CCTV camera units. With a strong dedication to safety and security, the company delivers high-quality services in fleet management system monitoring","Communications & Tracking,Fuels and Fuel Additives,Services,Tracked Vehicles",https://eec.informamarkets-info.com/oga/profile/upload/2025/06/20/logo&namaPTslogan2_2025-06-20_20250620105455A954.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/484302/pt-primanusa-globalindo,357
491418,PT RODA ROLLEN INDONESIA,INDONESIA,~C3~C3-6410,,PT RODA ROLLEN INDONESIA is a supplier for Mechanical and Electrical engineering products for modern general industries. The company was established in 1998 and since then has become a stockist and representatives agents for many leading brands in industrial engineering from around the world.,Others,https://eec.informamarkets-info.com/oga/profile/upload/2026/06/25/blob_2026-06-25_20260625153720A067.png,https://exhibitors.informamarkets-info.com/event/MIN2026/en-US/exhibitor/491418/pt-roda-rollen-indonesia,358
