"title","title href","subtitle"
"Aquakita","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=409","Halls 5B-E: 608"
"Aquate Water Filtration System","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339030","Halls 5F-G: 2311"
"Arboricorde","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10278","Halls 5B-E: 1936"
"Arihant Waterpark Equipment","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=229","Halls 5B-E: 1507"
"Arrowy Go-Kart","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339076","Halls 5B-E: 1211"
"Arrowy Racing Go-kart","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10228","Halls 5B-E: 1506"
"AStation","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339137","Halls 5F-G: 2226"
"Autobelay Services Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339044","Halls 5B-E: 1627"
"Avius","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=711","Halls 5F-G: 2206"
"Axess AG","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1934","Halls 5B-E: 1613"
"BAOLI TECHNOLOGY (NINGGUO) CO., LTD HANGZHOU BRANCH","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339115","Halls 5F-G: 2626"
"BATTLE START","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10045","Halls 5B-E: 109"
"Beijing Fullmoon & Stars Trading Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7655","Halls 5B-E: 237"
"Beijing Palm Technique Development Co., LTD","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339087","Halls 5B-E: 440"
"Beijing Yingda Technology Development Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1338825","Halls 5B-E: 1722"
"Bertazzon 3B Srl.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=105","Halls 5B-E: 1410"
"Betop Group","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2931","Halls 5B-E: 831"
"Binzhou Nets Tribe Co. Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5688","Halls 5B-E: 502"
"Birket Engineering Shanghai Co.,LTD","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=179","Halls 5B-E: 1106"
"Black Light Unity: Blacklight Print & Design","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7271","Halls 5F-G: 2114"
"Bolliger & Mabillard Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=156","Halls 5B-E: 222"
"BRASS MONKEY FRANCHISING","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339109","Halls 5F-G: 2320"
"Broadwell Air Dome","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339160","Halls 5B-E: 1839"
"Brogent Technologies, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1296","Halls 5B-E: 618"
"Brunswick Bowling Products","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=256","Halls 5B-E: 622"
"BUZZPARK OYUN PARKLARI EKIPMANLARI INS. TURZ SAN.VE TIC.LTD.STI.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339178","Halls 5F-G: 2120"
"Byond Digital","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339084","Halls 5B-E: 1201"
"CA SEGA JOYPOLIS","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339118","Halls 5F-G: 2505"
"Cangzhou Warrior Outward Bound appliance Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10317","Halls 5F-G: 2524"
"Century 3 (Shanghai) Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5075","Halls 5B-E: 202"
"Cheer Amusement (Nanjing) Co.Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=540","Halls 5B-E: 1422"
"Chuliang Technology (HK) Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339089","Halls 5B-E: 338"
"Cimolai Technology SPA","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339177","Halls 5B-E: 1731"
"Climb Korea","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8711","Halls 5B-E: 1631"
"Cloward H2O","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=328","Halls 5B-E: 1505"
"CMWaterparks","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10210","Halls 5B-E: 1837"
"Comply Amusement Safety Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339134","Halls 5B-E: 1838"
"Concept 1900","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1739","Halls 5B-E: 1616"
"Consulate General of Canada","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339150","Halls 5F-G: 2228"
"CQ Amusement","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=664","Halls 5B-E: 129"
"Crenexus Culture & Tech (Shenzhen) Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339128","Halls 5F-G: 2527"
"DEI","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1258","Halls 5B-E: 1918"
"Delta Strike International Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=695","Halls 5B-E: 605"
"DOF Robotics","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2602","Halls 5B-E: 718"
"DONGGUAN AJIN LEATHER CO.,LTD","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339101","Halls 5B-E: 1320"
"DONGGUAN GRAND HARVEST GIFTS CO,. LTD","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339173","Halls 5F-G: 2431"
"Dongguan Unistar Industrial Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8148","Halls 5B-E: 507"
"dotmill","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339149","Halls 5F-G: 2325"
"Dotto S.r.l.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=469","Halls 5B-E: 912"
"Dream Catch","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5702","Halls 5B-E: 1925"
"Dreamfuns Amusement","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5107","Halls 5F-G: 2105"
"Dreamland Playground Co.Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339103","Halls 5B-E: 1301"
"ECA2","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1278","Halls 5B-E: 240"
"Elephant Sculpture Art Company Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3619","Halls 5B-E: 326"
"Ellis & Associates","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=143","Halls 5B-E: 1707"
"Emaux Water Technology Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1301","Halls 5B-E: 529"
"Embed","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=566","Halls 5B-E: 437"
"EMPEX WATERTOYS-CANADA","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339145","Halls 5F-G: 2526"
"Endless Surf","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339157","Halls 5B-E: 921"
"entertainment resource GmbH","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1853","Halls 5B-E: 410"
"Environmental Street Furniture Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339171","Halls 5B-E: 1937"
"ETF Ride Systems","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=349","Halls 5B-E: 1012"
"Experience UK","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1194","Halls 5B-E: 1937"
"Fabbri Group","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=14","Halls 5B-E: 922"
"Family of Childhood","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5699","Halls 5F-G: 2416"
"Fantawild","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339165","Halls 5F-G: 2316"
"Fever","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339146","Halls 5B-E: 1832"
"Flame Stone","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339080","Halls 5B-E: 1213"
"FlowRider","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3845","Halls 5B-E: 822"
"FORREC","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=95","Halls 5B-E: 1618"
"Foshan Shunde Huawei Air Blower Manufacturing Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=849","Halls 5B-E: 535"
"Fujian Sijia Industrial Material Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8144","Halls 5F-G: 2423"
"FUNLANDIA PLAY SYSTEMS","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3591","Halls 5B-E: 1729"
"GAIN LLC","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339104","Halls 5B-E: 1317"
"GALBOT","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339180","Halls 5B-E: 1831"
"Gengu Dinosaurs Technology Co.Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5555","Halls 5B-E: 1609"
"Gooest Media Technology","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339075","Halls 5B-E: 1209"
"Gosetto S.r.l.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=321","Halls 5B-E: 909"
"Great Coasters International, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=279","Halls 5B-E: 708"
"Grey Whale Industry","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339082","Halls 5B-E: 1205"
"GT Amusement FZE","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339153","Halls 5F-G: 2124"
"GTI & GTI-Amuse","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10316","Halls 5B-E: 107"
"GuangDong Dalang Water Park Equipment Co,. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2985","Halls 5B-E: 1110"
"Guangdong Domerry Amusement Equipment Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5135","Halls 5B-E: 506"
"Guangdong H-FUN Water Recreational Articles Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4880","Halls 5B-E: 629"
"Guangdong Haisan Amusement Technology Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2923","Halls 5B-E: 1826"
"Guangdong Zhengrong Amusement Equipment Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339126","Halls 5F-G: 2324"
"Guangzhou Baodian Digital Technology Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339094","Halls 5B-E: 1215"
"Guangzhou Colorful Fun Technology Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339098","Halls 5B-E: 1314"
"Guangzhou Colorful Sky Amusement Equipment Co.,LTD","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339100","Halls 5B-E: 1315"
"Guangzhou Design Art","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339081","Halls 5B-E: 1207"
"Guangzhou Deyi Culture and Arts Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339161","Halls 5F-G: 2506"
"Guangzhou Elong Animation Technology Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339129","Halls 5F-G: 2528"
"Guangzhou EPARK Electronic Technology Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7785","Halls 5F-G: 2614"
"Guangzhou Fangcheng Cultural and Creative Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339163","Halls 5F-G: 2209"
"Guangzhou Flyfun Amusement Equipment Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339162","Halls 5F-G: 2425"
"Guangzhou Gold Fever Amusement Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339086","Halls 5B-E: 133"
"Guangzhou High Hip-Hop Amusement Equipment Co.,Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339125","Halls 5F-G: 2312"
"Guangzhou Ifun Park Technology Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8525","Halls 5F-G: 2315"
"Guangzhou Infinity Technology Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7642","Halls 5B-E: 1733"
"Guangzhou Jiahui Culture Development Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339029","Halls 5F-G: 2612"
"Guangzhou Jiuyou Animation Technology Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7042","Halls 5F-G: 2623"
"Guangzhou Joint Fun Technology Co.,Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339077","Halls 5B-E: 1308"
"Guangzhou Leyou Advertisement Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4135","Halls 5B-E: 1735"
"Guangzhou Luckyplay Amusement Equipment Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7653","Halls 5B-E: 1906"
"Guangzhou Magic Amusement Equipment Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339110","Halls 5F-G: 2611"
"Guangzhou Mecpower Technology Development Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4156","Halls 5B-E: 310"
"Guangzhou Mizone Children's Amusement Equipment Co, Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339017","Halls 5F-G: 2608"
"Guangzhou Movie Power Technology Co.Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5622","Halls 5B-E: 1738"
"Guangzhou Okuli Culture Co. LTD","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339097","Halls 5B-E: 1306"
"Guangzhou Planet Inflatables Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339093","Halls 5B-E: 1221"
"Guangzhou Powerful Toys Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339083","Halls 5B-E: 139"
"Guangzhou Sea Animation Technology Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5626","Halls 5B-E: 1932"
"Guangzhou Shunhong Entertainment Equipment Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3652","Halls 5B-E: 1614"
"Guangzhou Wakee Amusement Technology Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339117","Halls 5F-G: 2409"
"Guangzhou Wali Amusement Equipment Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339039","Halls 5F-G: 2605"
"Guangzhou Wangerbao Software Development Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339123","Halls 5F-G: 2413"
"Guangzhou YierMei Garden Landscape Facility Co. Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339078","Halls 5B-E: 1311"
"Guangzhou Yinghua Technology Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8769","Halls 5F-G: 2502"
"Guangzhou Yixian Technology Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339074","Halls 5B-E: 105"
"Guangzhou Zhisheng Digital Technology Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339018","Halls 5F-G: 2308"
"HAFEMA Water Rides GmbH","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=370","Halls 5B-E: 1713"
"Hamac Trading Co Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339170","Halls 5B-E: 1937"
"Hangzhou Trains Equipment Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3030","Halls 5B-E: 802"
"Haystack Dryers Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=760","Halls 5B-E: 1011"
"HB Leisure Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4074","Halls 5B-E: 1931"
"Hebei Haiber Play Equipment Co.,Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339071","Halls 5B-E: 102"
"Hebei Zhipao Amusement Equipment Manufacturing Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339154","Halls 5B-E: 1740"
"Henan Dinis Entertainment Technology Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10168","Halls 5B-E: 413"
"Henan Swonder Amusement Rides Co. Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5098","Halls 5F-G: 2613"
"Hengshui JinguJin Lantern Art Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10340","Halls 5B-E: 533"
"Hengshui Wangming Amusement Equipment Co., Ltd.,","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5244","Halls 5B-E: 1610"
"HJC Water Fountain Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1056","Halls 5F-G: 2220"
"Hogwood Amusement Equipment Co., Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8130","Halls 5B-E: 514"
"Hualong Dino Works","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4672","Halls 5F-G: 2507"
"Huaxia Amusement Co. Ltd","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3618","Halls 5B-E: 233"
"Hunan Zhongyi Amusement Equipment Co., Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8771","Halls 5B-E: 635"
"Huss Park Attractions GmbH","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=29","Halls 5B-E: 121"
"HY TECHNOLOGY LTD","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7707","Halls 5B-E: 434"
"I.E. Park S.r.l./Amusement Rides & SOLI Bumper Cars","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=151","Halls 5B-E: 130"
"Ice Creative Entertainment","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339142","Halls 5F-G: 2629"
"IDEATTACK, INC","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=804","Halls 5B-E: 638"
"Immersive Planet Design S.L.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5275","Halls 5F-G: 2511"
"INCREX Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8411","Halls 5B-E: 2009"
"Index Creative Village Public Company Limited","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3577","Halls 5B-E: 112"
"Indian Association of Amusement Parks and Industries","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=320","Halls 5F-G: 2125"
"Industrial Frigo Ice srl","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1160","Halls 5B-E: 414"
"InstaVR GO","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339155","Halls 5F-G: 2109"
"Intamin Amusement Rides Int. Corp. Est","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1271","Halls 5B-E: 1018"
"Intelligent Entertainment","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7894","Halls 5F-G: 2314"
"Intercard, Inc.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=241","Halls 5B-E: 1006"
"InterPark International Ltd.","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=259","Halls 5B-E: 1615"
"iPlayCO","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339143","Halls 5F-G: 2530"
"Jargee.Foto","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=1339073","Halls 5F-G: 2616"
"JB-Tag Solutions","https://iaapaexpoasia26.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4024","Halls 5F-G: 2428"
